Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
intravenous,,,authorised,ema,approved,12.01.2005,2005,neoplasms; diseases of the digestive system,avastin-epar-scientific-discussion_en.pdf,biologics,avastin,first-line treatment of patients with metastatic carcinoma of the colon or rectum,<colonic neoplasms>; <rectal neoplasms>,no,first-line treatment of patients with metastatic carcinoma of the colon or rectum,<colonic neoplasms>; <rectal neoplasms>,hoffmann-la roche ltd,hoffmann-la roche,ema/000582/2005,bevacizumab,no,no,concentrate,emea/h/c/000582,na,EMA
intravenous,17.09.2015,2015.0,authorised,japan,approved,25.04.2016,2016,neoplasms; diseases of the genitourinary system,000224436.pdf,biologics,avastin,advanced or recurrent cervical cancer,<cervical cancer>,yes,advanced or recurrent cervical cancer,<cervical cancer>,"chugai pharmaceutical co., ltd.",chugai,,bevacizumab,yes,yes,injection,,,PMDA
intravenous,21.04.2006,2006.0,authorised,japan,approved,22.02.2007,2007,neoplasms; diseases of the digestive system,000224437.pdf,biologics,avastin,unresectable advanced or recurrent colorectal cancer,<colorectal neoplasms>,no,unresectable advanced or recurrent colorectal cancer,<colorectal neoplasms>,"chugai pharmaceutical co., ltd.",chugai,,bevacizumab,no,no,injection,,na,PMDA
intravenous,,,authorised,australia,approved,10.02.2010,2010,neoplasms; diseases of the nervous system,auspar-bevacizumab-091214-01.pdf,biologics,avastin,"as a single agent, for the treatment of patients with grade iv glioma after relapse or disease progression after standard therapy, including chemotherapy",<glioma>,yes,relapsed high grade malignant glioma: avastin as a single agent or in combination with irinotecan is indicated for the treatment of patients with high grade relapsed malignant glioma.,<malignant glioma>,roche products pty ltd,roche,,bevacizumab,yes,yes,solution,pm-2009-00399-4-3,,TGA
intravenous,,,authorised,australia,approved,24.08.2012,2012,neoplasms,auspar-bevacizumab-130307.pdf,biologics,avastin,"treatment of patients with recurrent, platinum-sensitive, epithelial ovarian, fallopian tube, or primary peritoneal cancer who have not received prior bevacizumab or other vegf-targeted angiogenesis inhibitors.",<ovarian neoplasms>; <fallopian tube neoplasms>; <peritoneal neoplasms>,yes,"treatment of patients with recurrent, platinum-sensitive, epithelial ovarian, fallopian tube, or primary peritoneal cancer.",<ovarian neoplasms>; <fallopian tube neoplasms>; <peritoneal neoplasms>,roche products pty ltd,roche,"99755, 99757",bevacizumab,yes,no,injection,pm-2011-02308-3-4,,TGA
intravenous,,,authorised,australia,approved,19.11.2014,2014,neoplasms; diseases of the genitourinary system,auspar-bevacizumab-150311.pdf,biologics,avastin,"treatment of patients with recurrent, platinum-resistant epithelial ovarian, fallopian tube, or primary peritoneal cancer who received no more than two prior chemotherapy regimens.",<ovarian neoplasms>; <fallopian tube neoplasms>; <peritoneal neoplasms>,yes,"treatment of patients with recurrent, platinum-resistant epithelial ovarian, fallopian tube, or primary peritoneal cancer who received no more than two prior chemotherapy regimens.",<ovarian neoplasms>; <fallopian tube neoplasms>; <peritoneal neoplasms>,roche products pty ltd,roche,99755 and 99757,bevacizumab,yes,no,solution,pm-2013-03227-1-4,,TGA
intravenous,,,authorised,australia,approved,21.10.2013,2013,neoplasms; diseases of the digestive system,auspar-bevacizumab-injection-140331.pdf,biologics,avastin,treatment of patients with metastatic colorectal cancer in combination with fluoropyrimidine-based chemotherapy,<colorectal neoplasms>,no,second line treatment of metastatic colorectal cancer,<colorectal neoplasms>,roche products pty ltd,roche,99755 and 99757,bevacizumab,yes,no,solution,pm-2012-02716-3-4,,TGA
intravenous,,,authorised,australia,approved,16.07.2015,2015,neoplasms,auspar-bevacizumab-rch-170510.pdf,biologics,avastin,"in combination with paclitaxel and cisplatin is indicated for the treatment of persistent, recurrent or metastatic carcinoma of the cervix. in combination with paclitaxel and topotecan is an acceptable alternative where cisplatin is not tolerated or not indicated.",<carcinoma of the cervix>,yes,"treatment of persistent, recurrent or stage iv carcinoma of the cervix","<carcinoma, cervical>",roche products pty ltd,roche,99756 and 99757,bevacizumab,yes,yes,concentrate,pm-2014-01871-1-4,,TGA
subcutaneous,06.06.2008,2008.0,authorised,ema,approved,25.06.2009,2009,diseases of the musculoskeletal system and connective tissue,cimzia-epar-public-assessment-report_en.pdf,biologics,cimzia,"treatment of moderate to severe, active rheumatoid arthritis in adult patients when the response to disease-modifying antirheumatic drugs including methotrexate has been inadequate",<rheumatoid arthritis>,no,treatment of active rheumatoid arthritis,<rheumatoid arthritis>,ucb pharma sa,ucb,ema/664021/2009,certolizumab pegol,no,no,solution,emea/h/c/001037,na,EMA
subcutaneous,,,authorised,australia,approved,01.05.2014,2014,diseases of the musculoskeletal system and connective tissue,auspar-certolizumab-140815.pdf,biologics,cimzia,psoriatic arthritis; ankylosing spondylitis,"<psoriatic arthritis>; <spondylitis, ankylosing>",yes,psoriatic arthritis; ankylosing spondylitis,"<psoriatic arthritis>; <spondylitis, ankylosing>",ucb australia pty ltd,ucb,154726,certolizumab,yes,no,solution,pm-2013-00286-2-3,,TGA
subcutaneous,,,authorised,australia,approved,22.12.2009,2009,diseases of the musculoskeletal system and connective tissue,auspar-certolizumab-pegol-091222.pdf,biologics,cimzia,treatment of moderate to severe active rheumatoid arthritis in adult patients.,<rheumatoid arthritis>,no,treatment of adult patients with moderate to severely active rheumatoid arthritis who are either intolerant of methotrexate or failed to adequately respond to conventional disease-modifying antirheumatic drugs.,<rheumatoid arthritis>,ucb australia pty ltd,ucb,,certolizumab pegol,no,no,solution,pm-2008-2508-1-3,na,TGA
subcutaneous,,,authorised,australia,approved,07.11.2016,2016,diseases of the musculoskeletal system and connective tissue,auspar-certolizumab-pegol-170721.pdf,biologics,cimzia,"treatment of severe, active and progressive rheumatoid arthritis in adults not previously treated with methotrexate or other dmards.",<rheumatoid arthritis>,yes,"treatment of severe, active and progressive rheumatoid arthritis in adults not previously treated with methotrexate or other dmards.",<rheumatoid arthritis>,ucb australia pty ltd,ucb,154726,certolizumab pegol,yes,no,solution,pm-2015-01158-1-3,,TGA
subcutaneous,03.04.2018,2018.0,authorised,australia,approved,29.05.2019,2019,diseases of the skin,auspar-certolizumab-pegol-190731.pdf,biologics,cimzia,treatment of adult patients with moderate to severe chronic plaque psoriasis who are candidates for systemic therapy or phototherapy.,<psoriasis>,yes,treatment of adult patients with moderate to severe plaque psoriasis who are candidates for systemic therapy or phototherapy.,<psoriasis>,ucb australia pty. ltd.,ucb,"154728, 281317",certolizumab pegol,yes,no,solution,pm-2017-04943-1-1,,TGA
subcutaneous,,,authorised,australia,approved,29.01.2015,2015,diseases of the musculoskeletal system and connective tissue,auspar-certolizumab-pegol-rbe-151102.pdf,biologics,cimzia,"cimzia has been shown to reduce the rate of progression of joint damage as measured by x-ray, when given in combination with mtx.",not reported,yes,"cimzia has been shown to reduce the rate of progression of joint damage as measured by x-ray, when given in combination with mtx.",not reported,ucb australia pty ltd,ucb,154726,certolizumab pegol,yes,no,solution,pm-2013-04590-1-3,,TGA
subcutaneous,31.12.2018,2018.0,authorised,australia,approved,13.11.2019,2019,diseases of the musculoskeletal system and connective tissue,auspar-certolizumab-pegol-rbe-200213.pdf,biologics,cimzia,non-radiographic axial spondyloarthritis,<axial spondyloarthritis>,yes,the treatment of adult patients with active non-radiographic axial spondyloarthritis (nr-axspa) with objective signs of inflammation,"<arthritis, spondylarthritis>",ucb australia pty ltd,ucb,"154726, 281317",certolizumab pegol,yes,no,solution,pm-2018-04256-1-3,,TGA
intramuscular,30.11.2020,2020.0,authorised,ema,approved,21.12.2020,2020,infectious and parasitic diseases,comirnaty-epar-public-assessment-report_en.pdf,vaccine,comirnaty,"active immunisation to prevent covid-19 disease caused by sars-cov-2 virus, in individuals 16 years of age and older.",<covid-19>,no,"active immunisation to prevent covid-19 disease caused by sars-cov-2 virus, in individuals 16 years of age and older.",<covid-19>,biontech manufacturing gmbh,biontech,ema/707383/2020,covid-19 mrna vaccine (nucleoside-modified),no,no,concentrate,emea/h/c/005735/0000,na,EMA
intramuscular,18.12.2020,2020.0,authorised,japan,approved,12.02.2021,2021,infectious and parasitic diseases,000243206.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,no,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,pfizer japan inc.,pfizer,,coronavirus modified uridine rna vaccine,no,no,injection,,na,PMDA
intramuscular,28.09.2021,2021.0,authorised,japan,approved,10.11.2021,2021,infectious and parasitic diseases,000245968.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,pfizer japan inc.,pfizer,,coronavirus modified uridine rna vaccine,yes,no,injection,,,PMDA
intramuscular,10.11.2021,2021.0,authorised,japan,approved,20.01.2022,2022,infectious and parasitic diseases,000245994.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,yes,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,pfizer japan inc.,pfizer,,coronavirus modified uridine rna vaccine,yes,no,injection,,,PMDA
intramuscular,08.08.2022,2022.0,authorised,japan,approved,07.09.2022,2022,infectious and parasitic diseases,000249126.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,pfizer japan inc.,pfizer,,coronavirus modified uridine rna vaccine,yes,no,injection,,,PMDA
intramuscular,22.06.2022,2022.0,authorised,japan,approved,17.08.2022,2022,infectious and parasitic diseases,000249127.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2 infections>,no,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,pfizer japan inc.,pfizer,,coronavirus modified uridine rna vaccine,yes,no,injection,,,PMDA
intramuscular,14.07.2022,2022.0,authorised,japan,approved,05.10.2022,2022,infectious and parasitic diseases,000249724.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),<coronavirus infections>,yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,pfizer japan inc.,pfizer,,coronavirus modified uridine rna vaccine,yes,no,injection,,,PMDA
intramuscular,13.10.2022,2022.0,authorised,japan,approved,07.02.2023,2023,infectious and parasitic diseases,000253046.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,pfizer japan inc.,pfizer,,coronavirus modified uridine rna vaccine,yes,no,injection,,,PMDA
intramuscular,11.04.2023,2023.0,authorised,japan,approved,25.07.2023,2023,infectious and parasitic diseases,000266328.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2 infection>,yes,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2>,pfizer japan inc.,pfizer,,coronavirus (sars-cov-2) rna vaccine,yes,no,injection,,,PMDA
intramuscular,16.10.2020,2020.0,authorised (under additional monitoring),swissmedic,approved,19.12.2020,2020,infectious and parasitic diseases,20210430_swisspar_comirnaty.pdf,vaccine,comirnaty,"comirnaty is indicated for active immunisation to prevent covid-19 caused by sars-cov-2 virus, in individuals 16 years of age and older.",<covid-19>,no,"active immunisation to prevent covid-19 disease caused by sars-cov-2 virus, in individuals 16 years of age and older.",<covid-19>,"pfizer ag, zurich",pfizer,68225,tozinameranum,yes,no,concentrate,,na,Swissmedic
intramuscular,02.11.2020,2020.0,authorised (under additional monitoring),australia,approved,24.01.2021,2021,infectious and parasitic diseases; diseases of the respiratory system,auspar-bnt162b2-mrna-210125.pdf,vaccine,comirnaty,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 16 years of age and older.",<coronavirus infections>,no,active immunisation against covid-19 disease caused by sars-cov-2 virus in individuals aged 16 years and over.,<covid-19>,pfizer australia pty ltd,pfizer,346290,bnt162b2,yes,no,suspension,pm-2020-05461-1-2,,TGA
intramuscular,08.06.2021,2021.0,authorised,australia,approved,22.07.2021,2021,infectious and parasitic diseases; diseases of the respiratory system,auspar-bnt162b2-mrna-210722.pdf,vaccine,comirnaty,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 12 years of age and older.",<coronavirus infections>,yes,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 12 years of age and older.",<coronavirus disease 2019>,pfizer australia pty ltd,pfizer,346290,bnt162b2,yes,no,suspension,pm-2021-02187-1-2,,TGA
intramuscular,15.10.2021,2021.0,authorised (under additional monitoring),australia,approved,26.10.2021,2021,infectious and parasitic diseases,auspar-bnt162b2-mrna-211029.pdf,vaccine,comirnaty,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 12 years of age and older.",<coronavirus infections>,yes,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 12 years of age and older.",<coronavirus disease 2019>,pfizer australia pty ltd,pfizer,346290,bnt162b2,yes,no,suspension,pm-2021-04582-1-2,,TGA
intramuscular,06.07.2022,2022.0,authorised,australia,approved,20.09.2022,2022,infectious and parasitic diseases,auspar-comirnaty-20221010.pdf,vaccine,comirnaty,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 5 years of age and older.",<coronavirus infections>,yes,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 5 years of age and older.",<coronavirus disease 2019>,pfizer australia pty ltd,pfizer,377111,tozinameran,no,no,suspension,pm-2022-02476-1-2,na,TGA
intramuscular,09.01.2023,2023.0,authorised,australia,approved,23.08.2023,2023,infectious and parasitic diseases; diseases of the respiratory system,auspar-comirnaty-230911.pdf,vaccine,comirnaty,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 12 years of age and older.",<coronavirus infections>,no,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 12 years of age and older.",<coronavirus disease 2019>,pfizer australia pty ltd,pfizer,346290 and 377110,tozinameran,yes,no,suspension,,,TGA
intramuscular,15.10.2021,2021.0,authorised (under additional monitoring),australia,approved,27.01.2022,2022,infectious and parasitic diseases,auspar-tozinameran-220128.pdf,vaccine,comirnaty,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 12 years of age and older.",<coronavirus infections>,yes,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 12 years of age and older.",<coronavirus disease 2019>,pfizer australia pty ltd,pfizer,377110,tozinameran,yes,no,suspension,pm-2021-04582-1-2,,TGA
intramuscular,04.03.2022,2022.0,authorised (under additional monitoring),australia,approved,07.04.2022,2022,infectious and parasitic diseases,auspar-tozinameran-220408.pdf,vaccine,comirnaty,"active immunisation to prevent covid-19 caused by sars-cov-2, in individuals 12 years of age and older.",<covid-19>,yes,"active immunisation to prevent covid-19 caused by sars-cov-2, in individuals 12 years of age and older.",<covid-19>,pfizer australia pty ltd,pfizer,"346290, 377110",tozinameran,yes,no,suspension,pm-2022-00483-1-2,,TGA
intramuscular,01.11.2021,2021.0,authorised (under additional monitoring),australia,approved,03.12.2021,2021,infectious and parasitic diseases,auspar-tozinameran-mrna-covid-19-vaccine-211207.pdf,vaccine,comirnaty,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 5 years of age and older.",<coronavirus infections>,yes,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 5 years of age and older.",<coronavirus disease 2019>,pfizer australia pty ltd,pfizer,377110; 377111,tozinameran,yes,no,concentrate,pm-2021-05012-1-2,,TGA
intravenous,22.05.2020,2020.0,authorised,ema,approved,10.12.2020,2020,neoplasms,enhertu-epar-public-assessment-report_en.pdf,other,enhertu,enhertu as monotherapy is indicated for the treatment of adult patients with unresectable or metastatic her2 positive breast cancer who have received two or more prior anti her2 based regimens.,<breast neoplasms>,no,enhertu as monotherapy is indicated for the treatment of adult patients with unresectable or metastatic her2 positive breast cancer who have received two or more prior anti her2 based regimens.,<breast neoplasms>,daiichi sankyo europe gmbh,daiichi sankyo,ema/2446/2021,trastuzumab deruxtecan,no,no,powder,emea/h/c/005124/0000,na,EMA
