Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_year_human,Application_year_llm,Application_year_verdict_human,Current_status_human,Current_status_llm,Current_status_verdict_human,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_human,Decision_llm,Decision_verdict_human,Decision_year_human,Decision_year_llm,Decision_year_verdict_human,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Document_name_human,Document_name_llm,Document_name_verdict_human,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_name_human,Drug_name_llm,Drug_name_verdict_human,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_extended_human,Indication_extended_llm,Indication_extended_verdict_human,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Marketing_authorisation_holder_human,Marketing_authorisation_holder_llm,Marketing_authorisation_holder_verdict_human,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Nonclinical_abridged_human,Nonclinical_abridged_llm,Nonclinical_abridged_verdict_human,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Referral_body_human,Referral_body_llm,Referral_body_verdict_human
subcutaneous,subcutaneous,match,30.11.2021,30.11.2021,match,2021,2021,match,authorised,authorised,match,02.11.2022,02.11.2022,match,approved,approved,match,2022.0,2022,match,"""endocrine, nutritional, and metabolic diseases""","endocrine, nutritional, and metabolic diseases",match,swisspar_mounjaro_final.pdf,swisspar_mounjaro_final.pdf,match,peptides and proteins,peptides and proteins,match,mounjaro,mounjaro,match,mounjaro is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct  to diet and exercise as monotherapy when metformin is contraindicated or not tolerated; in combination with other drugs that lower blood glucose.,mounjaro is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise - as monotherapy when metformin is contraindicated or not tolerated; - in combination with other drugs that lower blood glucose.,match,no,no,match,mounjaro is used to treat adults with type 2 diabetes mellitus in addition to diet and exercise.,mounjaro is used to treat adults with type 2 diabetes mellitus in addition to diet and exercise.,match,eli lilly (suisse) sa,eli lilly (suisse) sa,match,68726,68726,match,tirzepatide,tirzepatide,match,no,no,match,no,no,match,solution for injection in pre-filled pen,solution for injection in a prefilled pen,match,,na,match
intravenous,intravenous,match,03.12.2014,03.12.2014,match,2014,2014,match,withdrawn,withdrawn,match,23.07.2015,23.07.2015,match,approved,approved,match,2015.0,2015,match,"neoplasms, diseases of the respiratory system",neoplasms; diseases of the respiratory system,match,pemetrexed-lilly-epar-public-assessment-report_en.pdf,pemetrexed-lilly-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,pemetrexed lilly,pemetrexed lilly,match,same,malignant pleural mesothelioma; non-small cell lung cancer,match,no,no,match,malignant pleural mesothelioma: pemetrexed lilly in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma. non-small cell lung cancer: pemetrexed lilly in combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology. pemetrexed lilly is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy. pemetrexed lilly is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.,malignant pleural mesothelioma; non-small cell lung cancer,match,eli lilly netherlands,eli lilly nederland b.v.,match,ema/chmp/448343/2015,ema/448343/2015,no_match,pemetrexed,pemetrexed,match,yes,yes,match,no,no,match,powder for concentrate for solution for infusion,powder for concentrate for solution for infusion,match,ema,not reported,
oral,oral,match,03.05.2012,03.05.2012,match,2012,2012,match,authorised,authorised,match,27.06.2013,27.06.2013,match,approved,approved,match,2013.0,2013,match,"neoplasms, diseases of the digestive system",neoplasms; diseases of the digestive system,match,stivarga-epar-public-assessment-report_en.pdf,stivarga-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,stivarga,stivarga,match,"stivarga is indicated as monotherapy for the treatment of adult patients with metastatic colorectal cancer (crc) who have been previously treated with, or are not considered candidates for, available therapies. these include fluoropyrimidine-based chemotherapy, an anti-vegf therapy and an anti-egfr therapy. unresectable or metastatic gastrointestinal stromal tumours (gist) who progressed on or are intolerant to prior treatment with imatinib and sunitinib. hepatocellular carcinoma (hcc) who have been previously treated with sorafenib.","treatment of adult patients with metastatic colorectal cancer (crc) who have been previously treated with, or are not considered candidates for, available therapies",partial_0.3,no,no,match,"stivarga is indicated for the treatment of adult patients with metastatic colorectal cancer (crc) who have been previously treated with, or are not considered candidates for, available therapies. these include fluoropyrimidine-based chemotherapy, an anti-vegf therapy, and, in case of kras wild type crc, an anti-egfr therapy.","treatment of adult patients with metastatic colorectal cancer (crc) who have been previously treated with, or are not considered candidates for, available therapies",match,bayer pharma ag,bayer pharma ag,match,ema/chmp/403683/2013,ema/403683/2013,partial_0.8,regorafenib,regorafenib,match,no,no,match,no,no,match,film-coated tablets,film-coated tablets,match,,na,
oral,oral,match,20.10.2014,20.10.2014,match,2014,2014,match,authorised,authorised,match,10.07.2015,10.07.2015,match,approved,approved,match,2015.0,2015,match,"diseases of the blood and blood-forming organs, diseases of the genitourinary system",diseases of the circulatory system,no_match,000217011.pdf,000217011.pdf,match,small molecule,small molecule,match,"artist tablets 2.5 mg, artist tablets 10 mg, artist tablets 20 mg",artist,match,"patients with the following conditions who are receiving basic treatment with angiotensin-converting enzyme inhibitors, diuretics, digitalis preparations, etc. chronic heart failure caused by ischemic heart disease or dilated cardiomyopathy tachycardiac atrial fibrillation, essential hypertension (mild to moderate) renal parenchymal hypertension, angina pectoris, patients with the following conditions who are receiving basic treatment with angiotensin-converting, enzyme inhibitors, diuretics, digitalis preparations, etc. chronic heart failure caused by ischemic heart disease or dilated cardiomyopathy, tachycardiac atrial fibrillation, essential hypertension (mild to moderate), renal parenchymal hypertension, angina pectoris, tachycardiac atrial fibrillation",tachycardiac atrial fibrillation,partial_0.2,yes,yes,match,"Patients with the following conditions who are receiving basic treatment with angiotensin-converting enzyme inhibitors, diuretics, digitalis preparations, etc. Chronic heart failure caused by ischemic heart disease or dilated cardiomyopathy Tachycardiac atrial fibrillation, Essential hypertension (mild to moderate) Renal parenchymal hypertension, Angina pectoris, Patients with the following conditions who are receiving basic treatment with angiotensin-converting, enzyme inhibitors, diuretics, digitalis preparations, etc. Chronic heart failure caused by ischemic heart disease or dilated cardiomyopathy, Tachycardiac atrial fibrillation, Essential hypertension (mild to moderate), Renal parenchymal hypertension, Angina pectoris, Tachycardiac atrial fibrillation",tachycardiac atrial fibrillation,partial_0.2,"daiichi sankyo company, limited","daiichi sankyo company, limited",match,217011,not reported,,carvedilol,carvedilol,match,yes,yes,match,no,no,match,tablet,tablet,match,japan,not reported,
oral,oral,match,16.12.2010,16.12.2010,match,2010,2010,match,authorised,authorised,match,18.09.2012,18.09.2012,match,approved,approved,match,2012.0,2012,match,"""endocrine, nutritional, and metabolic diseases"", diseases of the circulatory system, diseases of the genitourinary system","endocrine, nutritional, and metabolic diseases",partial_0.3,forxiga-epar-public-assessment-report_en.pdf,forxiga-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,forxiga,forxiga,match,"type 2 diabetes mellitus, heart failure, chronic kidney disease",monotherapy and combination therapy for type 2 diabetes mellitus to improve glycaemic control,partial_0.3,no,no,match,diabetes mellitus type 2,monotherapy and combination therapy for type 2 diabetes mellitus to improve glycaemic control,match,bristol-myers squibb/astrazeneca eeig,bristol-myers squibb/astrazeneca eeig,match,ema/689976/2012,ema/689976/2012,match,dapagliflozin,dapagliflozin,match,no,no,match,no,no,match,film-coated tablets,film-coated tablets,match,,na,
oral,oral,match,14.10.2014,14.10.2014,match,2014,2014,match,authorised,authorised,match,28.05.2015,28.05.2015,match,approved,approved,match,2015.0,2015,match,diseases of the respiratory system,diseases of the respiratory system,match,000214531.pdf,000214531.pdf,match,small molecule,small molecule,match,"ofev capsules 100 mg, ofev capsules 150 mg",ofev,match,idiopathic pulmonary fibrosis,idiopathic pulmonary fibrosis,match,no,no,match,Treatment of idiopathic pulmonary fibrosis and slowing of disease progression,treatment of idiopathic pulmonary fibrosis and slowing of disease progression,match,"nippon boehringer ingelheim co., ltd.","nippon boehringer ingelheim co., ltd.",match,214531,not reported,,nintedanib ethanesulfonate,nintedanib,match,no,no,match,yes,yes,match,hard capsules,capsules,match,,na,
"subcutaneous, intravenous",intravenous; subcutaneous,match,26.07.2022,26.07.2022,match,2022,2022,match,authorised (under additional monitoring),authorised,match,12.10.2023,12.10.2023,match,approved,approved,match,2023.0,2023,match,"""endocrine, nutritional, and metabolic diseases"", congenital malformations and chomosomal abnormalities","endocrine, nutritional, and metabolic diseases; diseases of the nervous system",partial_0.5,loargys-epar-public-assessment-report_en.pdf,loargys-epar-public-assessment-report_en.pdf,match,peptides and proteins,peptides and proteins,match,loargys,loargys,match,same,"treatment of arginase 1 deficiency (arg1-d), also known as hyperargininaemia, in adults, adolescents and children aged 2 years and older",match,no,no,match,"loargys is indicated for the treatment of arginase 1 deficiency (arg1-d), also known as hyperargininemia, in adults, adolescents and children aged 2 years and older","treatment of arginase 1 deficiency (arg1-d), also known as hyperargininaemia, in adults, adolescents and children aged 2 years and older",match,immedica pharma ab,immedica pharma ab,match,ema/485896/2023,ema/485896/2023,match,pegzilarginase,pegzilarginase,match,no,no,match,yes,yes,match,"solution for injection, solution for infusion",solution for injection,match,,na,
intravenous,intravenous,match,16.06.2023,16.06.2023,match,2023,2023,match,authorised (under additional monitoring),authorised (under additional monitoring),match,02.09.2024,02.09.2024,match,approved,approved,match,2024.0,2024,match,"diseases of the blood and blood-forming organs, congenital malformations and chomosomal abnormalities",diseases of the blood and blood-forming organs,partial_0.5,swisspar_altuvoct.pdf,swisspar_altuvoct.pdf,match,biologics,biologics,match,altuvoct,altuvoct,match,same,altuvoct is indicated for the treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency). altuvoct can be used for all age groups.,match,no,no,match,treatment and prophylaxis of bleeding in patients in all age groups with haemophilia a,altuvoct is indicated for the treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency). altuvoct can be used for all age groups.,match,swedish orphan biovitrum ag,swedish orphan biovitrum ag,match,69436,69436,match,efanesoctocog alfa,efanesoctocog alfa,match,yes,yes,match,yes,yes,match,"solvent for solution for injection, powder for solution for injection",powder and solvent for solution for injection,match,fda,fda,match
oral,oral,match,30.07.2015,30.07.2015,match,2015,2015,match,authorised,authorised,match,26.05.2016,15.09.2016,no_match,approved,conditional marketing authorisation,partial_0.5,2016.0,2016,match,"neoplasms, diseases of the blood and blood-forming organs",neoplasms; diseases of the blood and blood-forming organs,match,ninlaro-epar-public-assessment-report_en.pdf,ninlaro-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,ninlaro,ninlaro,match,same,"treatment of adult patients with multiple myeloma who have experienced at least one relapse with iss stage iii disease or elevated-risk cytogenetics [del(17), t(4;14), t(14;16), or 1q21+]; or experienced at least 2 relapses",match,no,no,match,ninlaro in combination with lenalidomide and dexamethasone is indicated for the treatment of adult patients with multiple myeloma who have received at least one prior therapy.,treatment for patients with multiple myeloma who have received at least one prior therapy,match,takeda pharma a/s,takeda pharma a/s,match,ema/chmp/594718/2016,ema/654545/2016,no_match,ixazomib,ixazomib,match,no,no,match,yes,yes,match,hard capsules,hard capsule,match,,na,
intravenous,intravenous,match,not reported,not reported,match,not reported,1998,no_match,withdrawn,withdrawn,match,not reported,not reported,match,approved,withdrawn,no_match,not reported,not reported,match,"other, diseases of the nervous system, diseases of the digestive system",neoplasms; diseases of the liver,no_match,optimark-epar-scientific-discussion_en.pdf,optimark-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,optimark,optimark,match,optimark is indicated for use with magnetic resonance imaging (mri) of the central nervous system (cns) and liver. it provides contrast enhancement and facilitates visualization and helps with the characterization of focal lesions and abnormal structures in the cns and liver in adult patients and in children of two years and older with known or highly suspected pathology.,na,no_match,no,no,match,not reported,diagnosis of focal lesions and abnormal structures in the cns and liver in patients with known or highly suspected pathology,no_match,not reported,not reported,match,not reported,not reported,match,gadoversetamide,gadoversetamide,match,no,no,match,no,no,match,"solution for injection in pre-filled syringe, solution for injection in a vial",solution for injection,match,,na,
