Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Administration_route_verdict_llm,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_date_verdict_llm,Current_status_human,Current_status_llm,Current_status_verdict_human,Current_status_verdict_llm,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_date_verdict_llm,Decision_human,Decision_llm,Decision_verdict_human,Decision_verdict_llm,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Disease_class(es)_verdict_llm,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_class_verdict_llm,Drug_human,Drug_llm,Drug_verdict_human,Drug_verdict_llm,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_approved_verdict_llm,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Indication_requested_verdict_llm,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Marketing_authorisation_number_verdict_llm,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Non_proprietary_name_verdict_llm,Nonclinical_pharmacokinetics_model_human,Nonclinical_pharmacokinetics_model_llm,Nonclinical_pharmacokinetics_model_verdict_human,Nonclinical_pharmacokinetics_model_verdict_llm,Nonclinical_pharmacokinetics_species_human,Nonclinical_pharmacokinetics_species_llm,Nonclinical_pharmacokinetics_species_verdict_human,Nonclinical_pharmacokinetics_species_verdict_llm,Nonclinical_pharmacokinetics_strain_human,Nonclinical_pharmacokinetics_strain_llm,Nonclinical_pharmacokinetics_strain_verdict_human,Nonclinical_pharmacokinetics_strain_verdict_llm,Nonclinical_pharmacology_model_human,Nonclinical_pharmacology_model_llm,Nonclinical_pharmacology_model_verdict_human,Nonclinical_pharmacology_model_verdict_llm,Nonclinical_pharmacology_species_human,Nonclinical_pharmacology_species_llm,Nonclinical_pharmacology_species_verdict_human,Nonclinical_pharmacology_species_verdict_llm,Nonclinical_pharmacology_strain_human,Nonclinical_pharmacology_strain_llm,Nonclinical_pharmacology_strain_verdict_human,Nonclinical_pharmacology_strain_verdict_llm,Nonclinical_toxicology_model_human,Nonclinical_toxicology_model_llm,Nonclinical_toxicology_model_verdict_human,Nonclinical_toxicology_model_verdict_llm,Nonclinical_toxicology_species_human,Nonclinical_toxicology_species_llm,Nonclinical_toxicology_species_verdict_human,Nonclinical_toxicology_species_verdict_llm,Nonclinical_toxicology_strain_human,Nonclinical_toxicology_strain_llm,Nonclinical_toxicology_strain_verdict_human,Nonclinical_toxicology_strain_verdict_llm,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Orphan_drug_status_verdict_llm,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Pharmaceutical_form_verdict_llm
oral,oral,True,True,20.06.2022,20.06.2022,True,True,authorised,authorised,True,True,15.09.2022,15.09.2022,True,True,approved,approved,True,True,mental and behavioural disorders,mental and behavioural disorders,True,True,small molecule,small molecule,True,True,melatonin neurim,melatonin neurim,True,True,same,monotherapy for the short-term treatment of primary insomnia characterised by poor quality of sleep in patients who are aged 55 or over,False,True,melatonin neurim is indicated as monotherapy for the short-term treatment of primary insomnia characterised by poor quality of sleep in patients who are aged 55 or over.,short-term treatment of primary insomnia characterised by poor quality of sleep in patients aged 55 or over,False,Partial,ema/847216/2022,ema/847216/2022,True,True,melatonin,melatonin,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,no,no,True,True,prolonged-release tablets,prolonged-release tablets,True,True
intravitreal injection,intravitreal,False,Partial,not reported,,False,True,withdrawn,withdrawn,True,True,20.05.2016,15.09.2016,False,False,withdrawn,withdrawn,True,True,diseases of the eye and adnexa,diseases of the eye and adnexa,True,True,small molecule,biologics,False,False,opsiria,opsiria,True,True,,not applicable,False,True,"treatment of non-infectious uveitis (inflammation of the uvea, the middle layer of the eye) in adults. the inflammation may cause discomfort, pain, blurring of vision, and may lead to partial or complete blindness.",chronic non-infectious uveitis affecting the posterior segment of the eye,False,False,ema/433651/2016,ema/433651/2016,True,True,sirolimus,sirolimus,True,True,not reported,not reported,True,True,"rabbits, monkeys, rats","rabbit, monkey",False,Partial,not reported,not reported,True,True,"rat experimental autoimmune uveitis (eau) model, rabbit model of endotoxin-induced uveitis",not reported,False,False,"rats, rabbits","rat, rabbit, monkey",False,Partial,not reported,not reported,True,True,not reported,not reported,True,True,"rats, rabbits, monkeys","rat, rabbit, monkey",False,True,not reported,not reported,True,True,no,yes,False,False,solution for injection,sterile solution for intravitreal injection,False,Partial
intravenous infusion,intravenous,False,Partial,02.09.2015,02.09.2015,True,True,authorised,authorised,True,True,15.09.2016,15.09.2016,True,True,approved,approved,True,True,"""endocrine, nutritional, and metabolic diseases"", diseases of the genitourinary system","endocrine, nutritional, and metabolic diseases",False,Partial,other,peptides and proteins,False,False,parsabiv,parsabiv,True,True,parsabiv is indicated for the treatment of secondary hyperparathyroidism (shpt) in adult patients with chronic kidney disease (ckd) on haemodialysis therapy.,treatment of secondary hyperparathyroidism in adult patients with chronic kidney disease on haemodialysis therapy,False,True,"parsabiv is indicated for the treatment of secondary hyperparathyroidism (shpt) in adult patients with chronic kidney disease (ckd) on haemodialysis therapy. parsabiv may be used as part of a therapeutic regimen including phosphate binders and/or vitamin d sterols, as appropriate.",treatment of secondary hyperparathyroidism in adult patients with chronic kidney disease on haemodialysis therapy,False,Partial,ema/664198/2016,ema/664198/2016,True,True,etelcalcetide,etelcalcetide,True,True,not reported,not reported,True,True,"rats, dogs, rabbits","rat, dog",False,Partial,long evans rats,"sprague dawley rat, beagle dog",False,False,"rat model of acute renal insufficiency, 5/6 nephrectomy rats, uremic rat","1k1c rat, 5/6 nephrectomy rat",False,Partial,"dogs, rats","dog, rat",False,True,not reported,"sprague dawley rat, beagle dog",False,False,tg.rash2 mice,not reported,False,False,"rats, dogs, mice, rabbits","rat, dog",False,Partial,not reported,"sprague dawley rat, beagle dog",False,False,no,no,True,True,solution for injection,solution for injection,True,True
subcutaneous injection,subcutaneous,False,Partial,11.09.2020,11.09.2020,True,True,authorised (under additional monitoring),authorised,False,Partial,16.09.2021,16.09.2021,True,True,approved,approved,True,True,"diseases of the eye and adnexa, diseases of the musculoskeletal system and connective tissue, diseases of the skin, diseases of the digestive system",diseases of the immune system,False,False,biologics,biologics,True,True,hukyndra,hukyndra,True,True,"polyarticular juvenile idiopathic arthritis, enthesitis-related arthritis, paediatric plaque psoriasis, paediatric crohn's disease, paediatric uveitis","rheumatoid arthritis, juvenile idiopathic arthritis, enthesitis-related arthritis, axial spondyloarthritis, psoriatic arthritis, psoriasis, hidradenitis suppurativa, crohn’s disease, ulcerative colitis, uveitis",False,Partial,"rheumatoid arthritis, juvenile idiopathic arthritis, axial spondyloarthritis, psoriatic arthritis, psoriasis, paediatric plaque psoriasis, hidradenitis suppurativa (hs), crohn’s disease, paediatric crohn's disease, ulcerative colitis, paediatric ulcerative colitis, uveitis, paediatric uveitis","rheumatoid arthritis, juvenile idiopathic arthritis, enthesitis-related arthritis, axial spondyloarthritis, psoriatic arthritis, psoriasis, hidradenitis suppurativa, crohn’s disease, ulcerative colitis, uveitis",False,Partial,ema/555939/2021,ema/555939/2021,True,True,adalimumab,adalimumab,True,True,not reported,not reported,True,True,monkeys,monkey,False,Partial,cynomolgus monkeys,cynomolgus monkey,False,True,,not reported,False,True,,monkey,False,False,,cynomolgus monkey,False,False,not reported,not reported,True,True,monkeys,not reported,False,False,cynomolgus monkeys,not reported,False,False,no,no,True,True,solution for injection in pre-filled syringe,solution for injection,False,Partial
subcutaneous injection,subcutaneous use,False,Partial,06.03.2018,06.03.2018,True,True,authorised,authorised,True,True,28.02.2019,28.02.2019,True,True,approved,approved,True,True,"congenital malformations and chomosomal abnormalities, ""endocrine, nutritional, and metabolic diseases""","endocrine, nutritional, and metabolic diseases",False,Partial,peptides and proteins,biologics,False,False,palynziq,palynziq,True,True,same,treatment of patients with phenylketonuria (pku) aged 16 years and older who have inadequate blood phenylalanine control despite prior management with available treatment options.,False,True,palynziq is indicated for the treatment of patients with phenylketonuria (pku) aged 16 years and older who have inadequate blood phenylalanine control (blood phenylalanine levels greater than 600 micromol/l) despite prior management with available treatment options.,treatment of adults with phenylketonuria (pku) who have inadequate blood phenylalanine control despite prior management with available treatment options.,False,Partial,ema/chmp/181920/2019,ema/chmp/181920/2019,True,True,pegvaliase,pegvaliase,True,True,btbrpahenu2 (enu2) mice,not reported,False,False,"rats, mice, monkeys","mouse, rat, monkey",False,Partial,"sprague dawley rats, cynomolgus monkeys",not reported,False,False,btbrpahenu2 (enu2) mice,not reported,False,False,"rats, mice, monkeys","mouse, rat, monkey",False,Partial,cynomolgus monkeys,enu2 mouse,False,False,not reported,not reported,True,True,"rats, monkeys, rabbits, mice","rat, monkey",False,Partial,cynomolgus monkeys,not reported,False,False,yes,yes,True,True,solution for injection in pre-filled syringe,solution for injection,False,Partial
intramuscular injection,intramuscular,False,Partial,05.01.2023,05.01.2023,True,True,authorised,authorised,True,True,25.01.2024,25.01.2024,True,True,approved,approved,True,True,mental and behavioural disorders,mental and behavioural disorders,True,True,small molecule,small molecule,True,True,niapelf,niapelf,True,True,same,maintenance treatment of schizophrenia in adult patients stabilised with paliperidone or risperidone,False,True,"niapelf is indicated for maintenance treatment of schizophrenia in adult patients stabilised with paliperidone or risperidone. in selected adult patients with schizophrenia and previous responsiveness to oral paliperidone or risperidone, niapelf may be used without prior stabilisation with oral treatment if psychotic symptoms are mild to moderate and a long-acting injectable treatment is needed.",maintenance treatment of schizophrenia in adult patients stabilised with paliperidone or risperidone,False,Partial,ema/100717/2024,ema/100717/2024,True,True,paliperidone,paliperidone,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,no,no,True,True,prolonged-release suspension for injection,prolonged release suspension for injection,False,True
intravenous infusion,intravenous,False,Partial,21.11.2017,21.11.2017,True,True,authorised (under additional monitoring),authorised,False,Partial,28.02.2019,28.02.2019,True,True,approved,approved,True,True,infectious and parasitic diseases,diseases of the respiratory system,False,False,small molecule,small molecule,True,True,dectova,dectova,True,True,"dectova is indicated for the treatment of complicated and potentially life-threatening influenza a or b virus infection in adult and paediatric patients (aged ≥6 months) when: the patient’s influenza virus is known or suspected to be resistant to anti-influenza medicinal products other than zanamivir, and/or other anti-viral medicinal products for treatment of influenza, including inhaled zanamivir, are not suitable for the individual patient. dectova should be used in accordance with official guidance.","treatment of complicated and potentially life-threatening influenza a or b virus infection in adult and paediatric patients (aged ≥6 months) when the patient’s influenza virus is known or suspected to be resistant to anti-influenza medicinal products other than zanamivir, and/or other anti-viral medicinal products for treatment of influenza, including inhaled zanamivir, are not suitable for the individual patient.",False,Partial,"dectova is indicated for the treatment of influenza a or b virus infection in hospitalised adult and paediatric patients (≥6 months): when circulating influenza virus is resistant to other approved anti-influenza medications, or resistance develops while on anti-influenza treatment, and/or who cannot take anti-influenza medications via other routes of administration",treatment of influenza a or b virus infection in hospitalised adult and paediatric patients (≥6 months),False,Partial,ema/chmp/851480/2018,ema/chmp/851480/2018,True,True,zanamivir,zanamivir,True,True,not reported,not reported,True,True,"rats, mice, dogs, rabbits, monkeys",not reported,False,False,not reported,not reported,True,True,mouse and ferret models of influenza,not reported,False,False,"mice, ferrets, chickens, monkeys, dogs, cats, rats","ferret, mouse, monkey",False,Partial,rhesus macaque monkeys,not reported,False,False,not reported,not reported,True,True,"mice, rats, dogs, rabbits",not reported,False,False,not reported,not reported,True,True,no,no,True,True,solution for infusion,solution for infusion,True,True
oral,oral,True,True,02.01.2022,02.01.2022,True,True,,na,False,False,05.01.2024,12.10.2023,False,False,refused,refused,True,True,diseases of the nervous system,diseases of the nervous system,True,True,small molecule,small molecule,True,True,albrioza,albrioza,True,True,,for the treatment of als,False,False,treatment of als,for the treatment of als,False,True,ema/chmp/487533/2023,ema/chmp/487533/2023,True,True,sodium phenylbutyrate / ursodoxicoltaurine,sodium phenylbutyrate / ursodoxicoltaurine,True,True,not reported,not reported,True,True,"rats, minipigs","rat, minipig",False,True,not reported,not reported,True,True,"transgenic sod1 g93a mice, model of familial als, alzheimer's disease model",not reported,False,False,"mice, minipigs, rats","rat, mouse",False,Partial,not reported,not reported,True,True,not reported,not reported,True,True,"rats, dogs, minipigs","rat, dog, minipig",False,True,not reported,not reported,True,True,yes,yes,True,True,powder for oral suspension,powder for oral suspension,True,True
oral,oral use,False,Partial,03.05.2012,03.05.2012,True,True,authorised,authorised,True,True,17.01.2013,17.01.2013,True,True,approved,approved,True,True,diseases of the circulatory system,"endocrine, nutritional, and metabolic diseases",False,False,small molecule,small molecule,True,True,actelsar hct,actelsar hct,True,True,adults whose blood pressure is not adequately controlled on telmisartan alone,treatment of essential hypertension.,False,False,"essential hypertension, adults whose blood pressure is not adequately controlled on telmisartan alone, adults whose blood pressure is not adequately controlled on actelsar hct 80 mg/12.5 mg (80 mg telmisartan/12.5 mg hydrochlorothiazide) or adults who have been previously stabilised on telmisartan and hydrochlorothiazide given separately",treatment of essential hypertension.,False,Partial,ema/163479/2013,ema/163479/2013,True,True,telmisartan / hydrochlorothiazide,telmisartan / hydrochlorothiazide,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,no,no,True,True,tablet,tablets,False,Partial
intravenous infusion,intravenous,False,Partial,26.04.2016,26.04.2016,True,True,authorised,authorised,True,True,20.06.2017,20.07.2017,False,False,approved,approved,True,True,"neoplasms, ""endocrine, nutritional, and metabolic diseases"", diseases of the digestive system",neoplasms,False,False,peptides and proteins,peptides and proteins,True,True,lutathera,lutathera,True,True,same,"treatment of unresectable or metastatic, progressive, well differentiated (g1 and g2), somatostatin receptor positive gastroenteropancreatic neuroendocrine tumours (gep nets) in adults.",False,True,"lutathera is indicated for the treatment of unresectable or metastatic, progressive, well-differentiated (g1 and g2), somatostatin receptor-positive gastroenteropancreatic neuroendocrine tumours (gep-nets) in adults.","treatment of unresectable or metastatic, somatostatin receptor positive gastro-enteropancreatic neuroendocrine tumours (gep-nets) including foregut, midgut and hindgut in adults.",False,Partial,ema/506460/2017,ema/506460/2017,True,True,lutetium (177lu) oxodotreotide,lutetium (177lu) oxodotreotide,True,True,ca20948 and ar42j tumour implanted lewis rats,not reported,False,False,rats,"rat, mouse, monkey",False,Partial,"sprague dawley rats, lewis rats",not reported,False,False,ca20948 tumour-bearing male lewis rats,not reported,False,False,"rats, dogs","mouse, monkey",False,False,"lewis rats, wistar rats, beagle dogs",not reported,False,False,not reported,not reported,True,True,"rats, dogs","rat, dog",False,True,"sprague dawley rats, beagle dogs",not reported,False,False,yes,yes,True,True,solution for infusion,solution for infusion,True,True
intravenous injection,intravenous infusion,False,False,01.03.2016,01.03.2016,True,True,authorised,authorised,True,True,08.01.2018,09.11.2017,False,False,approved,approved,True,True,"diseases of the blood and blood-forming organs, congenital malformations and chomosomal abnormalities",diseases of the blood and blood-forming organs,False,Partial,peptides and proteins,biologics,False,False,adynovi,adynovi,True,True,patients 12 years and above with haemophilia a (congenital factor viii deficiency),treatment and prophylaxis of bleeding in patients 12 years and above with haemophilia a (congenital factor viii deficiency),False,Partial,bleeding in patients with haemophilia a (congenital factor viii deficiency),treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency),False,Partial,ema/chmp/782768/2017,ema/chmp/782768/2017,True,True,rurioctocog alfa pegol,rurioctocog alfa pegol,True,True,"e17 fviii ko mice,  cd(sd) rats",not reported,False,False,"rats, mice, monkeys","rat, monkey",False,Partial,"cynomolgus monkeys, sprague dawley rats","sprague dawley rat, cynomolgus monkey",False,True,e17 fviii ko mice,not reported,False,False,"mice, monkeys, rabbits","rat, monkey",False,Partial,cynomolgus monkeys,"e17 fviii ko mouse, cynomolgus monkey",False,Partial,peg2ru20kcooh (toxicological relevant unbound 20kd peg model),not reported,False,False,"mice, rats, monkeys, rabbits","rat, monkey",False,Partial,cynomolgus monkeys,cynomolgus monkey,False,Partial,no,no,True,True,"solvent for solution for injection, powder for solution for injection",powder and solvent for solution for injection,False,Partial
subcutaneous injection,subcutaneous,False,Partial,03.06.2013,03.06.2013,True,True,authorised,authorised,True,True,26.06.2014,26.06.2014,True,True,approved,approved,True,True,"""endocrine, nutritional, and metabolic diseases""","endocrine, nutritional, and metabolic diseases",False,True,peptides and proteins,biologics,False,False,abasaglar (previously abasria),abasria,False,Partial,same,"treatment of diabetes mellitus in adults, adolescents and children aged 2 years and above.",False,True,adults and children over the age of two for the treatment of diabetes,"treatment of diabetes mellitus in adults, adolescents and children aged 2 years and above.",False,Partial,ema/chmp/340840/2014,ema/chmp/340840/2014,True,True,insulin glargine,insulin glargine,True,True,,not reported,False,True,,rat,False,False,,not reported,False,True,,not reported,False,True,,"rat, mouse",False,False,,not reported,False,True,not reported,not reported,True,True,,rat,False,False,not reported,not reported,True,True,no,no,True,True,solution for injection,solution for injection,True,True
intravenous infusion,intravenous,False,Partial,07.10.2020,07.10.2020,True,True,authorised,withdrawn,False,False,20.04.2022 (company withdrew application on this date),16.12.2021,False,False,withdrawn,withdrawn,True,True,diseases of the nervous system,mental and behavioural disorders,False,False,biologics,biologics,True,True,aduhelm,aduhelm,True,True,,na,False,False,adult patients with alzheimer’s disease at the mild cognitive impairment (mci) or mild dementia stage. presence of amyloid beta pathology should be confirmed as part of diagnosis,disease modifying treatment in adult patients with alzheimer’s disease at the mild cognitive impairment (mci) or mild dementia stage.,False,Partial,ema/chmp/557556/2022,ema/chmp/557556/2022,True,True,aducanumab,aducanumab,True,True,"aged tg2576 transgenic mouse model, wild-type mice",not reported,False,False,"mice, monkeys, rats","mouse, rat, monkey",False,Partial,"cynomolgus monkeys, sprague dawley rats",not reported,False,False,"tg2576 mice,",not reported,False,False,mice,mouse,False,False,not reported,tg2576 mouse,False,False,tg2576 mice,not reported,False,False,"mice, monkeys, rats","mouse, monkey",False,Partial,"cynomolgus monkeys, sprague dawley rats",tg2576 mouse,False,False,no,no,True,True,concentrate for solution for infusion,100 mg/ml concentrate for solution for infusion,False,Partial
oral,oral use,False,Partial,25.05.2012,25.05.2012,True,True,authorised,authorised,True,True,27.07.2013,27.06.2013,False,False,approved,approved,True,True,diseases of the digestive system,diseases of the digestive system,True,True,small molecule,small molecule,True,True,nexium control,nexium control,True,True,nexium control is indicated for the short-term treatment of reflux symptoms (e.g. heartburn and acid regurgitation) in adults.,short-term treatment of reflux symptoms (e.g. heartburn and acid regurgitation) in adults,False,True,short-term treatment of reflux symptoms (e.g. heartburn and acid regurgitation in adults),short-term treatment of reflux symptoms (e.g. heartburn and acid regurgitation) in adults,False,True,ema/498929/2013,ema/498929/2013,True,True,esomeprazole,esomeprazole,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,no,no,True,True,hard gastro-resistant capsules,gastro-resistant tablet,False,False
oral,oral,True,True,01.06.2011,01.06.2011,True,True,,withdrawn,False,False,18.10.2012,18.10.2012,True,True,refused,refused,True,True,"mental and behavioural disorders, diseases of the nervous system",mental and behavioural disorders,False,Partial,small molecule,small molecule,True,True,acrescent,acrescent,True,True,,,False,True,moderate to moderately severe alzheimer’s disease who are already on a stable daily dose of 20 mg memantine and 10 mg donepezil,treatment of patients with moderate to moderately severe alzheimer’s disease who are already on a stable daily dose of 20 mg memantine and 10 mg donepezil,False,Partial,ema/111381/2013,ema/111381/2013,True,True,memantine hydrochloride / donepezil hydrochloride,memantine hydrochloride / donepezil hydrochloride,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,not reported,not reported,True,True,rats,rat,False,True,not reported,not reported,True,True,not reported,not reported,True,True,rats,rat,False,True,not reported,not reported,True,True,no,no,True,True,tablet,film-coated tablets,False,False
ocular use,ocular,False,Partial,02.05.2022,02.05.2022,True,True,authorised,authorised,True,True,30.05.2024,25.07.2024,False,False,approved,approved,True,True,diseases of the eye and adnexa,infectious and parasitic diseases,False,False,small molecule,biologics,False,False,akantior,akantior,True,True,same,treatment of acanthamoeba keratitis,False,False,acanthamoeba keratitis in adults and children from 12 years of age,treatment of acanthamoeba keratitis,False,Partial,ema/286425/2024,ema/286425/2024,True,True,polihexanide,polihexanide,True,True,not reported,not reported,True,True,"rabbits, rats",not reported,False,False,not reported,not reported,True,True,rat model of acanthamoeba keratitis,not reported,False,False,rats,rat,False,True,not reported,not reported,True,True,not reported,not reported,True,True,rabbits,not reported,False,False,new zealand white rabbits,not reported,False,False,yes,yes,True,True,solution in single-dose container (eye drops),"eye drops, solution",False,Partial
intravenous infusion,intravenous infusion,True,True,03.12.2014,03.12.2014,True,True,withdrawn,authorised,False,False,23.07.2015,23.07.2015,True,True,approved,approved,True,True,"neoplasms, diseases of the respiratory system",neoplasms,False,Partial,small molecule,small molecule,True,True,pemetrexed lilly,pemetrexed lilly,True,True,same,"malignant pleural mesothelioma, non-small cell lung cancer",False,False,malignant pleural mesothelioma: pemetrexed lilly in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma. non-small cell lung cancer: pemetrexed lilly in combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology. pemetrexed lilly is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy. pemetrexed lilly is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.,"malignant pleural mesothelioma, non-small cell lung cancer",False,Partial,ema/chmp/448343/2015,ema/chmp/448343/2015,True,True,pemetrexed,pemetrexed,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,no,no,True,True,powder for concentrate for solution for infusion,powder for concentrate for solution for infusion,True,True
oral,oral use,False,Partial,13.12.2013,13.12.2013,True,True,authorised,authorised,True,True,26.03.2015,26.03.2015,True,True,approved,approved,True,True,"other, neoplasms, ""endocrine, nutritional, and metabolic diseases""",infectious and parasitic diseases,False,False,small molecule,small molecule,True,True,akynzeo,akynzeo,True,True,same,prevention of acute and delayed nausea and vomiting associated with highly emetogenic cisplatin-based cancer chemotherapy.,False,True,adults for the prevention of acute and delayed nausea and vomiting associated with highly emetogenic cisplatin-based cancer chemotherapy. prevention of acute and delayed nausea and vomiting associated with moderately emetogenic cancer chemotherapy.,prevention of acute and delayed nausea and vomiting associated with highly emetogenic cisplatin-based cancer chemotherapy.,False,Partial,ema/236963/2015,ema/236963/2015,True,True,netupitant / palonosetron,netupitant / palonosetron,True,True,not reported,not reported,True,True,"rats, dogs, monkeys",not reported,False,False,"cynomolgus monkeys, gerbil rats",not reported,False,False,acute-induced and delayed models of emesis,not reported,False,False,"ferrets, rats, mice, guinea pigs, rabbits",not reported,False,False,"gerbil rats, suncus murinuse, wistar rats",not reported,False,False,not reported,not reported,True,True,"mice, rats, dogs",not reported,False,False,"wistar rats, beagle dogs",not reported,False,False,no,no,True,True,tablet,"capsule, hard",False,False
nasal,intranasal,False,Partial,28.09.2012,28.09.2012,True,True,authorised,authorised,True,True,19.09.2013,19.09.2013,True,True,approved,approved,True,True,infectious and parasitic diseases,infectious and parasitic diseases,True,True,vaccine,vaccine,True,True,fluenz tetra,fluenz tetra,True,True,same,prophylaxis of influenza in individuals 24 months to less than 18 years of age.,False,True,fluenz tetra is a vaccine used to protect children from 2 to less than 18 years of age against influenza (flu).,prophylaxis of influenza in individuals 24 months to less than 18 years of age.,False,Partial,ema/586629/2013,ema/586629/2013,True,True,"influenza vaccine (live attenuated, nasal)","influenza vaccine (live attenuated, nasal)",True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,not reported,not reported,True,True,"ferrets, rats, mice","ferret, rat",False,Partial,not reported,not reported,True,True,not reported,not reported,True,True,"rats, ferrets, hamster, guinea pigs","ferret, rat",False,Partial,not reported,not reported,True,True,no,no,True,True,"""nasal spray, suspension""",nasal spray,False,Partial
subcutaneous injection,subcutaneous,False,Partial,27.04.2020,27.04.2020,True,True,authorised,authorised,True,True,22.04.2021,22.04.2021,True,True,approved,approved,True,True,diseases of the skin,diseases of the skin,True,True,biologics,biologics,True,True,adtralza,adtralza,True,True,moderate-to-severe atopic dermatitis in adult and adolescent patients 12 years and older who are candidates for systemic therapy,for the treatment of moderate-to-severe atopic dermatitis in adult patients who are candidates for systemic therapy,False,Partial,moderate-to-severe atopic dermatitis in adult patients who are candidates for systemic therapy,for the treatment of moderate-to-severe atopic dermatitis in adult patients who are candidates for systemic therapy,False,Partial,ema/266138/2021,ema/266138/2021,True,True,tralokinumab,tralokinumab,True,True,not reported,not reported,True,True,monkeys,monkey,False,Partial,cynomolgus monkeys,cynomolgus monkey,False,True,"models of type 2 immune responses mediated through signalling via il-13, air pouch inflammation model in mice, lung inflammation mouse model",not reported,False,False,"mice, monkeys","mouse, monkey",False,Partial,cynomolgus monkeys,cynomolgus monkey,False,True,not reported,not reported,True,True,"monkeys, rabbits",monkey,False,Partial,cynomolgus monkeys,cynomolgus monkey,False,True,no,no,True,True,suspension and emulsion for emulsion for injection,solution for injection,False,False
oral,oral use,False,Partial,13.09.2019,13.09.2019,True,True,authorised,authorised,True,True,15.10.2020,15.10.2020,True,True,approved,approved,True,True,"neoplasms, diseases of the blood and blood-forming organs",neoplasms,False,Partial,small molecule,small molecule,True,True,lenalidomide mylan,lenalidomide mylan,True,True,same,"multiple myeloma, follicular lymphoma",False,False,"multiple myeloma, myelodysplastic syndromes, mantle cell lymphoma, follicular lymphoma","multiple myeloma, follicular lymphoma",False,Partial,ema/chmp/583241/2020,ema/chmp/583241/2020,True,True,lenalidomide,lenalidomide,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,no,no,True,True,hard capsules,"capsule, hard",False,True
oral,oral,True,True,24.08.2012,24.08.2012,True,True,authorised,authorised,True,True,24.10.2013,24.10.2013,True,True,approved,approved,True,True,mental and behavioural disorders,mental and behavioural disorders,True,True,small molecule,small molecule,True,True,brintellix,brintellix,True,True,same,treatment of major depressive episodes in adults,False,True,brintellix is indicated for the treatment of major depressive episodes in adults.,treatment of major depressive episodes in adults,False,Partial,ema/699150/2013,ema/699150/2013,True,True,vortioxetine,vortioxetine,True,True,not reported,not reported,True,True,"mice, rats, dogs, rabbits, monkeys, guinea pigs","mouse, rat, dog",False,Partial,"cynomolgus monkeys, wistar rats, lister hooded rats",not reported,False,False,"mouse formalin model, rat chronic constriction nerve injury model,",not reported,False,False,"rats, mice, dogs, guinea pigs","mouse, rat, dog, rabbit",False,Partial,"cd-1 mice, wistar rats, beagle dogs",not reported,False,False,not reported,not reported,True,True,"rats, dogs, mice, rabbits","mouse, rat, dog, rabbit",False,Partial,not reported,not reported,True,True,no,no,True,True,film-coated tablets,"film-coated tablets, oral drops",False,Partial
