Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_year_human,Application_year_llm,Application_year_verdict_human,Current_status_human,Current_status_llm,Current_status_verdict_human,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_human,Decision_llm,Decision_verdict_human,Decision_year_human,Decision_year_llm,Decision_year_verdict_human,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Document_name_human,Document_name_llm,Document_name_verdict_human,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_name_human,Drug_name_llm,Drug_name_verdict_human,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_extended_human,Indication_extended_llm,Indication_extended_verdict_human,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Marketing_authorisation_holder_human,Marketing_authorisation_holder_llm,Marketing_authorisation_holder_verdict_human,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Nonclinical_abridged_human,Nonclinical_abridged_llm,Nonclinical_abridged_verdict_human,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Referral_body_human,Referral_body_llm,Referral_body_verdict_human
oral,oral,match,26.06.2012,26.06.2012,match,2012,2012,match,authorised,authorised,match,26.04.2013,26.04.2013,match,approved,approved,match,2013.0,2013,,diseases of the genitourinary system,"endocrine, nutritional, and metabolic diseases",,000153624.pdf,000153624.pdf,match,small molecule,small molecule,match,"topiloric tablets 20 mg, 40 mg, and 60 mg, uriadec tablets 20 mg, 40 mg, and 60 mg",topiloric,,"gout, hyperuricaemia","gout, hyperuricaemia",match,no,no,match,not reported,"gout, hyperuricaemia",,"fujiyakuhin co., ltd., sanwa kagaku kenkyusho co., ltd.","fujiyakuhin co., ltd.; sanwa kagaku kenkyusho co., ltd.",,153624,not reported,,topiroxostat,topiroxostat,match,no,no,match,no,no,match,tablet,tablet,match,,na,
intravenous,intravenous,match,15.01.2018,15.01.2018,match,2018,2018,match,authorised,authorised,match,03.08.2018,03.08.2018,match,approved,approved,match,2018.0,2018,,"neoplasms, diseases of the genitourinary system, diseases of the skin",neoplasms; diseases of the genitourinary system,,000233404.pdf,000233404.pdf,match,biologics,biologics,match,yervoy injection 50 mg (for intravenous use),yervoy,,"unresectable malignant melanoma, unresectable or metastatic renal cell carcinoma",unresectable malignant melanoma; unresectable or metastatic renal cell carcinoma,,yes,yes,match,not reported,unresectable malignant melanoma; unresectable or metastatic renal cell carcinoma,,bristol-meyers squibb k.k.,bristol-meyers squibb k.k.,match,233404,not reported,,ipilimumab (genetical recombination),ipilimumab,,yes,yes,match,no,no,match,solution for injection in a vial,injection,,japan,not reported,
intravenous,intravenous,match,"22.12.2017, 15.01.2018, 25.07.2018",22.12.2017,,2017,2017,match,authorised,authorised,match,03.08.2018,03.08.2018,match,approved,approved,match,2018.0,neoplasms, diseases of the blood and blood-forming organs, diseases of the digestive system, diseases of the genitourinary system,,"neoplasms, diseases of the blood and blood-forming organs, diseases of the digestive system, diseases of the genitourinary system",neoplasms; diseases of the respiratory system; diseases of the digestive system,,000233403.pdf,000233403.pdf,match,biologics,treatment of unresectable malignant melanoma, treatment of unresectable, advanced or recurrent non-small cell lung cancer, treatment of unresectable or metastatic renal cell carcinoma, treatment of relapsed or refractory classical hodgkin lymphoma, treatment of recurrent or distant metastatic head and neck cancer, treatment of unresectable, advanced or recurrent gastric cancer that has progressed after cancer chemotherapy, treatment of unresectable, advanced or recurrent malignant pleural mesothelioma that has progressed after cancer chemotherapy,match,"opdivo intravenous infusion 20 mg, opdivo intravenous infusion 100 mg, opdivo intravenous infusion 240 mg",opdivo,,"treatment of unresectable malignant melanoma, treatment of unresectable, advanced or recurrent non-small cell lung cancer, treatment of unresectable or metastatic renal cell carcinoma, treatment of relapsed or refractory classical hodgkin lymphoma, treatment of recurrent or distant metastatic head and neck cancer, treatment of unresectable, advanced or recurrent gastric cancer that has progressed after cancer chemotherapy, treatment of unresectable, advanced or recurrent malignant pleural mesothelioma that has progressed after cancer chemotherapy","treatment of unresectable malignant melanoma; treatment of unresectable, advanced or recurrent non-small cell lung cancer; treatment of unresectable or metastatic renal cell carcinoma; treatment of relapsed or refractory classical hodgkin lymphoma; treatment of recurrent or distant metastatic head and neck cancer; treatment of unresectable, advanced or recurrent gastric cancer that has progressed after cancer chemotherapy; treatment of unresectable, advanced or recurrent malignant pleural mesothelioma that has progressed after cancer chemotherapy",,yes,yes,match,not reported,not reported,match,"ono pharmaceutical co., ltd.","ono pharmaceutical co., ltd.",match,233403,not reported,,nivolumab (genetical recombination),nivolumab,,yes,yes,match,yes,yes,match,solution for injection in a vial,intravenous infusion,,japan,not reported,
epicutaneous,cutaneous,,20.10.2014,20.10.2014,match,2014,2014,match,authorised,authorised,match,31.08.2015,31.08.2015,match,approved,approved,match,2015.0,2015,,diseases of the musculoskeletal system and connective tissue,diseases of the musculoskeletal system and connective tissue,match,000225702.pdf,000225702.pdf,match,small molecule,small molecule,match,loqoa tape,loqoa,,relief of pain and inflammation associated with osteoarthritis,relief of pain and inflammation associated with osteoarthritis,match,no,no,match,not reported,relief of pain and inflammation associated with osteoarthritis,,"taisho pharmaceutical co., ltd.","taisho pharmaceutical co., ltd.",match,225702,not reported,,esflurbiprofen (jan*)/mentha oil,esflurbiprofen,,no,no,match,no,no,match,plaster,plaster,match,,na,
oral,oral,match,17.08.2018,17.08.2018,match,2018,2018,match,authorised,authorised,match,17.07.2019,17.07.2019,match,approved,approved,match,2019.0,2019,,"neoplasms, diseases of the digestive system",neoplasms; diseases of the digestive system,,000233503.pdf,000233503.pdf,match,small molecule,small molecule,match,"lonsurf combination tablets t15, lonsurf combination tablets t20",lonsurf,,unresectable advanced or recurrent colorectal cancer unresectable advanced or recurrent gastric cancer progressing after cancer chemotherapy,unresectable advanced or recurrent gastric cancer progressing after cancer chemotherapy,,yes,yes,match,not reported,unresectable advanced or recurrent gastric cancer,,"taiho pharmaceutical co., ltd.","taiho pharmaceutical co., ltd.",match,233503,not reported,,trifluridine and tipiracil hydrochloride,trifluridine and tipiracil hydrochloride,match,yes,yes,match,no,no,match,tablet,tablet,match,japan,not reported,
intravenous,intravenous,match,29.01.2013,29.01.2013,match,2013,2013,match,authorised,authorised,match,02.09.2013,26.08.2013,,approved,approved,match,2013.0,2013,,neoplasms,neoplasms,match,000153735.pdf,000153735.pdf,match,biologics,biologics,match,"kadcyla intravenous infusion 100 mg, kadcyla intravenous infusion 160 mg",kadcyla,,her2-positive inoperable or recurrent breast cancer,her2-positive inoperable or recurrent breast cancer,match,no,no,match,not reported,her2-positive inoperable or recurrent breast cancer,,"chugai pharmaceutical co., ltd.","chugai pharmaceutical co., ltd.",match,153735,not reported,,trastuzumab emtansine (genetical recombination),trastuzumab emtansine,,no,no,match,no,no,match,"powder for oral suspension, powder for solution for infusion",lyophilized powder for solution for intravenous infusion,,,na,
intramuscular,intramuscular,match,07.09.2023,07.09.2023,match,2023,2023,match,authorised,authorised,match,17.11.2023,17.11.2023,match,approved,approved,match,2023.0,2023,,infectious and parasitic diseases,infectious and parasitic diseases,match,000270669.pdf,000270669.pdf,match,vaccine,vaccine,match,daichirona for intramuscular injection,daichirona,,"prevention of disease caused by sars-cov-2 infection (covid-19) the indication applies to the following vaccine products: vaccine product containing mrna encoding spike protein of sars-cov-2 (the original strain), vaccine product containing mrna encoding spike protein of sars-cov-2 (the omicron variant)",prevention of disease caused by sars-cov-2 infection (covid-19),,yes,yes,match,not reported,prevention of disease caused by sars-cov-2 infection (covid-19),,"daiichi sankyo company, limited","daiichi sankyo company, limited",match,270669,not reported,,"coronavirus (sars-cov-2) rna vaccine (active ingredients: (a) ufrenmeran, (b) mafb-7256a)",coronavirus (sars-cov-2) rna vaccine,,yes,yes,match,no,no,match,solution for injection in a vial,injection,,japan,not reported,
intravenous,intravenous,match,26.09.2019,26.09.2019,match,2019,2019,match,authorised,authorised,match,28.02.2020,28.02.2020,match,approved,approved,match,2020.0,2020,,diseases of the musculoskeletal system and connective tissue,diseases of the musculoskeletal system and connective tissue; congenital malformations and chromosomal abnormalities,,000237467.pdf,000237467.pdf,match,cell and gene therapy,peptides and proteins,,viltepso intravenous infusion 250 mg,viltepso,,duchenne muscular dystrophy with a deletion in the dystrophin gene amenable to exon 53 skipping therapy,duchenne muscular dystrophy with a deletion in the dystrophin gene amenable to exon 53 skipping therapy,match,no,no,match,not reported,duchenne muscular dystrophy with a deletion in the dystrophin gene amenable to exon 53 skipping therapy,,"nippon shinyaku co., ltd.","nippon shinyaku co., ltd.",match,237467,not reported,,viltolarsen,viltolarsen,match,no,no,match,yes,yes,match,solution for injection in a vial,solution for injection,,,na,
intravenous,intravenous,match,23.07.2015,23.07.2015,match,2015,2015,match,authorised,authorised,match,17.05.2016,16.05.2016,,approved,approved,match,2016.0,2016,,"neoplasms, diseases of the respiratory system, diseases of the digestive system",neoplasms; diseases of the respiratory system,,000221104.pdf,000221104.pdf,match,biologics,biologics,match,"cyramza injection 100 mg, cyramza injection 500 mg",cyramza,,"unresectable advanced/recurrent gastric cancer, unresectable advanced/recurrent non-small cell lung cancer",unresectable advanced/recurrent non-small cell lung cancer,,yes,yes,match,not reported,unresectable advanced/recurrent non-small cell lung cancer,,eli lilly japan k.k.,eli lilly japan k.k.,match,221104,not reported,,ramucirumab (genetical recombination),ramucirumab,,yes,yes,match,no,no,match,solution for injection in a vial,injection,,japan,not reported,
subcutaneous,subcutaneous,match,20.03.2015,20.03.2015,match,2015,2015,match,authorised,authorised,match,27.11.2015,27.11.2015,match,approved,approved,match,2015.0,2015,,"""endocrine, nutritional, and metabolic diseases"", congenital malformations and chomosomal abnormalities","endocrine, nutritional, and metabolic diseases",,000217925.pdf,000217925.pdf,match,biologics,hypercholesterolemia and heterozygous familial hypercholesterolemia, homozygous familial hypercholesterolemia, the product should be used only in patients who have had an inadequate response to conventional therapies.,match,"repatha sc injection 140 mg syringe, repatha sc injection 140 mg pen",repatha,,"hypercholesterolemia and heterozygous familial hypercholesterolemia, homozygous familial hypercholesterolemia, the product should be used only in patients who have had an inadequate response to conventional therapies.","familial hypercholesterolemia, hypercholesterolemia",,no,no,match,not reported,"hypercholesterolemia, heterozygous familial hypercholesterolemia, homozygous familial hypercholesterolemia",,amgen astellas biopharma k.k.,amgen astellas biopharma k.k.,match,217925,not reported,,evolocumab (genetical recombination),evolocumab,,no,no,match,no,no,match,"solution for injection in pre-filled pen, solution for injection in pre-filled syringe",solution for injection,,,na,
oral,oral,match,14.10.2014,14.10.2014,match,2014,2014,match,authorised,authorised,match,20.05.2015,28.05.2015,,approved,approved,match,2015.0,2015,,diseases of the respiratory system,diseases of the respiratory system,match,000214531.pdf,000214531.pdf,match,small molecule,small molecule,match,"ofev capsules 100 mg, ofev capsules 150 mg",ofev,,idiopathic pulmonary fibrosis,idiopathic pulmonary fibrosis,match,no,no,match,not reported,treatment of idiopathic pulmonary fibrosis and slowing of disease progression,,"nippon boehringer ingelheim co., ltd.","nippon boehringer ingelheim co., ltd.",match,214531,not reported,,nintedanib ethanesulfonate,nintedanib,,no,no,match,yes,yes,match,hard capsules,capsules,,,na,
intravenous,intravenous,match,26.04.2021,26.04.2021,match,2021,2021,match,authorised,authorised,match,09.02.2022,09.02.2022,match,approved,approved,match,2022.0,2022,,neoplasms,neoplasms; diseases of the digestive system,,000263434.pdf,000263434.pdf,match,biologics,biologics,match,perjeta intravenous infusion 420 mg/14 ml,perjeta,,her2-positive breast cancer, unresectable advanced or recurrent her2-positive colorectal cancer that has progressed after cancer chemotherapy, unresectable advanced or recurrent her2-positive colorectal cancer that has progressed after cancer chemotherapy",unresectable advanced or recurrent her2-positive colorectal cancer that has progressed after cancer chemotherapy,,yes,yes,match,not reported,her2-positive breast cancer; unresectable advanced or recurrent her2-positive colorectal cancer,,"chugai pharmaceutical co., ltd.","chugai pharmaceutical co., ltd.",match,263434,not reported,,pertuzumab (genetical recombination),pertuzumab,,yes,yes,match,no,no,match,solution for injection in a vial,intravenous infusion,,japan,not reported,
intrathecal,intrathecal,match,07.12.2016,07.12.2016,match,2016,2016,match,authorised,authorised,match,31.05.2017,09.06.2017,,approved,approved,match,2017.0,2017,,diseases of the musculoskeletal system and connective tissue,diseases of the nervous system,,000228334.pdf,000228334.pdf,match,"other, biologics",other,,spinraza intrathecal injection 12 mg,spinraza,,infantile spinal muscular atrophy,infantile spinal muscular atrophy,match,no,no,match,not reported,spinal muscular atrophy,,biogen japan ltd.,biogen japan ltd.,match,228334,not reported,,nusinersen sodium,nusinersen,,no,no,match,yes,yes,match,solution for injection in a vial,solution for injection,,,na,
oral,oral,match,13.03.2013,13.03.2013,match,2013,2013,match,authorised,authorised,match,29.11.2013,29.11.2013,match,approved,approved,match,2013.0,2013,,"""endocrine, nutritional, and metabolic diseases""","endocrine, nutritional, and metabolic diseases",,000206796.pdf,000206796.pdf,match,small molecule,small molecule,match,suglat tablets 25 mg and 50 mg,suglat,,type 2 diabetes mellitus,type 2 diabetes mellitus,match,no,no,match,not reported,type 2 diabetes mellitus,,astellas pharma inc.,astellas pharma inc.,match,206796,not reported,,ipragliflozin l-proline,ipragliflozin,,no,no,match,no,no,match,tablet,tablet,match,,na,
intramuscular,intramuscular,match,25.05.2023,25.05.2023,match,2023,2023,match,authorised,authorised,match,05.10.2023,05.10.2023,match,approved,approved,match,2023.0,2023,,infectious and parasitic diseases,infectious and parasitic diseases,match,000274240.pdf,000274240.pdf,match,vaccine,vaccine,match,spikevax intramuscular injection,spikevax,,prevention of disease caused by sars-cov-2 infection (covid-19),prevention of disease caused by sars-cov-2 infection (covid-19),match,no,yes,,not reported,prevention of disease caused by sars-cov-2 infection (covid-19),,,"moderna japan co., ltd.",,274240,not reported,,coronavirus (sars-cov-2) rna vaccine,coronavirus rna vaccine,,yes,yes,match,no,no,match,suspension for injection,suspension for injection,match,japan,not reported,
oral,oral,match,03.12.2021,03.12.2021,match,2021,2021,match,authorised,authorised,match,24.12.2021,24.12.2021,match,approved,approved,match,2021.0,2021,,infectious and parasitic diseases,infectious and parasitic diseases,match,000245005.pdf,000245005.pdf,match,small molecule,small molecule,match,lagevrio capsules 200 mg,lagevrio,,treatment of disease caused by sars-cov-2 infection (covid-19),treatment of disease caused by sars-cov-2 infection (covid-19),match,no,no,match,not reported,treatment of disease caused by sars-cov-2 infection (covid-19),,msd k.k.,msd k.k.,match,245005,not reported,,molnupiravir,molnupiravir,match,yes,yes,match,no,no,match,hard capsules,capsule,,???,not reported,
oral,oral,match,21.10.2013,21.10.2013,match,2013,2013,match,authorised,authorised,match,26.05.2014,26.05.2014,match,approved,approved,match,2014.0,2014,,diseases of the respiratory system,diseases of the respiratory system,match,000209869.pdf,000209869.pdf,match,small molecule,small molecule,match,rapalimus tablets 1 mg,rapalimus,,lymphangioleiomyomatosis,lymphangioleiomyomatosis,match,no,no,match,not reported,lymphangioleiomyomatosis,,"nobelpharma co., ltd.","nobelpharma co., ltd.",match,209869,not reported,,sirolimus,sirolimus,match,no,yes,,yes,yes,match,tablet,tablet,match,,not reported,
oral,oral,match,29.01.2020,29.01.2020,match,2020,2020,match,authorised,authorised,match,04.12.2020,04.12.2020,match,approved,approved,match,2020.0,2020,,"diseases of the musculoskeletal system and connective tissue, diseases of the skin",diseases of the skin; diseases of the musculoskeletal system and connective tissue,,000243471.pdf,000243471.pdf,match,small molecule,small molecule,match,"olumiant tablets 2 mg, olumiant tablets 4 mg",the following diseases in patients who have had an inadequate response to conventional treatments: rheumatoid arthritis (including the prevention of structural joint damage), atopic dermatitis, atopic dermatitis,,"the following diseases in patients who have had an inadequate response to conventional treatments: rheumatoid arthritis (including the prevention of structural joint damage), atopic dermatitis",rheumatoid arthritis in patients who have had an inadequate response to conventional treatments (including the prevention of structural joint damage); moderate to severe atopic dermatitis,,yes,yes,match,not reported,moderate to severe atopic dermatitis,,eli lilly japan k.k.,eli lilly japan k.k.,match,243471,not reported,,baricitinib,baricitinib,match,yes,yes,match,no,no,match,tablet,tablet,match,japan,not reported,
subcutaneous,subcutaneous,match,30.11.2016,30.11.2016,match,2016,2016,match,authorised,authorised,match,11.07.2017,27.07.2017,,approved,approved,match,2017.0,2017,,"diseases of the musculoskeletal system and connective tissue, diseases of the skin",diseases of the musculoskeletal system and connective tissue; diseases of the circulatory system,,000224730.pdf,000224730.pdf,match,biologics,biologics,match,"actemra 162 mg syringe for sc injection, actemra 162 mg auto-injector for sc injection",treatment of the following diseases in patients who have had an inadequate response to existing therapies: rheumatoid arthritis (including the inhibition of progression of structural joint damage), takayasu’s arteritis or giant cell arteritis,,"treatment of the following diseases in patients who have had an inadequate response to existing therapies: rheumatoid arthritis (including the inhibition of progression of structural joint damage), takayasu’s arteritis or giant cell arteritis",treatment of rheumatoid arthritis (including the inhibition of progression of structural joint damage); takayasu’s arteritis or giant cell arteritis,,yes,yes,match,not reported,treatment of rheumatoid arthritis with an inadequate response to existing therapies; treatment of large vessel vasculitis (takayasu’s arteritis or giant cell arteritis),,"chugai pharmaceutical co., ltd.","chugai pharmaceutical co., ltd.",match,224730,not reported,,tocilizumab (genetical recombination),tocilizumab,,yes,yes,match,yes,yes,match,solution for injection in pre-filled syringe,injection,,japan,not reported,
