Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_year_human,Application_year_llm,Application_year_verdict_human,Current_status_human,Current_status_llm,Current_status_verdict_human,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_human,Decision_llm,Decision_verdict_human,Decision_year_human,Decision_year_llm,Decision_year_verdict_human,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Document_name_human,Document_name_llm,Document_name_verdict_human,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_name_human,Drug_name_llm,Drug_name_verdict_human,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_extended_human,Indication_extended_llm,Indication_extended_verdict_human,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Marketing_authorisation_holder_human,Marketing_authorisation_holder_llm,Marketing_authorisation_holder_verdict_human,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Nonclinical_abridged_human,Nonclinical_abridged_llm,Nonclinical_abridged_verdict_human,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Referral_body_human,Referral_body_llm,Referral_body_verdict_human
oral,oral,match,31.03.2020,31.03.2020,match,2020,2020,match,authorised,authorised (under additional monitoring),,17.03.2021,17.03.2021,match,approved,approved,match,2021.0,2021,,"congenital malformations and chomosomal abnormalities, diseases of the respiratory system",diseases of the respiratory system; congenital malformations and chromosomal abnormalities,,auspar-elexacaftor-tezacaftor-ivacaftor-ivacaftor-210618.pdf,auspar-elexacaftor-tezacaftor-ivacaftor-ivacaftor-210618.pdf,match,small molecule,small molecule,match,trikafta,trikafta,match,same,treatment of cystic fibrosis (cf) in patients aged 12 years and older who have at least one f508del mutation in the cftr gene.,,no,no,match,trikafta is indicated for the treatment of cystic fibrosis (cf) in patients aged 12 years and older who have at least one f508del mutation in the cystic fibrosis transmembrane conductance regulator (cftr) gene.,treatment of cystic fibrosis (cf) in patients aged 12 years and older who have at least one f508del mutation in the cftr gene.,,vertex pharmaceuticals (australia) pty ltd,vertex pharmaceuticals (australia) pty ltd,match,330423,330423,match,elexacaftor/tezacaftor/ivacaftor and ivacaftor,elexacaftor/tezacaftor/ivacaftor,,yes,no,,yes,yes,match,film-coated tablets,"tablet, film coated",,australia,na,
intravenous,intravenous,match,02.08.2021,02.08.2021,match,2021,2021,match,authorised,authorised (under additional monitoring),,19.09.2022,19.09.2022,match,approved,approved,match,2022.0,2022,,"neoplasms, diseases of the blood and blood-forming organs",neoplasms; diseases of the blood and blood-forming organs,,auspar-trecondi-230629.pdf,auspar-trecondi-230629.pdf,match,small molecule,small molecule,match,treosulfan,trecondi,,"adults with acute myeloid leukaemia (aml) or myelodysplastic syndrome (mds): trecondi (treosulfan) is indicated in combination with fludarabine as part of conditioning treatment prior to allogeneic hematopoietic stem cell transplantation (allohsct) in adult patients with aml or mds at increased risk for standard conditioning therapies. paediatric patients aged 1 month and older with malignant and non-malignant haematological diseases: trecondi (treosulfan) is indicated in combination with fludarabine, with or without thiotepa, as part of conditioning treatment prior to allogeneic haematopoietic stem cell transplantation (allohsct) in paediatric patients older than one month with malignant and non-malignant diseases.",conditioning treatment prior to allogeneic hematopoietic stem cell transplantation (allohsct) in adult patients with aml or mds at increased risk for standard conditioning therapies and in paediatric patients older than one month with malignant and non-malignant diseases.,,no,no,match,"trecondi (treosulfan) is indicated as part of conditioning treatment prior to allogeneic hematopoietic stem cell transplantation (allohsct): in adult patients with malignant and non-malignant diseases, in paediatric patients older than one month with malignant and non-malignant diseases.",conditioning treatment prior to allogeneic hematopoietic stem cell transplantation (allohsct) in adult patients with aml or mds at increased risk for standard conditioning therapies and in paediatric patients older than one month with malignant and non-malignant diseases.,,link medical products pty ltd,link medical products pty ltd,match,"369770, 369771",369770 and 369771,,trecondi,treosulfan,,yes,yes,match,yes,yes,match,powder for solution for injection,powder for solution,,australia,not reported,
subcutaneous,subcutaneous,match,03.10.2018,03.10.2018,match,2018,2018,match,authorised,authorised (under additional monitoring),,15.08.2019,15.08.2019,match,approved,approved,match,2019.0,2019,,"""endocrine, nutritional, and metabolic diseases""","endocrine, nutritional, and metabolic diseases",,auspar-semaglutide-201030.pdf,auspar-semaglutide-201030.pdf,match,peptides and proteins,biologics,,ozempic,ozempic,match,same,treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise,,no,no,match,ozempic is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise: as monotherapy when metformin is not tolerated or contraindicated. in addition to other medicinal products for the treatment of type 2 diabetes.,treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise,,novo nordisk pharmaceuticals pty ltd,novo nordisk pharmaceuticals pty ltd,match,"308324, 315107","308324, 315107",match,semaglutide,semaglutide,match,no,no,match,no,no,match,solution for injection,solution for injection,match,,na,
vaginal,vaginal insert,,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,21.02.2014,21.02.2014,match,approved,approved,match,2014.0,2014,,pregnancy and childbirth,pregnancy and childbirth,match,auspar-misoprostol-140423.pdf,auspar-misoprostol-140423.pdf,match,small molecule,small molecule,match,misodel/misopess,misodel / misopess,,same,"induction of labour in women with an unfavourable cervix, from 36 weeks gestation: in whom induction is clinically indicated; in a hospital where continuous electronic foetal monitoring is available.",,yes,yes,match,"indicated for the induction of labour in women with an unfavourable cervix, from 36 weeks gestation: in whom induction is clinically indicated in a hospital where continuous electronic foetal monitoring is available.","for induction of labour in women with an unfavourable cervix, from 36 weeks gestation: in whom induction is clinically indicated; in a hospital where continuous electronic foetal monitoring is available.",,ferring pharmaceuticals pty ltd,ferring pharmaceuticals pty ltd,match,"205336, 205341",205336 and 205341,,misoprostol,misoprostol,match,yes,no,,no,no,match,modified release pessaries,modified release pessaries,match,australia,na,
oral,oral,match,not reported,not reported,match,not reported,not reported,match,,na,,12.08.2011,12.08.2011,match,refused,rejected,,2011.0,2011,,"""endocrine, nutritional, and metabolic diseases""","endocrine, nutritional, and metabolic diseases",,auspar-kliovance.pdf,auspar-kliovance.pdf,match,small molecule,peptides and proteins,,kliovance low,kliovance low,match,,na,,no,no,match,short term treatment of menopausal symptoms related to oestrogen deficiency in women more than one year after menopause.,short term treatment of menopausal symptoms related to oestrogen deficiency in women more than one year after menopause.,match,novo nordisk pharmaceuticals pty ltd,novo nordisk pharmaceuticals pty ltd,match,not reported,not reported,match,"oestradiol, norethisterone acetate",oestradiol; norethisterone acetate,,yes,yes,match,no,no,match,film-coated tablets,film coated tablet,,???,not reported,
intramuscular,intramuscular,match,29.07.2016,29.07.2016,match,2016,2016,match,authorised,authorised,match,12.09.2017,12.09.2017,match,approved,approved,match,2017.0,2017,,infectious and parasitic diseases,infectious and parasitic diseases,match,auspar-meningococcal-group-b-vaccine-180827.pdf,auspar-meningococcal-group-b-vaccine-180827.pdf,match,vaccine,vaccine,match,trumenba,trumenba,match,same,trumenba is indicated in individuals 10 years and older for active immunisation to prevent invasive meningococcal disease caused by neisseria meningitidis serogroup b.,,no,no,match,trumenba is indicated in individuals 10 years and older for active immunisation to prevent invasive meningococcal disease caused by neisseria meningitidis serogroup b.,trumenba is indicated in individuals 10 years and older for active immunisation to prevent invasive meningococcal disease caused by neisseria meningitidis serogroup b.,match,pfizer australia pty ltd,pfizer australia pty ltd,match,276920,276920,match,neisseria meningitidis serogroup b recombinant lipidated factor h binding subfamily a; and neisseria meningitidis serogroup b recombinant lipidated factor h binding subfamily b,neisseria meningitidis serogroup b recombinant lipidated factor h binding subfamily a; neisseria meningitidis serogroup b recombinant lipidated factor h binding subfamily b,,no,no,match,no,no,match,suspension for injection,suspension for injection,match,,na,
intravenous,intravenous,match,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,11.01.2013,11.01.2013,match,approved,approved,match,2013.0,2013,,other,diseases of the blood and blood-forming organs; diseases of the immune system,,auspar-ivig-130903.pdf,auspar-ivig-130903.pdf,match,biologics,biologics,match,ivig,flebogamma 10% dif,,"replacement therapy indications: primary immunodeficiency (pi) diseases symptomatic hypogammaglobulinaemia secondary to underlying disease or treatment. immunomodulation indications: idiopathic thrombocytopaenic purpura (itp), in patients at high risk of bleeding or prior to surgery to correct the platelet count guillain barré syndrome kawasaki disease.",primary immunodeficiency (pi) diseases; symptomatic hypogammaglobulinaemia secondary to underlying disease or treatment; idiopathic thrombocytopaenic purpura (itp); guillain barré syndrome; kawasaki disease.,,no,no,match,not reported,primary immunodeficiency (pi) diseases; symptomatic hypogammaglobulinaemia secondary to underlying disease or treatment; idiopathic thrombocytopaenic purpura (itp); guillain barré syndrome; kawasaki disease.,,grifols australia pty ltd,grifols australia pty ltd,match,"184353, 182358, 182359","184353, 182358, 182359",match,flebogamma 10% dif,human normal immunoglobulin,,yes,yes,match,no,no,match,solution for injection,"injection, solution",,australia,not reported,
oral,oral,match,31.01.2022,31.01.2022,match,2022,2022,match,authorised,authorised (under additional monitoring),,05.04.2023,05.04.2023,match,approved,approved,match,2023.0,2023,,"neoplasms, ""endocrine, nutritional, and metabolic diseases""","neoplasms; endocrine, nutritional, and metabolic diseases",,auspar-gavreto-231026.pdf,auspar-gavreto-231026.pdf,match,small molecule,small molecule,match,gavreto,gavreto,match,gavreto has provisional approval in australia for the treatment of adult patients with advanced or metastatic ret-fusion positive thyroid cancer that is refractory to (or unsuitable for) radioactive iodine and who have progressed on or are unable to tolerate lenvatinib or sorafenib. the decision to approve this indication has been made on the basis of overall response rate (orr) and duration of response (dor). continued approval of this indication depends on verification and description of benefit in confirmatory trials.,ret-fusion positive thyroid cancer that is refractory to (or unsuitable for) radioactive iodine and who have progressed on or are unable to tolerate lenvatinib or sorafenib,,no,no,match,ret-fusion positive thyroid cancer: gavreto is indicated for the treatment of adult and paediatric patients 12 years of age and older with locally advanced or metastatic ret-fusion positive thyroid cancer who require systemic therapy and who are radioactive iodine-refractory (if radioactive iodine is appropriate). medullary thyroid cancers: gavreto is indicated for the treatment of adult and paediatric patients 12 years of age and older with advanced or metastatic ret-mutant mtc who require systemic therapy.,ret-fusion positive thyroid cancer; advanced or metastatic ret-mutant medullary thyroid cancer,,roche products pty ltd,roche products pty ltd,match,380812,380812,match,pralsetinib,pralsetinib,match,no,no,match,no,no,match,hard capsules,hard capsule,,,na,
oral,oral,match,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,17.07.2013,17.07.2013,match,approved,approved,match,2013.0,2013,,infectious and parasitic diseases,infectious and parasitic diseases,match,auspar-atazanavir-131021.pdf,auspar-atazanavir-131021.pdf,match,small molecule,small molecule,match,reyataz,reyataz,match,same,"treatment of hiv 1 infection, in combination with other antiretroviral agents",,no,no,match,"reyataz is indicated for the treatment of hiv 1 infection, in combination with other antiretroviral agents. this indication is based on analyses of plasma hiv-1 rna levels and cd4 cell counts from controlled studies (see clinical trials).","treatment of hiv 1 infection, in combination with other antiretroviral agents",,bristol-myers squibb australian pty ltd,bristol-myers squibb australian pty ltd,match,"99054, 99055, 99056, 134967","99054, 99055, 99056 and 134967",,atazanavir,atazanavir,match,yes,yes,match,no,no,match,hard capsules,capsules,,australia,not reported,
intramuscular,intramuscular,match,27.04.2022,27.04.2022,match,2022,2022,match,authorised,authorised,match,22.07.2022,22.07.2022,match,approved,approved,match,2022.0,2022,,infectious and parasitic diseases,infectious and parasitic diseases; diseases of the respiratory system,,auspar-nuvaxovid-220726.pdf,auspar-nuvaxovid-220726.pdf,match,vaccine,vaccine,match,nuvaxovid,nuvaxovid,match,nuvaxovid has provisional approval for the indication: active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 12 years of age and older. the use of this vaccine should be in accordance with official recommendations. the decision has been made on the basis of short-term efficacy and safety data. continued approval depends on the evidence of longer term efficacy and safety from ongoing clinical trials and post-market assessment.,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 12 years of age and older.,,yes,yes,match,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 12 years of age and older.,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 12 years of age and older.,match,biocelect pty ltd,biocelect pty ltd,match,351139,351139,match,sars-cov-2 rs with matrix m adjuvant (nvx-cov2373),sars-cov-2 rs with matrix m adjuvant,,yes,no,,no,no,match,suspension for injection,suspension for injection,match,australia,na,
oral,oral,match,29.01.2016,29.01.2016,match,2016,2016,match,authorised,authorised,match,24.02.2017,24.02.2017,match,approved,approved,match,2017.0,2017,,other,diseases of the respiratory system; diseases of the eye and adnexa,,auspar-phleum-pratense-180403.pdf,auspar-phleum-pratense-180403.pdf,match,small molecule,biologics,,grazax,grazax,match,same,"grazax is indicated for disease modifying treatment of grass pollen (phleum pratense or allergens cross reacting with p. pratense) induced allergic rhinitis with or without conjunctivitis in adults, adolescents and children above the age 5 years.",,no,no,match,"grazax is indicated for disease modifying treatment of grass pollen (phleum pratense or allergens cross reacting with p. pratense) induced allergic rhinitis with or without conjunctivitis in adults, adolescents and children above the age 5 years.",grazax is allergy immunotherapy indicated for the treatment of grass pollen-induced allergic rhinitis with or without conjunctivitis.,,seqirus pty ltd,seqirus pty ltd,match,267955,267955,match,phleum pratense (extract),phleum pratense,,no,yes,,no,no,match,tablet,"tablet, orally disintegrating",,,not reported,
oral,oral,match,01.08.2018,01.08.2018,match,2018,2018,match,authorised,authorised,match,07.11.2018,27.06.2018,,approved,approved,match,2018.0,2018,,diseases of the respiratory system,diseases of the respiratory system; neoplasms; diseases of the circulatory system,,auspar-morphine-sulfate-pentahydrate-190321.pdf,auspar-morphine-sulfate-pentahydrate-190321.pdf,match,small molecule,small molecule,match,kapanol,kapanol,match,"for the symptomatic reduction of chronic breathlessness in the palliative care of patients with distressing breathlessness due to severe copd, cardiac failure, malignancy or other cause","symptomatic reduction of chronic breathlessness in the palliative care of patients with distressing breathlessness due to severe copd, cardiac failure, malignancy or other cause.",,yes,yes,match,"kapanol 10 and 20 mg are indicated for the symptomatic reduction of chronic breathlessness in the palliative care of patients with distressing breathlessness due to severe copd, cardiac failure, malignancy or other cause. kapanol should only be used after treatments for the underlying cause(s) of the breathlessness have been optimised and non-pharmacological treatments are not effective. treatment with kapanol in this setting should only be initiated by a specialist knowledgeable in its use.",symptomatic reduction of chronic breathlessness in patients with a modified medical research council (mmrc) scale rating of 3 or 4 and in which the approved treatments for the underlying cause(s) of the breathlessness are not effective.,,maynepharma international pty ltd,maynepharma international pty ltd,match,"68439, 48134",68439 and 48134,,morphine sulphate pentahydrate,morphine sulfate pentahydrate,,yes,yes,match,no,no,match,sustained release capsules,sustained release capsules,match,australia,not reported,
