drug,from_agency,to_agency,lag_days,lag_months,from_date,to_date,agency_pair
spevigo,FDA,HealthCanada,202,6.636005256241787,2022-09-01,2023-03-22,FDA -> HealthCanada
spinraza,FDA,HealthCanada,188,6.176084099868594,2016-12-23,2017-06-29,FDA -> HealthCanada
spiriva,HealthCanada,FDA,436,14.323258869908015,2002-11-20,2004-01-30,HealthCanada -> FDA
spiriva respimat,FDA,HealthCanada,84,2.759526938239159,2014-09-24,2014-12-17,FDA -> HealthCanada
spravato,FDA,HealthCanada,442,14.520367936925098,2019-03-05,2020-05-20,FDA -> HealthCanada
sprycel,FDA,HealthCanada,271,8.902759526938238,2006-06-28,2007-03-26,FDA -> HealthCanada
stelara,HealthCanada,FDA,287,9.42838370565046,2008-12-12,2009-09-25,HealthCanada -> FDA
steqeyma,HealthCanada,FDA,140,4.599211563731932,2024-07-30,2024-12-17,HealthCanada -> FDA
stivarga,FDA,HealthCanada,165,5.4204993429697765,2012-09-27,2013-03-11,FDA -> HealthCanada
strensiq,HealthCanada,FDA,70,2.299605781865966,2015-08-14,2015-10-23,HealthCanada -> FDA
stribild,FDA,HealthCanada,91,2.9894875164257555,2012-08-27,2012-11-26,FDA -> HealthCanada
stromectol,FDA,HealthCanada,7957,261.3994743758213,1996-11-22,2018-09-05,FDA -> HealthCanada
sublocade,FDA,HealthCanada,356,11.695137976346912,2017-11-30,2018-11-21,FDA -> HealthCanada
suboxone,FDA,HealthCanada,1683,55.28909329829172,2002-10-08,2007-05-18,FDA -> HealthCanada
sumatriptan,HealthCanada,FDA,3427,112.58212877792378,2006-10-02,2016-02-19,HealthCanada -> FDA
sunlenca,HealthCanada,FDA,50,1.6425755584756898,2022-11-02,2022-12-22,HealthCanada -> FDA
sunosi,FDA,HealthCanada,785,25.78843626806833,2019-03-20,2021-05-13,FDA -> HealthCanada
sutent,FDA,HealthCanada,120,3.9421813403416555,2006-01-26,2006-05-26,FDA -> HealthCanada
sylvant,FDA,HealthCanada,224,7.35873850197109,2014-04-23,2014-12-03,FDA -> HealthCanada
symtuza,HealthCanada,FDA,131,4.303547963206308,2018-03-08,2018-07-17,HealthCanada -> FDA
synagis,FDA,HealthCanada,6103,200.4927726675427,1998-06-19,2015-03-05,FDA -> HealthCanada
synjardy,FDA,HealthCanada,338,11.103810775295663,2015-08-26,2016-07-29,FDA -> HealthCanada
synthroid,HealthCanada,FDA,2031,66.72141918528251,1996-12-31,2002-07-24,HealthCanada -> FDA
tabrecta,FDA,HealthCanada,750,24.638633377135346,2020-05-06,2022-05-26,FDA -> HealthCanada
tadalafil,HealthCanada,FDA,669,21.97766097240473,2016-07-22,2018-05-22,HealthCanada -> FDA
tafinlar,FDA,HealthCanada,48,1.5768725361366622,2013-05-29,2013-07-16,FDA -> HealthCanada
tagrisso,FDA,HealthCanada,235,7.720105124835742,2015-11-13,2016-07-05,FDA -> HealthCanada
takhzyro,FDA,HealthCanada,27,0.8869908015768725,2018-08-23,2018-09-19,FDA -> HealthCanada
taltz,FDA,HealthCanada,64,2.102496714848883,2016-03-22,2016-05-25,FDA -> HealthCanada
talvey,FDA,HealthCanada,265,8.705650459921156,2023-08-09,2024-04-30,FDA -> HealthCanada
talzenna,FDA,HealthCanada,325,10.676741130091983,2018-10-16,2019-09-06,FDA -> HealthCanada
tamiflu,FDA,HealthCanada,57,1.8725361366622864,1999-10-27,1999-12-23,FDA -> HealthCanada
tapazole,FDA,HealthCanada,2621,86.10381077529566,2000-03-31,2007-06-04,FDA -> HealthCanada
tasigna,FDA,HealthCanada,316,10.38107752956636,2007-10-29,2008-09-09,FDA -> HealthCanada
tavalisse,FDA,HealthCanada,947,31.110381077529563,2018-04-17,2020-11-19,FDA -> HealthCanada
tavneos,FDA,HealthCanada,189,6.2089356110381075,2021-10-07,2022-04-14,FDA -> HealthCanada
tecentriq,FDA,HealthCanada,329,10.808147174770038,2016-05-18,2017-04-12,FDA -> HealthCanada
tecfidera,FDA,HealthCanada,7,0.22996057818659657,2013-03-27,2013-04-03,FDA -> HealthCanada
tecvayli,FDA,HealthCanada,274,9.00131406044678,2022-10-25,2023-07-26,FDA -> HealthCanada
telmisartan,HealthCanada,FDA,539,17.706964520367936,2012-07-18,2014-01-08,HealthCanada -> FDA
tepmetko,FDA,HealthCanada,113,3.712220762155059,2021-02-03,2021-05-27,FDA -> HealthCanada
tezspire,FDA,HealthCanada,223,7.3258869908015765,2021-12-17,2022-07-28,FDA -> HealthCanada
thalomid,FDA,HealthCanada,4402,144.61235216819972,1998-07-16,2010-08-04,FDA -> HealthCanada
thyrogen,FDA,HealthCanada,1278,41.98423127463863,1998-11-30,2002-05-31,FDA -> HealthCanada
tiazac,FDA,HealthCanada,582,19.11957950065703,1995-09-11,1997-04-15,FDA -> HealthCanada
tibsovo,FDA,HealthCanada,2191,71.97766097240472,2018-07-20,2024-07-19,FDA -> HealthCanada
tigecycline,HealthCanada,FDA,254,8.344283837056505,2014-09-15,2015-05-27,HealthCanada -> FDA
tissueblue,FDA,HealthCanada,392,12.877792378449408,2019-12-20,2021-01-15,FDA -> HealthCanada
tivicay,FDA,HealthCanada,80,2.628120893561104,2013-08-12,2013-10-31,FDA -> HealthCanada
tnkase,FDA,HealthCanada,502,16.491458607095925,2000-06-02,2001-10-17,FDA -> HealthCanada
tobi,FDA,HealthCanada,421,13.830486202365309,1997-12-22,1999-02-16,FDA -> HealthCanada
tobi podhaler,HealthCanada,FDA,721,23.68593955321945,2011-04-01,2013-03-22,HealthCanada -> FDA
tolak,FDA,HealthCanada,1232,40.473061760841,2015-09-18,2019-02-01,FDA -> HealthCanada
topamax,FDA,HealthCanada,877,28.8107752956636,1996-12-24,1999-05-20,FDA -> HealthCanada
topicort,FDA,HealthCanada,153,5.026281208935611,1996-06-07,1996-11-07,FDA -> HealthCanada
topiramate,FDA,HealthCanada,2585,84.92115637319316,2003-09-08,2010-10-06,FDA -> HealthCanada
torisel,FDA,HealthCanada,205,6.734559789750328,2007-05-30,2007-12-21,FDA -> HealthCanada
toviaz,FDA,HealthCanada,1196,39.2904073587385,2008-10-31,2012-02-09,FDA -> HealthCanada
tracleer,FDA,HealthCanada,10,0.328515111695138,2001-11-20,2001-11-30,FDA -> HealthCanada
trandolapril,FDA,HealthCanada,4544,149.2772667542707,2006-12-12,2019-05-22,FDA -> HealthCanada
tranexamic acid,FDA,HealthCanada,3661,120.26938239159001,2011-08-10,2021-08-18,FDA -> HealthCanada
travatan z,FDA,HealthCanada,749,24.605781865965834,2006-09-21,2008-10-09,FDA -> HealthCanada
trazimera,FDA,HealthCanada,157,5.157687253613666,2019-03-11,2019-08-15,FDA -> HealthCanada
treanda,FDA,HealthCanada,1618,53.153745072273324,2008-03-20,2012-08-24,FDA -> HealthCanada
trelegy ellipta,FDA,HealthCanada,198,6.504599211563732,2017-09-18,2018-04-04,FDA -> HealthCanada
trelstar,HealthCanada,FDA,406,13.337713534822601,1999-05-06,2000-06-15,HealthCanada -> FDA
tremfya,FDA,HealthCanada,120,3.9421813403416555,2017-07-13,2017-11-10,FDA -> HealthCanada
tresiba,FDA,HealthCanada,700,22.996057818659658,2015-09-25,2017-08-25,FDA -> HealthCanada
triesence,FDA,HealthCanada,1293,42.47700394218134,2007-11-29,2011-06-14,FDA -> HealthCanada
trintellix,FDA,HealthCanada,387,12.713534822601838,2013-09-30,2014-10-22,FDA -> HealthCanada
triumeq,FDA,HealthCanada,48,1.5768725361366622,2014-08-22,2014-10-09,FDA -> HealthCanada
trodelvy,FDA,HealthCanada,520,17.082785808147175,2020-04-22,2021-09-24,FDA -> HealthCanada
trulance,FDA,HealthCanada,994,32.65440210249671,2017-01-19,2019-10-10,FDA -> HealthCanada
trulicity,FDA,HealthCanada,418,13.731931668856767,2014-09-18,2015-11-10,FDA -> HealthCanada
truqap,FDA,HealthCanada,71,2.3324572930354797,2023-11-16,2024-01-26,FDA -> HealthCanada
truvada,FDA,HealthCanada,522,17.1484888304862,2004-08-02,2006-01-06,FDA -> HealthCanada
truxima,FDA,HealthCanada,127,4.1721419185282524,2018-11-28,2019-04-04,FDA -> HealthCanada
tukysa,FDA,HealthCanada,49,1.609724047306176,2020-04-17,2020-06-05,FDA -> HealthCanada
twynsta,FDA,HealthCanada,656,21.55059132720105,2009-10-16,2011-08-03,FDA -> HealthCanada
tyenne,FDA,HealthCanada,220,7.227332457293035,2024-03-05,2024-10-11,FDA -> HealthCanada
tygacil,FDA,HealthCanada,456,14.98028909329829,2005-06-15,2006-09-14,FDA -> HealthCanada
tykerb,FDA,HealthCanada,794,26.084099868593952,2007-03-13,2009-05-15,FDA -> HealthCanada
tysabri,FDA,HealthCanada,674,22.141918528252297,2004-11-23,2006-09-28,FDA -> HealthCanada
ubrelvy,FDA,HealthCanada,1053,34.59264126149803,2019-12-23,2022-11-10,FDA -> HealthCanada
uceris,FDA,HealthCanada,2648,86.99080157687253,2013-01-14,2020-04-15,FDA -> HealthCanada
ultomiris,FDA,HealthCanada,250,8.21287779237845,2018-12-21,2019-08-28,FDA -> HealthCanada
unituxin,FDA,HealthCanada,1359,44.645203679369246,2015-03-10,2018-11-28,FDA -> HealthCanada
uplizna,FDA,HealthCanada,1282,42.11563731931669,2020-06-11,2023-12-15,FDA -> HealthCanada
uptravi,FDA,HealthCanada,30,0.9855453350854139,2015-12-21,2016-01-20,FDA -> HealthCanada
uvadex,FDA,HealthCanada,5187,170.40078843626807,1999-02-25,2013-05-09,FDA -> HealthCanada
vabysmo,FDA,HealthCanada,119,3.9093298291721417,2022-01-28,2022-05-27,FDA -> HealthCanada
valcyte,FDA,HealthCanada,400,13.140604467805518,2001-03-29,2002-05-03,FDA -> HealthCanada
valsartan,HealthCanada,FDA,1142,37.516425755584756,2011-05-11,2014-06-26,HealthCanada -> FDA
valtrex,FDA,HealthCanada,557,18.298291721419183,1995-06-23,1996-12-31,FDA -> HealthCanada
vaniqa,FDA,HealthCanada,287,9.42838370565046,2000-07-27,2001-05-10,FDA -> HealthCanada
vascepa,FDA,HealthCanada,2713,89.12614980289094,2012-07-26,2019-12-30,FDA -> HealthCanada
vectibix,FDA,HealthCanada,551,18.101182654402102,2006-09-27,2008-03-31,FDA -> HealthCanada
vegzelma,FDA,HealthCanada,98,3.219448094612352,2022-09-27,2023-01-03,FDA -> HealthCanada
veklury,HealthCanada,FDA,87,2.8580814717477003,2020-07-27,2020-10-22,HealthCanada -> FDA
velcade,FDA,HealthCanada,625,20.532194480946124,2003-05-13,2005-01-27,FDA -> HealthCanada
velphoro,FDA,HealthCanada,1500,49.27726675427069,2013-11-27,2018-01-05,FDA -> HealthCanada
velsipity,FDA,HealthCanada,111,3.6465177398160313,2023-10-12,2024-01-31,FDA -> HealthCanada
veltassa,FDA,HealthCanada,1078,35.41392904073587,2015-10-21,2018-10-03,FDA -> HealthCanada
vemlidy,FDA,HealthCanada,188,6.176084099868594,2016-11-10,2017-05-17,FDA -> HealthCanada
venclexta,FDA,HealthCanada,172,5.650459921156373,2016-04-11,2016-09-30,FDA -> HealthCanada
venofer,FDA,HealthCanada,162,5.321944809461235,2000-11-06,2001-04-17,FDA -> HealthCanada
ventolin hfa,HealthCanada,FDA,456,14.98028909329829,2000-01-19,2001-04-19,HealthCanada -> FDA
veozah,FDA,HealthCanada,571,18.758212877792378,2023-05-12,2024-12-03,FDA -> HealthCanada
veregen,FDA,HealthCanada,2501,82.16162943495401,2006-10-31,2013-09-05,FDA -> HealthCanada
verkazia,HealthCanada,FDA,912,29.96057818659658,2018-12-24,2021-06-23,HealthCanada -> FDA
verquvo,FDA,HealthCanada,829,27.233902759526938,2021-01-19,2023-04-28,FDA -> HealthCanada
verzenio,FDA,HealthCanada,554,18.199737187910642,2017-09-28,2019-04-05,FDA -> HealthCanada
vesanoid,FDA,HealthCanada,39,1.281208935611038,1995-11-22,1995-12-31,FDA -> HealthCanada
vesicare,FDA,HealthCanada,458,15.045992115637318,2004-11-19,2006-02-20,FDA -> HealthCanada
vfend,FDA,HealthCanada,819,26.905387647831798,2002-05-24,2004-08-20,FDA -> HealthCanada
viagra,FDA,HealthCanada,346,11.366622864651774,1998-03-27,1999-03-08,FDA -> HealthCanada
viberzi,FDA,HealthCanada,610,20.039421813403415,2015-05-27,2017-01-26,FDA -> HealthCanada
victoza,FDA,HealthCanada,116,3.8107752956636003,2010-01-25,2010-05-21,FDA -> HealthCanada
vidaza,FDA,HealthCanada,1983,65.14454664914585,2004-05-19,2009-10-23,FDA -> HealthCanada
vigamox,FDA,HealthCanada,392,12.877792378449408,2003-04-15,2004-05-11,FDA -> HealthCanada
viibryd,FDA,HealthCanada,1637,53.777923784494085,2011-01-21,2015-07-16,FDA -> HealthCanada
vimizim,FDA,HealthCanada,138,4.533508541392904,2014-02-14,2014-07-02,FDA -> HealthCanada
vimovo,FDA,HealthCanada,258,8.47568988173456,2010-04-30,2011-01-13,FDA -> HealthCanada
vimpat,FDA,HealthCanada,702,23.061760840998684,2008-10-28,2010-09-30,FDA -> HealthCanada
viokace,HealthCanada,FDA,5516,181.2089356110381,1997-01-23,2012-03-01,HealthCanada -> FDA
viread,FDA,HealthCanada,508,16.68856767411301,2001-10-26,2003-03-18,FDA -> HealthCanada
visionblue,FDA,HealthCanada,629,20.66360052562418,2004-12-16,2006-09-06,FDA -> HealthCanada
visudyne,FDA,HealthCanada,49,1.609724047306176,2000-04-12,2000-05-31,FDA -> HealthCanada
vitrakvi,FDA,HealthCanada,226,7.424441524310118,2018-11-26,2019-07-10,FDA -> HealthCanada
vocabria,HealthCanada,FDA,309,10.151116951379763,2020-03-18,2021-01-21,HealthCanada -> FDA
voranigo,FDA,HealthCanada,21,0.6898817345597897,2024-08-06,2024-08-27,FDA -> HealthCanada
vosevi,FDA,HealthCanada,29,0.9526938239159001,2017-07-18,2017-08-16,FDA -> HealthCanada
votrient,FDA,HealthCanada,220,7.227332457293035,2009-10-19,2010-05-27,FDA -> HealthCanada
voydeya,FDA,HealthCanada,112,3.679369250985545,2024-03-29,2024-07-19,FDA -> HealthCanada
vpriv,FDA,HealthCanada,217,7.128777923784494,2010-02-26,2010-10-01,FDA -> HealthCanada
vraylar,FDA,HealthCanada,2409,79.13929040735873,2015-09-17,2022-04-22,FDA -> HealthCanada
vyalev,HealthCanada,FDA,532,17.47700394218134,2023-05-03,2024-10-16,HealthCanada -> FDA
vyepti,FDA,HealthCanada,325,10.676741130091983,2020-02-21,2021-01-11,FDA -> HealthCanada
vyloy,FDA,HealthCanada,56,1.8396846254927726,2024-10-18,2024-12-13,FDA -> HealthCanada
vyndamax,FDA,HealthCanada,798,26.21550591327201,2019-05-03,2021-07-09,FDA -> HealthCanada
vyndaqel,FDA,HealthCanada,262,8.607095926412615,2019-05-03,2020-01-20,FDA -> HealthCanada
vyvanse,FDA,HealthCanada,727,23.88304862023653,2007-02-23,2009-02-19,FDA -> HealthCanada
vyvgart,FDA,HealthCanada,641,21.057818659658345,2021-12-17,2023-09-19,FDA -> HealthCanada
vyxeos,FDA,HealthCanada,1365,44.842312746386334,2017-08-03,2021-04-29,FDA -> HealthCanada
vyzulta,FDA,HealthCanada,420,13.797634691195794,2017-11-02,2018-12-27,FDA -> HealthCanada
wakix,FDA,HealthCanada,224,7.35873850197109,2020-10-13,2021-05-25,FDA -> HealthCanada
wegovy,FDA,HealthCanada,391,12.844940867279893,2021-06-04,2022-06-30,FDA -> HealthCanada
welireg,FDA,HealthCanada,332,10.90670170827858,2021-08-13,2022-07-11,FDA -> HealthCanada
wellbutrin xl,FDA,HealthCanada,872,28.64651773981603,2003-08-28,2006-01-16,FDA -> HealthCanada
wezlana,FDA,HealthCanada,57,1.8725361366622864,2023-10-31,2023-12-27,FDA -> HealthCanada
winlevi,FDA,HealthCanada,1023,33.60709592641261,2020-08-26,2023-06-15,FDA -> HealthCanada
winrevair,FDA,HealthCanada,155,5.091984231274639,2024-03-26,2024-08-28,FDA -> HealthCanada
wixela inhub,FDA,HealthCanada,357,11.727989487516425,2019-01-30,2020-01-22,FDA -> HealthCanada
xalatan,FDA,HealthCanada,376,12.352168199737187,1996-06-05,1997-06-16,FDA -> HealthCanada
xalkori,FDA,HealthCanada,243,7.982917214191852,2011-08-26,2012-04-25,FDA -> HealthCanada
xarelto,HealthCanada,FDA,1019,33.47568988173456,2008-09-15,2011-07-01,HealthCanada -> FDA
xcopri,FDA,HealthCanada,1299,42.67411300919842,2019-11-21,2023-06-12,FDA -> HealthCanada
xeljanz,FDA,HealthCanada,527,17.31274638633377,2012-11-06,2014-04-17,FDA -> HealthCanada
xeljanz xr,FDA,HealthCanada,658,21.616294349540077,2016-02-23,2017-12-12,FDA -> HealthCanada
xenical,FDA,HealthCanada,41,1.3469119579500657,1999-04-23,1999-06-03,FDA -> HealthCanada
xenpozyme,FDA,HealthCanada,546,17.936925098554532,2022-08-31,2024-02-28,FDA -> HealthCanada
xeomin,HealthCanada,FDA,504,16.557161629434955,2009-03-13,2010-07-30,HealthCanada -> FDA
xerese,FDA,HealthCanada,1334,43.823915900131404,2009-07-31,2013-03-26,FDA -> HealthCanada
xermelo,FDA,HealthCanada,589,19.349540078843624,2017-02-28,2018-10-10,FDA -> HealthCanada
xiidra,FDA,HealthCanada,529,17.378449408672797,2016-07-11,2017-12-22,FDA -> HealthCanada
xofigo,FDA,HealthCanada,211,6.931668856767411,2013-05-15,2013-12-12,FDA -> HealthCanada
xofluza,FDA,HealthCanada,1177,38.66622864651774,2018-10-24,2022-01-13,FDA -> HealthCanada
xolair,FDA,HealthCanada,517,16.98423127463863,2003-06-20,2004-11-18,FDA -> HealthCanada
xospata,FDA,HealthCanada,390,12.81208935611038,2018-11-28,2019-12-23,FDA -> HealthCanada
xpovio,FDA,HealthCanada,1063,34.92115637319316,2019-07-03,2022-05-31,FDA -> HealthCanada
xtandi,FDA,HealthCanada,271,8.902759526938238,2012-08-31,2013-05-29,FDA -> HealthCanada
xyrem,FDA,HealthCanada,1115,36.629434954007884,2002-07-17,2005-08-05,FDA -> HealthCanada
xywav,FDA,HealthCanada,1038,34.09986859395532,2020-07-21,2023-05-25,FDA -> HealthCanada
yaz,FDA,HealthCanada,1013,33.27858081471748,2006-03-16,2008-12-23,FDA -> HealthCanada
yervoy,FDA,HealthCanada,313,10.282522996057818,2011-03-25,2012-02-01,FDA -> HealthCanada
yondelis,HealthCanada,FDA,1989,65.34165571616295,2010-05-13,2015-10-23,HealthCanada -> FDA
yuflyma,HealthCanada,FDA,515,16.918528252299605,2021-12-24,2023-05-23,HealthCanada -> FDA
zaditor,FDA,HealthCanada,332,10.90670170827858,1999-07-02,2000-05-29,FDA -> HealthCanada
zavesca,FDA,HealthCanada,244,8.015768725361367,2003-07-31,2004-03-31,FDA -> HealthCanada
zejula,FDA,HealthCanada,1976,64.91458607095926,2017-03-27,2022-08-24,FDA -> HealthCanada
zelboraf,FDA,HealthCanada,182,5.978975032851511,2011-08-17,2012-02-15,FDA -> HealthCanada
zeposia,FDA,HealthCanada,191,6.274638633377135,2020-03-25,2020-10-02,FDA -> HealthCanada
zepzelca,FDA,HealthCanada,471,15.473061760840999,2020-06-15,2021-09-29,FDA -> HealthCanada
zerbaxa,FDA,HealthCanada,285,9.362680683311432,2014-12-19,2015-09-30,FDA -> HealthCanada
zevtera,HealthCanada,FDA,3114,102.29960578186596,2015-09-24,2024-04-03,HealthCanada -> FDA
ziagen,FDA,HealthCanada,169,5.551905387647832,1998-12-17,1999-06-04,FDA -> HealthCanada
ziextenzo,FDA,HealthCanada,169,5.551905387647832,2019-11-04,2020-04-21,FDA -> HealthCanada
zilbrysq,FDA,HealthCanada,268,8.804204993429698,2023-10-17,2024-07-11,FDA -> HealthCanada
zinecard,FDA,HealthCanada,219,7.194480946123521,1995-05-26,1995-12-31,FDA -> HealthCanada
zirabev,HealthCanada,FDA,13,0.42706964520367935,2019-06-14,2019-06-27,HealthCanada -> FDA
zithromax,FDA,HealthCanada,249,8.180026281208935,1995-10-19,1996-06-24,FDA -> HealthCanada
zolinza,FDA,HealthCanada,979,32.16162943495401,2006-10-06,2009-06-11,FDA -> HealthCanada
zolmitriptan,FDA,HealthCanada,808,26.544021024967147,2013-05-14,2015-07-31,FDA -> HealthCanada
zoloft,HealthCanada,FDA,1437,47.20762155059133,1995-12-31,1999-12-07,HealthCanada -> FDA
zomig,FDA,HealthCanada,272,8.935611038107753,1997-11-25,1998-08-24,FDA -> HealthCanada
zoryve,FDA,HealthCanada,273,8.968462549277266,2022-07-29,2023-04-28,FDA -> HealthCanada
zyban,FDA,HealthCanada,442,14.520367936925098,1997-05-14,1998-07-30,FDA -> HealthCanada
zyclara,HealthCanada,FDA,84,2.759526938239159,2009-12-31,2010-03-25,HealthCanada -> FDA
zydelig,FDA,HealthCanada,247,8.114323258869907,2014-07-23,2015-03-27,FDA -> HealthCanada
zykadia,FDA,HealthCanada,332,10.90670170827858,2014-04-29,2015-03-27,FDA -> HealthCanada
zymar,FDA,HealthCanada,521,17.115637319316686,2003-03-28,2004-08-30,FDA -> HealthCanada
zyprexa,FDA,HealthCanada,28,0.9198423127463863,1996-09-30,1996-10-28,FDA -> HealthCanada
zyprexa zydis,FDA,HealthCanada,239,7.851511169513797,2000-04-06,2000-12-01,FDA -> HealthCanada
zytiga,FDA,HealthCanada,90,2.9566360052562417,2011-04-28,2011-07-27,FDA -> HealthCanada
