drug,from_agency,to_agency,lag_days,lag_months,from_date,to_date,agency_pair
poteligeo,PMDA,EMA,2423,79.59921156373193,2012-02-01,2018-09-20,PMDA -> EMA
poteligeo,EMA,TGA,839,27.562417871222074,2018-09-20,2021-01-06,EMA -> TGA
poteligeo,TGA,Swissmedic,238,7.818659658344283,2021-01-06,2021-09-01,TGA -> Swissmedic
pradaxa,EMA,PMDA,981,32.22733245729303,2008-03-18,2010-11-24,EMA -> PMDA
pradaxa,PMDA,TGA,156,5.124835742444152,2010-11-24,2011-04-29,PMDA -> TGA
praluent,EMA,TGA,295,9.69119579500657,2015-07-23,2016-05-13,EMA -> TGA
praluent,TGA,PMDA,14,0.45992115637319314,2016-05-13,2016-05-27,TGA -> PMDA
qinlock,TGA,EMA,433,14.224704336399475,2020-07-10,2021-09-16,TGA -> EMA
qinlock,EMA,Swissmedic,21,0.6898817345597897,2021-09-16,2021-10-07,EMA -> Swissmedic
refixia,EMA,PMDA,426,13.994743758212877,2017-03-23,2018-05-23,EMA -> PMDA
refixia,PMDA,TGA,467,15.341655716162943,2018-05-23,2019-09-02,PMDA -> TGA
regkirona,EMA,TGA,25,0.8212877792378449,2021-11-11,2021-12-06,EMA -> TGA
regkirona,TGA,Swissmedic,37,1.2155059132720105,2021-12-06,2022-01-12,TGA -> Swissmedic
repatha,EMA,PMDA,190,6.241787122207621,2015-05-21,2015-11-27,EMA -> PMDA
repatha,PMDA,TGA,979,32.16162943495401,2015-11-27,2018-08-02,PMDA -> TGA
revolade,EMA,TGA,113,3.712220762155059,2010-03-11,2010-07-02,EMA -> TGA
revolade,TGA,PMDA,55,1.8068331143232588,2010-07-02,2010-08-26,TGA -> PMDA
rinvoq,EMA,TGA,92,3.0223390275952693,2019-10-17,2020-01-17,EMA -> TGA
rinvoq,TGA,Swissmedic,3,0.09855453350854139,2020-01-17,2020-01-20,TGA -> Swissmedic
rinvoq,Swissmedic,PMDA,557,18.298291721419183,2020-01-20,2021-07-30,Swissmedic -> PMDA
ronapreve,PMDA,TGA,88,2.890932982917214,2021-07-19,2021-10-15,PMDA -> TGA
ronapreve,TGA,EMA,27,0.8869908015768725,2021-10-15,2021-11-11,TGA -> EMA
ronapreve,EMA,Swissmedic,42,1.3797634691195795,2021-11-11,2021-12-23,EMA -> Swissmedic
rozlytrek,PMDA,TGA,350,11.498028909329829,2019-05-30,2020-05-14,PMDA -> TGA
rozlytrek,TGA,EMA,14,0.45992115637319314,2020-05-14,2020-05-28,TGA -> EMA
rozlytrek,EMA,Swissmedic,161,5.289093298291721,2020-05-28,2020-11-05,EMA -> Swissmedic
rukobia,EMA,TGA,211,6.931668856767411,2020-12-10,2021-07-09,EMA -> TGA
rukobia,TGA,Swissmedic,81,2.6609724047306176,2021-07-09,2021-09-28,TGA -> Swissmedic
rybelsus,EMA,Swissmedic,54,1.773981603153745,2020-01-30,2020-03-24,EMA -> Swissmedic
rybelsus,Swissmedic,TGA,682,22.404730617608408,2020-03-24,2022-02-04,Swissmedic -> TGA
rybrevant,EMA,Swissmedic,98,3.219448094612352,2021-10-14,2022-01-20,EMA -> Swissmedic
rybrevant,Swissmedic,TGA,312,10.249671484888305,2022-01-20,2022-11-28,Swissmedic -> TGA
samsca,EMA,TGA,1022,33.5742444152431,2009-05-28,2012-03-15,EMA -> TGA
samsca,TGA,PMDA,711,23.35742444152431,2012-03-15,2014-02-24,TGA -> PMDA
saphnelo,EMA,TGA,98,3.219448094612352,2021-12-16,2022-03-24,EMA -> TGA
saphnelo,TGA,Swissmedic,160,5.256241787122208,2022-03-24,2022-08-31,TGA -> Swissmedic
sarclisa,Swissmedic,EMA,8,0.2628120893561104,2020-03-18,2020-03-26,Swissmedic -> EMA
sarclisa,EMA,TGA,34,1.1169513797634691,2020-03-26,2020-04-29,EMA -> TGA
sarclisa,TGA,PMDA,29,0.9526938239159001,2020-04-29,2020-05-28,TGA -> PMDA
scemblix,Swissmedic,EMA,14,0.45992115637319314,2022-06-09,2022-06-23,Swissmedic -> EMA
scemblix,EMA,TGA,21,0.6898817345597897,2022-06-23,2022-07-14,EMA -> TGA
shingrix,EMA,PMDA,36,1.1826544021024967,2018-01-25,2018-03-02,EMA -> PMDA
shingrix,PMDA,TGA,117,3.843626806833114,2018-03-02,2018-06-27,PMDA -> TGA
shingrix,TGA,Swissmedic,1198,39.35611038107753,2018-06-27,2021-10-07,TGA -> Swissmedic
signifor,EMA,TGA,648,21.28777923784494,2012-01-19,2013-10-28,EMA -> TGA
signifor,TGA,PMDA,1585,52.069645203679364,2013-10-28,2018-03-01,TGA -> PMDA
skyrizi,PMDA,EMA,6,0.19710906701708278,2019-02-22,2019-02-28,PMDA -> EMA
skyrizi,EMA,TGA,137,4.50065703022339,2019-02-28,2019-07-15,EMA -> TGA
sovaldi,EMA,TGA,221,7.260183968462549,2013-11-21,2014-06-30,EMA -> TGA
sovaldi,TGA,PMDA,248,8.147174770039422,2014-06-30,2015-03-05,TGA -> PMDA
spevigo,EMA,Swissmedic,300,9.85545335085414,2022-10-13,2023-08-09,EMA -> Swissmedic
spevigo,Swissmedic,TGA,27,0.8869908015768725,2023-08-09,2023-09-05,Swissmedic -> TGA
spikevax,Swissmedic,TGA,209,6.865965834428383,2021-01-12,2021-08-09,Swissmedic -> TGA
spikevax,TGA,PMDA,393,12.910643889618921,2021-08-09,2022-09-06,TGA -> PMDA
spinraza,EMA,PMDA,49,1.609724047306176,2017-04-21,2017-06-09,EMA -> PMDA
spinraza,PMDA,TGA,146,4.7963206307490145,2017-06-09,2017-11-02,PMDA -> TGA
spravato,EMA,Swissmedic,96,3.1537450722733245,2019-11-21,2020-02-25,EMA -> Swissmedic
spravato,Swissmedic,TGA,374,12.28646517739816,2020-02-25,2021-03-05,Swissmedic -> TGA
stelara,EMA,PMDA,739,24.277266754270695,2008-11-20,2010-11-29,EMA -> PMDA
stelara,PMDA,TGA,1533,50.36136662286465,2010-11-29,2015-02-09,PMDA -> TGA
stivarga,PMDA,EMA,106,3.4822601839684624,2013-03-13,2013-06-27,PMDA -> EMA
stivarga,EMA,TGA,152,4.993429697766097,2013-06-27,2013-11-26,EMA -> TGA
strensiq,PMDA,EMA,20,0.657030223390276,2015-06-05,2015-06-25,PMDA -> EMA
strensiq,EMA,TGA,201,6.603153745072273,2015-06-25,2016-01-12,EMA -> TGA
stribild,TGA,PMDA,34,1.1169513797634691,2013-02-07,2013-03-13,TGA -> PMDA
stribild,PMDA,EMA,8,0.2628120893561104,2013-03-13,2013-03-21,PMDA -> EMA
synflorix,EMA,TGA,1146,37.64783180026281,2009-01-22,2012-03-13,EMA -> TGA
synflorix,TGA,PMDA,1087,35.709592641261494,2012-03-13,2015-03-05,TGA -> PMDA
tabrecta,PMDA,Swissmedic,333,10.939553219448094,2020-05-28,2021-04-26,PMDA -> Swissmedic
tabrecta,Swissmedic,EMA,361,11.85939553219448,2021-04-26,2022-04-22,Swissmedic -> EMA
tafinlar,EMA,TGA,55,1.8068331143232588,2013-06-27,2013-08-21,EMA -> TGA
tafinlar,TGA,PMDA,894,29.369250985545335,2013-08-21,2016-02-01,TGA -> PMDA
tagrisso,EMA,PMDA,71,2.3324572930354797,2015-12-17,2016-02-26,EMA -> PMDA
tagrisso,PMDA,TGA,858,28.18659658344284,2016-02-26,2018-07-03,PMDA -> TGA
taltz,EMA,PMDA,95,3.1208935611038107,2016-02-25,2016-05-30,EMA -> PMDA
taltz,PMDA,TGA,94,3.088042049934297,2016-05-30,2016-09-01,PMDA -> TGA
talzenna,EMA,TGA,203,6.668856767411301,2019-04-26,2019-11-15,EMA -> TGA
talzenna,TGA,PMDA,1473,48.39027595269382,2019-11-15,2023-11-27,TGA -> PMDA
tavneos,PMDA,EMA,66,2.1681997371879107,2021-09-06,2021-11-11,PMDA -> EMA
tavneos,EMA,Swissmedic,312,10.249671484888305,2021-11-11,2022-09-19,EMA -> Swissmedic
tavneos,Swissmedic,TGA,120,3.9421813403416555,2022-09-19,2023-01-17,Swissmedic -> TGA
tecentriq,EMA,TGA,6,0.19710906701708278,2017-07-20,2017-07-26,EMA -> TGA
tecentriq,TGA,PMDA,103,3.383705650459921,2017-07-26,2017-11-06,TGA -> PMDA
tecvayli,EMA,Swissmedic,154,5.059132720105125,2022-07-21,2022-12-22,EMA -> Swissmedic
tecvayli,Swissmedic,TGA,162,5.321944809461235,2022-12-22,2023-06-02,Swissmedic -> TGA
tepmetko,PMDA,Swissmedic,482,15.83442838370565,2020-02-26,2021-06-22,PMDA -> Swissmedic
tepmetko,Swissmedic,EMA,177,5.814717477003942,2021-06-22,2021-12-16,Swissmedic -> EMA
tepmetko,EMA,TGA,26,0.8541392904073587,2021-12-16,2022-01-11,EMA -> TGA
tevimbra,EMA,Swissmedic,266,8.73850197109067,2023-07-20,2024-04-11,EMA -> Swissmedic
tevimbra,Swissmedic,TGA,43,1.4126149802890933,2024-04-11,2024-05-24,Swissmedic -> TGA
tibsovo,EMA,TGA,40,1.314060446780552,2023-02-23,2023-04-04,EMA -> TGA
tibsovo,TGA,Swissmedic,436,14.323258869908015,2023-04-04,2024-06-13,TGA -> Swissmedic
tivicay,EMA,TGA,57,1.8725361366622864,2013-11-21,2014-01-17,EMA -> TGA
tivicay,TGA,PMDA,42,1.3797634691195795,2014-01-17,2014-02-28,TGA -> PMDA
tremfya,EMA,PMDA,169,5.551905387647832,2017-09-14,2018-03-02,EMA -> PMDA
tremfya,PMDA,TGA,1056,34.69119579500657,2018-03-02,2021-01-21,PMDA -> TGA
trodelvy,TGA,Swissmedic,6,0.19710906701708278,2021-09-03,2021-09-09,TGA -> Swissmedic
trodelvy,Swissmedic,EMA,35,1.149802890932983,2021-09-09,2021-10-14,Swissmedic -> EMA
truqap,Swissmedic,EMA,37,1.2155059132720105,2024-03-19,2024-04-25,Swissmedic -> EMA
truqap,EMA,TGA,12,0.39421813403416556,2024-04-25,2024-05-07,EMA -> TGA
tukysa,Swissmedic,TGA,95,3.1208935611038107,2020-05-07,2020-08-10,Swissmedic -> TGA
tukysa,TGA,EMA,122,4.0078843626806835,2020-08-10,2020-12-10,TGA -> EMA
ultomiris,EMA,TGA,165,5.4204993429697765,2019-04-26,2019-10-08,EMA -> TGA
ultomiris,TGA,Swissmedic,104,3.416557161629435,2019-10-08,2020-01-20,TGA -> Swissmedic
uptravi,TGA,EMA,14,0.45992115637319314,2016-03-18,2016-04-01,TGA -> EMA
uptravi,EMA,PMDA,159,5.223390275952694,2016-04-01,2016-09-07,EMA -> PMDA
vabysmo,Swissmedic,EMA,57,1.8725361366622864,2022-05-25,2022-07-21,Swissmedic -> EMA
vabysmo,EMA,TGA,14,0.45992115637319314,2022-07-21,2022-08-04,EMA -> TGA
vafseo,PMDA,EMA,1000,32.8515111695138,2020-05-29,2023-02-23,PMDA -> EMA
vafseo,EMA,Swissmedic,116,3.8107752956636003,2023-02-23,2023-06-19,EMA -> Swissmedic
vafseo,Swissmedic,TGA,98,3.219448094612352,2023-06-19,2023-09-25,Swissmedic -> TGA
vaxneuvance,EMA,TGA,90,2.9566360052562417,2021-10-14,2022-01-12,EMA -> TGA
vaxneuvance,TGA,Swissmedic,398,13.074901445466491,2022-01-12,2023-02-14,TGA -> Swissmedic
vazkepa,EMA,TGA,643,21.12352168199737,2021-01-28,2022-11-02,EMA -> TGA
vazkepa,TGA,Swissmedic,20,0.657030223390276,2022-11-02,2022-11-22,TGA -> Swissmedic
veklury,PMDA,EMA,49,1.609724047306176,2020-05-07,2020-06-25,PMDA -> EMA
veklury,EMA,TGA,15,0.49277266754270693,2020-06-25,2020-07-10,EMA -> TGA
veklury,TGA,Swissmedic,138,4.533508541392904,2020-07-10,2020-11-25,TGA -> Swissmedic
velsipity,EMA,TGA,155,5.091984231274639,2023-12-14,2024-05-17,EMA -> TGA
velsipity,TGA,Swissmedic,116,3.8107752956636003,2024-05-17,2024-09-10,TGA -> Swissmedic
verquvo,PMDA,EMA,22,0.7227332457293035,2021-04-28,2021-05-20,PMDA -> EMA
verquvo,EMA,Swissmedic,125,4.106438896189225,2021-05-20,2021-09-22,EMA -> Swissmedic
verquvo,Swissmedic,TGA,49,1.609724047306176,2021-09-22,2021-11-10,Swissmedic -> TGA
victoza,EMA,PMDA,218,7.1616294349540075,2009-04-23,2009-11-27,EMA -> PMDA
victoza,PMDA,TGA,264,8.672798948751643,2009-11-27,2010-08-18,PMDA -> TGA
volibris,EMA,TGA,2850,93.62680683311432,2008-04-21,2016-02-09,EMA -> TGA
volibris,TGA,PMDA,1843,60.545335085413925,2016-02-09,2021-02-25,TGA -> PMDA
votrient,EMA,TGA,61,2.0039421813403417,2010-04-22,2010-06-22,EMA -> TGA
votrient,TGA,PMDA,807,26.511169513797633,2010-06-22,2012-09-06,TGA -> PMDA
voydeya,PMDA,EMA,76,2.4967148488830486,2023-12-08,2024-02-22,PMDA -> EMA
voydeya,EMA,Swissmedic,68,2.2339027595269383,2024-02-22,2024-04-30,EMA -> Swissmedic
vyepti,TGA,Swissmedic,124,4.073587385019711,2021-06-09,2021-10-11,TGA -> Swissmedic
vyepti,Swissmedic,EMA,31,1.0183968462549278,2021-10-11,2021-11-11,Swissmedic -> EMA
vyndaqel,EMA,PMDA,763,25.065703022339026,2011-07-21,2013-08-22,EMA -> PMDA
vyndaqel,PMDA,Swissmedic,2387,78.41655716162943,2013-08-22,2020-03-05,PMDA -> Swissmedic
vyvgart,PMDA,EMA,209,6.865965834428383,2021-11-26,2022-06-23,PMDA -> EMA
vyvgart,EMA,Swissmedic,833,27.365308804204993,2022-06-23,2024-10-03,EMA -> Swissmedic
wegovy,EMA,TGA,134,4.402102496714849,2021-11-11,2022-03-25,EMA -> TGA
wegovy,TGA,PMDA,308,10.11826544021025,2022-03-25,2023-01-27,TGA -> PMDA
welireg,TGA,Swissmedic,457,15.013140604467806,2022-12-20,2024-03-21,TGA -> Swissmedic
welireg,Swissmedic,EMA,266,8.73850197109067,2024-03-21,2024-12-12,Swissmedic -> EMA
xalkori,PMDA,EMA,141,4.6320630749014455,2012-02-29,2012-07-19,PMDA -> EMA
xalkori,EMA,TGA,432,14.19185282522996,2012-07-19,2013-09-24,EMA -> TGA
xarelto,EMA,TGA,1281,42.08278580814717,2008-09-30,2012-04-03,EMA -> TGA
xarelto,TGA,PMDA,3165,103.97503285151116,2012-04-03,2020-12-02,TGA -> PMDA
xeljanz,PMDA,TGA,671,22.043363994743757,2013-03-13,2015-01-13,PMDA -> TGA
xeljanz,TGA,EMA,744,24.441524310118265,2015-01-13,2017-01-26,TGA -> EMA
xenpozyme,PMDA,EMA,83,2.726675427069645,2022-02-25,2022-05-19,PMDA -> EMA
xenpozyme,EMA,TGA,459,15.078843626806833,2022-05-19,2023-08-21,EMA -> TGA
xenpozyme,TGA,Swissmedic,120,3.9421813403416555,2023-08-21,2023-12-19,TGA -> Swissmedic
xevudy,TGA,PMDA,38,1.2483574244415243,2021-08-20,2021-09-27,TGA -> PMDA
xevudy,PMDA,EMA,80,2.628120893561104,2021-09-27,2021-12-16,PMDA -> EMA
xevudy,EMA,Swissmedic,29,0.9526938239159001,2021-12-16,2022-01-14,EMA -> Swissmedic
xofluza,PMDA,Swissmedic,747,24.540078843626805,2018-02-02,2020-02-19,PMDA -> Swissmedic
xofluza,Swissmedic,TGA,2,0.0657030223390276,2020-02-19,2020-02-21,Swissmedic -> TGA
xofluza,TGA,EMA,265,8.705650459921156,2020-02-21,2020-11-12,TGA -> EMA
xospata,PMDA,EMA,386,12.680683311432325,2018-08-29,2019-09-19,PMDA -> EMA
xospata,EMA,TGA,189,6.2089356110381075,2019-09-19,2020-03-26,EMA -> TGA
xospata,TGA,Swissmedic,182,5.978975032851511,2020-03-26,2020-09-24,TGA -> Swissmedic
zejula,EMA,TGA,652,21.419185282522996,2017-09-14,2019-06-28,EMA -> TGA
zejula,TGA,PMDA,434,14.257555847568987,2019-06-28,2020-09-04,TGA -> PMDA
zeposia,EMA,TGA,112,3.679369250985545,2020-03-26,2020-07-16,EMA -> TGA
zeposia,TGA,Swissmedic,26,0.8541392904073587,2020-07-16,2020-08-11,TGA -> Swissmedic
zolgensma,EMA,TGA,335,11.005256241787121,2020-03-26,2021-02-24,EMA -> TGA
zolgensma,TGA,Swissmedic,124,4.073587385019711,2021-02-24,2021-06-28,TGA -> Swissmedic
zykadia,EMA,PMDA,365,11.990801576872535,2015-02-26,2016-02-26,EMA -> PMDA
zykadia,PMDA,TGA,32,1.0512483574244416,2016-02-26,2016-03-29,PMDA -> TGA
