Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency,DRUG_CODE
oral,,,approved,healthcanada,approved,13.06.2008,2008,diseases of the nervous system,,,small molecule,pro-levetiracetam - 750,"indications pro - levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult (> 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the s afety and efficacy of levetiracetam in pediatric patients ha s not been established ; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics , special populations and conditions, pediatrics ) . 1.2 geriatrics geriatrics ( ≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment , geriatrics and 10.3 pharmaco kinetics, special populations and conditions, geriatrics ). 2",,,<epilepsy>,pro doc limitee,pro doc,02311399,levetiracetam,,,tablet,,,HealthCanada,79697.0
oral,,,approved,healthcanada,approved,16.06.2010,2010,diseases of the nervous system,,,small molecule,levetiracetam,"indications levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult (> 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the s af ety and efficacy of levetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics , special populations and conditions, pediatrics ) . 1.2 geriatrics geriatrics ( ≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment, geriatric s and 10.3 pharmacokinetics , special populations and conditions, geriatrics ) . 2",,,<epilepsy>,sanis health inc,sanis,02353342,levetiracetam,,,tablet,,,HealthCanada,83854.0
oral,,,approved,healthcanada,approved,16.06.2010,2010,diseases of the nervous system,,,small molecule,levetiracetam,"indications levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult (> 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the s af ety and efficacy of levetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics , special populations and conditions, pediatrics ) . 1.2 geriatrics geriatrics ( ≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment, geriatric s and 10.3 pharmacokinetics , special populations and conditions, geriatrics ) . 2",,,<epilepsy>,sanis health inc,sanis,02353350,levetiracetam,,,tablet,,,HealthCanada,83855.0
oral,,,approved,healthcanada,approved,16.06.2010,2010,diseases of the nervous system,,,small molecule,levetiracetam,"indications levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult (> 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the s af ety and efficacy of levetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics , special populations and conditions, pediatrics ) . 1.2 geriatrics geriatrics ( ≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment, geriatric s and 10.3 pharmacokinetics , special populations and conditions, geriatrics ) . 2",,,<epilepsy>,sanis health inc,sanis,02353369,levetiracetam,,,tablet,,,HealthCanada,83856.0
oral,,,approved,healthcanada,approved,26.10.2011,2011,diseases of the nervous system,,,small molecule,auro-levetiracetam,"indications auro -levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult ( > 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the safety and efficacy of levetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics, special populations and conditions, pediatrics ). 1.2 geriatrics geriatrics (≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment, geriatrics and 10.3 pharmacokinetics, special populations and conditions, geriatrics ). 2",,,<epilepsy>,auro pharma inc,auro,02375249,levetiracetam,,,tablet,,,HealthCanada,86064.0
oral,,,approved,healthcanada,approved,26.10.2011,2011,diseases of the nervous system,,,small molecule,auro-levetiracetam,"indications auro -levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult ( > 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the safety and efficacy of levetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics, special populations and conditions, pediatrics ). 1.2 geriatrics geriatrics (≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment, geriatrics and 10.3 pharmacokinetics, special populations and conditions, geriatrics ). 2",,,<epilepsy>,auro pharma inc,auro,02375257,levetiracetam,,,tablet,,,HealthCanada,86065.0
oral,,,approved,healthcanada,approved,26.10.2011,2011,diseases of the nervous system,,,small molecule,auro-levetiracetam,"indications auro -levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult ( > 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the safety and efficacy of levetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics, special populations and conditions, pediatrics ). 1.2 geriatrics geriatrics (≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment, geriatrics and 10.3 pharmacokinetics, special populations and conditions, geriatrics ). 2",,,<epilepsy>,auro pharma inc,auro,02375265,levetiracetam,,,tablet,,,HealthCanada,86066.0
oral,,,approved,healthcanada,approved,17.01.2013,2013,diseases of the nervous system,,,small molecule,ach-levetiracetam,"indications ach -levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult ( > 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the safety and efficacy of levetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics , special populations and conditions , pediatrics ). 1.2 geriatrics geriatrics (≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment , geriatrics and 10.3 pharmacokinetics , special populations and conditions , geriatrics ). 2",,,<epilepsy>,accord healthcare inc,accord,02399776,levetiracetam,,,tablet,,,HealthCanada,88462.0
oral,,,approved,healthcanada,approved,17.01.2013,2013,diseases of the nervous system,,,small molecule,ach-levetiracetam,"indications ach -levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult ( > 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the safety and efficacy of levetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics , special populations and conditions , pediatrics ). 1.2 geriatrics geriatrics (≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment , geriatrics and 10.3 pharmacokinetics , special populations and conditions , geriatrics ). 2",,,<epilepsy>,accord healthcare inc,accord,02399784,levetiracetam,,,tablet,,,HealthCanada,88463.0
oral,,,approved,healthcanada,approved,17.01.2013,2013,diseases of the nervous system,,,small molecule,ach-levetiracetam,"indications ach -levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult ( > 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the safety and efficacy of levetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics , special populations and conditions , pediatrics ). 1.2 geriatrics geriatrics (≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment , geriatrics and 10.3 pharmacokinetics , special populations and conditions , geriatrics ). 2",,,<epilepsy>,accord healthcare inc,accord,02399792,levetiracetam,,,tablet,,,HealthCanada,88464.0
oral,,,approved,healthcanada,approved,26.06.2015,2015,diseases of the nervous system,,,small molecule,nat-levetiracetam,"indications nat -levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult ( ≥ 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the s afety and efficacy of levetiracetam in pediatric patients ha s not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics, special populations and conditions, pediatrics ). 1.2 geriatrics geriatrics ( ≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatri c population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment , geriatrics and 10.3 pharmacokinetics , special populations and conditions, geriatrics ). 2",,,<epilepsy>,natco pharma (canada) inc,natco,02440202,levetiracetam,,,tablet,,,HealthCanada,92458.0
oral,,,approved,healthcanada,approved,26.06.2015,2015,diseases of the nervous system,,,small molecule,nat-levetiracetam,"indications nat -levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult ( ≥ 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the s afety and efficacy of levetiracetam in pediatric patients ha s not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics, special populations and conditions, pediatrics ). 1.2 geriatrics geriatrics ( ≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatri c population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment , geriatrics and 10.3 pharmacokinetics , special populations and conditions, geriatrics ). 2",,,<epilepsy>,natco pharma (canada) inc,natco,02440210,levetiracetam,,,tablet,,,HealthCanada,92459.0
oral,,,approved,healthcanada,approved,26.06.2015,2015,diseases of the nervous system,,,small molecule,nat-levetiracetam,"indications nat -levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult ( ≥ 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the s afety and efficacy of levetiracetam in pediatric patients ha s not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics, special populations and conditions, pediatrics ). 1.2 geriatrics geriatrics ( ≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatri c population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment , geriatrics and 10.3 pharmacokinetics , special populations and conditions, geriatrics ). 2",,,<epilepsy>,natco pharma (canada) inc,natco,02440229,levetiracetam,,,tablet,,,HealthCanada,92460.0
oral,,,approved,healthcanada,approved,03.11.2016,2016,diseases of the nervous system,,,small molecule,mint-levetiracetam,"indications mint -levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult (≥ 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the safety and efficacy of levetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics, special populations and conditions, pediatrics ). 1.2 geriatrics geriatrics (≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment, geriatrics and 10.3 pharmacokinetics , special populations and conditions, geriatrics ). 2",,,<epilepsy>,mint pharmaceuticals inc,mint,02442388,levetiracetam,,,tablet,,,HealthCanada,92674.0
oral,,,approved,healthcanada,approved,03.11.2016,2016,diseases of the nervous system,,,small molecule,mint-levetiracetam,"indications mint -levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult (≥ 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the safety and efficacy of levetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics, special populations and conditions, pediatrics ). 1.2 geriatrics geriatrics (≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment, geriatrics and 10.3 pharmacokinetics , special populations and conditions, geriatrics ). 2",,,<epilepsy>,mint pharmaceuticals inc,mint,02442396,levetiracetam,,,tablet,,,HealthCanada,92675.0
oral,,,approved,healthcanada,approved,03.11.2016,2016,diseases of the nervous system,,,small molecule,mint-levetiracetam,"indications mint -levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult (≥ 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the safety and efficacy of levetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics, special populations and conditions, pediatrics ). 1.2 geriatrics geriatrics (≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment, geriatrics and 10.3 pharmacokinetics , special populations and conditions, geriatrics ). 2",,,<epilepsy>,mint pharmaceuticals inc,mint,02442418,levetiracetam,,,tablet,,,HealthCanada,92676.0
oral,,,approved,healthcanada,approved,21.07.2015,2015,diseases of the nervous system,,,small molecule,levetiracetam,"indications levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult ( > 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the safety and efficacy of levetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics, special populations and conditions, pediatrics ). 1.2 geriatrics geriatrics (≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment, geriatrics and 10.3 pharmacokinetics, special populations and conditions, geriatrics ). 2",,,<epilepsy>,sivem pharmaceuticals ulc,sivem,02442531,levetiracetam,,,tablet,,,HealthCanada,92688.0
oral,,,approved,healthcanada,approved,22.07.2015,2015,diseases of the nervous system,,,small molecule,levetiracetam,"indications levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult ( > 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the safety and efficacy of levetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics, special populations and conditions, pediatrics ). 1.2 geriatrics geriatrics (≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment, geriatrics and 10.3 pharmacokinetics, special populations and conditions, geriatrics ). 2",,,<epilepsy>,sivem pharmaceuticals ulc,sivem,02442558,levetiracetam,,,tablet,,,HealthCanada,92689.0
oral,,,approved,healthcanada,approved,22.07.2015,2015,diseases of the nervous system,,,small molecule,levetiracetam,"indications levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult ( > 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the safety and efficacy of levetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics, special populations and conditions, pediatrics ). 1.2 geriatrics geriatrics (≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment, geriatrics and 10.3 pharmacokinetics, special populations and conditions, geriatrics ). 2",,,<epilepsy>,sivem pharmaceuticals ulc,sivem,02442566,levetiracetam,,,tablet,,,HealthCanada,92690.0
oral,,,approved,healthcanada,approved,03.03.2017,2017,diseases of the nervous system,,,small molecule,sandoz levetiracetam,"indications sandoz levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult (> 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the safety and efficacy of sandoz levetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics , special populations and conditions, pediatrics ). 1.2 geriat rics geriatrics (≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment, geriatric s and 10.3 pharm acokinetics , special populations and conditions, geriatrics ). 2",,,<epilepsy>,sandoz canada incorporated,sandoz,02461986,levetiracetam,,,tablet,,,HealthCanada,94973.0
oral,,,approved,healthcanada,approved,03.03.2017,2017,diseases of the nervous system,,,small molecule,sandoz levetiracetam,"indications sandoz levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult (> 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the safety and efficacy of sandoz levetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics , special populations and conditions, pediatrics ). 1.2 geriat rics geriatrics (≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment, geriatric s and 10.3 pharm acokinetics , special populations and conditions, geriatrics ). 2",,,<epilepsy>,sandoz canada incorporated,sandoz,02461994,levetiracetam,,,tablet,,,HealthCanada,94974.0
oral,,,approved,healthcanada,approved,03.03.2017,2017,diseases of the nervous system,,,small molecule,sandoz levetiracetam,"indications sandoz levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult (> 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the safety and efficacy of sandoz levetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics , special populations and conditions, pediatrics ). 1.2 geriat rics geriatrics (≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment, geriatric s and 10.3 pharm acokinetics , special populations and conditions, geriatrics ). 2",,,<epilepsy>,sandoz canada incorporated,sandoz,02462001,levetiracetam,,,tablet,,,HealthCanada,94975.0
oral,,,approved,healthcanada,approved,03.03.2017,2017,diseases of the nervous system,,,small molecule,sandoz levetiracetam,"indications sandoz levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult (> 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the safety and efficacy of sandoz levetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics , special populations and conditions, pediatrics ). 1.2 geriat rics geriatrics (≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment, geriatric s and 10.3 pharm acokinetics , special populations and conditions, geriatrics ). 2",,,<epilepsy>,sandoz canada incorporated,sandoz,02462028,levetiracetam,,,tablet,,,HealthCanada,94976.0
oral,,,approved,healthcanada,approved,30.01.2019,2019,diseases of the nervous system,,,small molecule,ag-levetiracetam,"indications ag - levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult ( > 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the safety and efficacy of l evetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics, special populations and conditions , pediatrics). 1.2 geriatrics geriatrics ( ≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment, geriatrics and 10.3 pharmacokinetics, special populations and conditions, geriatrics ). 2",,,<epilepsy>,angita pharma inc.,angita,02485192,levetiracetam,,,tablet,,,HealthCanada,97544.0
oral,,,approved,healthcanada,approved,30.01.2019,2019,diseases of the nervous system,,,small molecule,ag-levetiracetam,"indications ag - levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult ( > 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the safety and efficacy of l evetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics, special populations and conditions , pediatrics). 1.2 geriatrics geriatrics ( ≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment, geriatrics and 10.3 pharmacokinetics, special populations and conditions, geriatrics ). 2",,,<epilepsy>,angita pharma inc.,angita,02485206,levetiracetam,,,tablet,,,HealthCanada,97545.0
oral,,,approved,healthcanada,approved,30.01.2019,2019,diseases of the nervous system,,,small molecule,ag-levetiracetam,"indications ag - levetiracetam (levetiracetam) is indicated as adjunctive therapy in the management of adult ( > 18 years of age) patients with epilepsy who are not satisfactorily controlled by conventional therapy. 1.1 pediatrics pediatrics (< 18 years of age): based on the data submitted and reviewed by health canada, the safety and efficacy of l evetiracetam in pediatric patients has not been established; therefore, health canada has not authorized an indication for pediatric use (see 7.1.3 pediatrics and 10.3 pharmacokinetics, special populations and conditions , pediatrics). 1.2 geriatrics geriatrics ( ≥ 65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety or efficacy (see 7.1.4 geriatrics , 4.2 recommended dose and dosage adjustment, geriatrics and 10.3 pharmacokinetics, special populations and conditions, geriatrics ). 2",,,<epilepsy>,angita pharma inc.,angita,02485214,levetiracetam,,,tablet,,,HealthCanada,97546.0
