Generic Name,Trade Name,Date Designated,Orphan Designation,Orphan Designation Status,Date Designation Withdrawn or Revoked,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,"Exclusivity Protected Indication * (Shown for approvals from Jan. 1, 2013, to the present)",Sponsor Company,Sponsor Address 1,Sponsor Address 2,Sponsor City,Sponsor State,Sponsor Zip,Sponsor Country,CF Grid Key
luspatercept-aamt,Reblozyl,03/18/2013,Treatment of myelodysplastic syndrome,Designated/Approved,,,treatment of anemia without previous erythropoiesis stimulating agent use (ESA-naive) in adult patients with very low- to intermediate-risk myelodysplastic syndromes (MDS) who may require regular red blood cell (RBC) transfusions,08/28/2023,08/28/2030,treatment of anemia without previous erythropoiesis stimulating agent use (ESA-naive) in adult patients with very low- to intermediate-risk myelodysplastic syndromes (MDS) who may require regular red blood cell (RBC) transfusions,"Celgene Corporation, a Bristol-Myers Squibb Company",86 Morris Avenue,,Summit,New Jersey,' 07901 ' ,United States,387112.0
Luspatercept-aamt,REBLOZYL,2013-11-03 00:00:00,Treatment of B-thalassemia,Designated/Approved,,,REBLOZYL is indicated for the treatment of anemia in adult patients with beta thalassemia who require regular red blood cell (RBC) transfusions.,2019-08-11 00:00:00,2026-08-11 00:00:00,Indicated for the treatment of anemia in adult patients with beta thalassemia who require regular red blood cell (RBC) transfusions.,Celgene Corporation,86 Morris Avenue,,Summit,New Jersey,' 07901 ' ,United States,389813.0
lutetium Lu 177 dotatate,Lutathera,2009-12-01 00:00:00,Treatment of gastro-entero-pancreatic neuroendocrine tumors,Designated/Approved,,,"treatment of adult and pediatric patients 12 years and older with somatostatin receptor-positive gastroenteropancreatic neuroendocrine tumors (GEP-NETs), including foregut, midgut, and hindgut neuroendocrine tumors",04/23/2024,04/23/2031,"treatment of pediatric patients 12 years and older with somatostatin receptor-positive gastroenteropancreatic neuroendocrine tumors (GEP-NETs), including foregut, midgut, and hindgut neuroendocrine tumors",Advanced Accelerator Applications,57 East Willow Street,,Millburn,New Jersey,' 07041 ' ,United States,271008.0
macitentan,Opsumit,2009-03-09 00:00:00,Treatment of pulmonary arterial hypertension,Designated/Approved,,,"Treatment of pulmonary arterial hypertension (PAH, WHO Group 1) to delay disease progression. Disease progression included: death, initiation of intravenous (IV) or subcutaneous prostanoids, or clinical worsening of PAH (decreased 6-minute walk distance, worsened PAH symptoms and need for additional PAH treatment). Opsumit also reduced hospitalization for PAH.",10/18/2013,10/18/2020,"Treatment of pulmonary arterial hypertension (PAH, WHO Group 1) to delay disease progression. Disease progression included: death, initiation of intravenous (IV) or subcutaneous prostanoids, or clinical worsening of PAH (decreased 6-minute walk distance, worsened PAH symptoms and need for additional PAH treatment). Opsumit also reduced hospitalization for PAH.",Actelion Pharmaceuticals Ltd,Gewerbestrasse 16,,Allschwil,,' ' ,Switzerland,282209.0
macitentan and tadalafil,Opsynvi,10/19/2016,Treatment of pulmonary arterial hypertension,Designated/Approved,,,"chronic treatment of adults with pulmonary arterial hypertension (PAH, WHO Group I and WHO Functional Class (FC) II-III)",03/22/2024,03/22/2031,"chronic treatment of adults with pulmonary arterial hypertension (PAH, WHO Group I and WHO Functional Class (FC) II-III)","Actelion Pharmaceuticals US, Inc.","1125 Trenton-Harbourton Road,",1st Floor/B-Wing,Titusville,New Jersey,' 08560 ' ,United States,509615.0
MANNITOL,Bronchitol,2005-11-02 00:00:00,For use to facilitate clearance of mucus in patients with bronchiectasis and in patients with cystic fibrosis at risk for bronchiectasis,Designated/Approved,,,as add-on maintenance therapy to improve pulmonary function in adult patients 18 years of age and older with cystic fibrosis. Use Bronchitol only for adults who have passed the Bronchitol Tolerance Test.,10/30/2020,10/30/2027,as add-on maintenance therapy to improve pulmonary function in adult patients 18 years of age and older with cystic fibrosis and who have passed the Bronchitol Tolerance Test,Pharmaxis Europe Limited,"76 Furze Road, Dublin 18","Sandyford Business Park, Suite 108, Q house",Dublin,,' D18 AY29 ' ,Ireland,198704.0
maralixibat,Livmarli,2013-04-09 00:00:00,Treatment of progressive familial intrahepatic cholestasis,Designated/Approved,,,treatment of cholestatic pruritus in patients 12 months of age and older with progressive familial intrahepatic cholestasis (PFIC),07/24/2024,07/24/2031,treatment of cholestatic pruritus in patients 12 months of age to less than 5 years of age with progressive familial intrahepatic cholestasis (PFIC),"Mirum Pharmaceuticals, Inc.","989 E Hillsdale Blvd., Suite 300",,Foster City,California,' 94404 ' ,United States,406013.0
maralixibat,Livmarli,2013-04-09 00:00:00,Treatment of alagille syndrome,Designated/Approved,,,treatment of cholestatic pruritus in patients with Alagille syndrome (ALGS) 3 months of age and older,03/13/2023,03/13/2030,treatment of cholestatic pruritus in patients 3 months of age to less than 1 year of age with Alagille syndrome (ALGS),"Mirum Pharmaceuticals, Inc.","989 E Hillsdale Blvd., Suite 300",,Foster City,California,' 94404 ' ,United States,401513.0
maralixibat,Livmarli,2013-04-09 00:00:00,Treatment of alagille syndrome,Designated/Approved,,,Treatment of cholestatic pruritus in patients with Alagille syndrome (ALGS) 1 year of age and older,09/29/2021,09/29/2028,Treatment of cholestatic pruritus in patients with Alagille syndrome (ALGS) 1 year of age and older,"Mirum Pharmaceuticals, Inc.","989 E Hillsdale Blvd., Suite 300",,Foster City,California,' 94404 ' ,United States,401513.0
maralixibat,Livmarli,2013-04-09 00:00:00,Treatment of progressive familial intrahepatic cholestasis,Designated/Approved,,,treatment of cholestatic pruritus in patients 5 years of age and older with progressive familial intrahepatic cholestasis (PFIC),03/13/2024,03/13/2031,treatment of cholestatic pruritus in patients 5 years of age and older with progressive familial intrahepatic cholestasis (PFIC),"Mirum Pharmaceuticals, Inc.","989 E Hillsdale Blvd., Suite 300",,Foster City,California,' 94404 ' ,United States,406013.0
maribavir,Livtencity,2011-07-06 00:00:00,Treatment of clinically significant cytomegalovirus viremia and disease in at-risk patients.,Designated/Approved,,,"Treatment of adults and pediatric patients (12 years of age and older and weighing at least 35 kg) with post-transplant cytomegalovirus (CMV) infection/disease that is refractory to treatment (with or without genotypic resistance) with ganciclovir, valganciclovir, cidofovir or foscarnet",11/23/2021,11/23/2028,"Treatment of adults and pediatric patients (12 years of age and older and weighing at least 35 kg) with post-transplant cytomegalovirus (CMV) infection/disease that is refractory to treatment (with or without genotypic resistance) with ganciclovir, valganciclovir, cidofovir or foscarnet","Takeda Pharmaceuticals U.S.A., Inc.",500 Kendall Street,,Cambridge,Massachusetts,' 02142 ' ,United States,332210.0
marstacimab-hncq,Hympavzi,05/18/2016,"Treatment of hemophilia A and hemophilia B patients with or without inhibitors, which includes routine prophylaxis to prevent or reduce the frequency of bleeding in hemophilia A and hemophilia B patients.",Designated/Approved,,,"routine prophylaxis to prevent or reduce the frequency of bleeding episodes in adult and pediatric patients 12 years of age and older with hemophilia A (congenital factor VIII deficiency) without factor VIII inhibitors, or hemophilia B (congenital factor IX deficiency) without factor IX inhibitors",2024-11-10 00:00:00,2031-11-10 00:00:00,"routine prophylaxis to prevent or reduce the frequency of bleeding episodes in adult and pediatric patients 12 years of age and older with hemophilia A (congenital factor VIII deficiency) without factor VIII inhibitors, or hemophilia B (congenital factor IX deficiency) without factor IX inhibitors",Pfizer Inc.,66 Hudson Boulevard East,,New York,New York,' 10001 ' ,United States,521916.0
mavacamten,Camzyos,04/27/2016,Treatment of symptomatic hypertrophic cardiomyopathy,Designated/Approved,,,Treatment of adults with symptomatic New York Heart Association (NYHA) class II-III obstructive hypertrophic cardiomyopathy (HCM) to improve functional capacity and symptoms,04/28/2022,04/28/2029,Treatment of adults with symptomatic New York Heart Association (NYHA) class II-III obstructive hypertrophic cardiomyopathy (HCM) to improve functional capacity and symptoms,"MyoKardia, Inc. (A Wholly-Owned Subsidiary of Bristol Myers Squibb)",1000 Sierra Point Parkway,,Brisbane,California,' 94005 ' ,United States,515015.0
mavorixafor,Xolremdi,2018-10-10 00:00:00,"Treatment of warts, hypogammaglobulinemia, infections, and myelokathexis (WHIM) syndrome",Designated/Approved,,,"to increase the number of circulating mature neutrophils and lymphocytes in patients 12 years of age and older with WHIM syndrome (warts, hypogammaglobulinemia, infections and myelokathexis)",04/26/2024,04/26/2031,"to increase the number of circulating mature neutrophils and lymphocytes in patients 12 years of age and older with WHIM syndrome (warts, hypogammaglobulinemia, infections and myelokathexis)","X4 Pharmaceuticals, Inc.",1 Broadway,14th Floor,Cambridge,Massachusetts,' 02142 ' ,United States,500115.0
Mecasermin,Increlex,1995-12-12 00:00:00,Treatment of growth hormone insensitivity syndrome.,Designated/Approved,,,Long-term treatment of growth failure in children with severe primary IGF-1 deficiency (Primary IGFD) or with growth hormone (GH) gene deletion who have developed neutralizing antibodies to growth hormone.,08/30/2005,08/30/2012,,"Eton Pharmaceuticals, Inc.","21925 W. Field Parkway, Suite 235",,Deer Park,Illinois,' 60010 ' ,United States,93695.0
mecasermin rinfabate,Iplex,05/17/2002,Treatment of growth hormone insensitivity syndrome (GHIS),Designated/Approved,,,Treatment of growth failure in children with severe primary IGF-1 deficiency (Primary IGFD) or with growth hormone (GH) gene deletion who have developed neutralizing antibodies to growth hormone,2005-12-12 00:00:00,2012-12-12 00:00:00,,"Insmed, Inc.",10 Finderne Ave,Building 10,Bridgewater,New Jersey,' 08807 ' ,United States,156302.0
meclorethamine,Valchlor,08/17/2004,Treatment of mycosis fungoides,Designated/Approved,,,Topical treatment of Stage 1A and 1B mycosis fungoides-type cutaneous T-cell lymphoma in patients who have received prior skin-directed therapy.,08/23/2013,08/23/2020,Topical treatment of Stage 1A and 1B mycosis fungoides-type cutaneous T-cell lymphoma in patients who have received prior skin-directed therapy.,Helsinn Birex Pharmaceuticals Ltd.,Damastown,,Mulhuddart,County Dublin,' ' ,Ireland,188404.0
mefloquine HCL,Lariam,04/13/1988,"For use in the treatment of acute malaria due to Plasmodium falciparum and Plasmodium vivax, and for the prophylaxis of Plasmodium falciparum malaria which is resistant to other available drugs",Designated/Approved/Designation Withdrawn or Revoked,09/18/2024,,Prophylaxis of Plasmodium falciparum malaria which is resistant to other available drugs,1989-03-05 00:00:00,1996-03-05 00:00:00,,"Hoffmann-La Roche, Inc.",340 Kingsland Street,,Nutley,New Jersey,' 07110 ' ,United States,26287.0
mefloquine HCL,Lariam,04/13/1988,"For use in the treatment of acute malaria due to Plasmodium falciparum and Plasmodium vivax, and for the prophylaxis of Plasmodium falciparum malaria which is resistant to other available drugs",Designated/Approved/Designation Withdrawn or Revoked,09/18/2024,,Treatment of acute malaria due to Plasmodium falciparum and Plasmodium vivax,1989-02-05 00:00:00,1996-02-05 00:00:00,,"Hoffmann-La Roche, Inc.",340 Kingsland Street,,Nutley,New Jersey,' 07110 ' ,United States,26287.0
Megestrol acetate,Megace,04/13/1988,"Treatment of patients with anorexia, cachexia, or significant weight loss (=/>10% of baseline body weight) and confirmed diagnosis of AIDS.",Designated/Approved,,,"Treatment of anorexia, cachexia, or an unexplained significant weight loss in patients with a diagnosis of acquired immune deficiency syndrome.",1993-10-09 00:00:00,2000-10-09 00:00:00,,Bristol-Myers Squibb Pharmaceutical Research Institute,2400 West Lloyd Expressway,,Evansville,Indiana,' 47721 ' ,United States,26187.0
meloxicam,Mobic,11/22/2002,Treatment of juvenile rheumatoid arthritis,Designated/Approved,,,For relief of the signs and symptoms of pauciarticular or polyarticular course Juvenile Rheumatoid Arthritis in patients 2 years of age or older,2005-11-08 00:00:00,2012-11-08 00:00:00,,"Boehringer Ingelheim Pharmaceuticals, Inc.",900 Ridgebury Road,P. O. Box 368,Ridgefield,Connecticut,' 06877 ' ,United States,160602.0
melphalan,Hepzato,2008-12-11 00:00:00,Treatment of patients with ocular (uveal) melanoma.,Designated/Approved,,,"as a liver-directed treatment for adult patients with uveal melanoma with unresectable hepatic metastases affecting less than 50% of the liver and no extrahepatic disease or extrahepatic disease limited to the bone, lymph nodes, subcutaneous tissues, or lung that is amenable to resection or radiation",08/14/2023,08/14/2030,"as a liver-directed treatment for adult patients with uveal melanoma with unresectable hepatic metastases affecting less than 50% of the liver and no extrahepatic disease or extrahepatic disease limited to the bone, lymph nodes, subcutaneous tissues, or lung that is amenable to resection or radiation","Delcath Systems, Inc.","1633 Broadway, 22nd Floor",,New York,New York,' 10019 ' ,United States,271708.0
melphalan,EVOMELA,11/24/2008,High dose conditioning treatment prior to hematopoietic progenitor (stem) cell transplantation,Designated/Approved,,,for high-dose conditioning treatment prior to hematopoietic progenitor (stem) cell transplantation in patients with multiple myeloma,2016-10-03 00:00:00,2023-10-03 00:00:00,for high-dose conditioning treatment prior to hematopoietic progenitor (stem) cell transplantation in patients with multiple myeloma,Acrotech Biopharma LLC,279 Princeton Hightstown Road,,East Windsor,New Jersey,' 08520 ' ,United States,270008.0
mepolizumab,NUCALA,07/14/2011,Treatment of Churg-Strauss Syndrome,Designated/Approved,,,Treatment of adult patients with Eosinophilic Granulomatosis Polyangiitis (EGPA),2017-12-12 00:00:00,2024-12-12 00:00:00,Treatment of adult patients with Eosinophilic Granulomatosis Polyangiitis (EGPA),GlaxoSmithKline LLC,Corporation Service Company,1250 S. Collegeville Rd.,Collegeville,Pennsylvania,' 19426 ' ,United States,345111.0
mepolizumab,NUCALA,05/28/2004,Treatment of hypereosinophilic syndrome,Designated/Approved,,,treatment of adult and pediatric patients aged 12 years and older with hypereosinophilic syndrome (HES) for > or = 6 months without an identifiable non-hematologic secondary cause,09/25/2020,09/25/2027,treatment of adult and pediatric patients aged 12 years and older with hypereosinophilic syndrome (HES) for > or = 6 months without an identifiable non-hematologic secondary cause,GlaxoSmithKline LLC,1250 S. Collegeville Road,,Collegeville,Pennsylvania,' 19426 ' ,United States,182103.0
mepolizumab,NUCALA,07/14/2011,Treatment of Churg-Strauss Syndrome,Designated/Approved,,,NUCALA prefilled autoinjector and single syringe device is indicated for the treatment of adult patients with eosinophilic granulomatosis with polyangiitis (EGPA).,2019-06-06 00:00:00,,,GlaxoSmithKline LLC,Corporation Service Company,1250 S. Collegeville Rd.,Collegeville,Pennsylvania,' 19426 ' ,United States,345111.0
mercaptopurine oral solution,Purixan,08/20/2012,Treatment of acute lymphoblastic leukemia in pediatric patients,Designated/Approved,,,Treatment of patients with acute lymphoblastic leukemia as part of a combination regimen.,04/28/2014,04/28/2021,Treatment of patients with acute lymphoblastic leukemia as part of a combination regimen (in pediatric patients).,Nova Laboratories Limited,Martin House,,Leicester,Wigston,' ' ,United Kingdom,373512.0
mesalamine; 5-aminosalicylic acid,Lialda,02/27/2008,Treatment of ulcerative colitis in pediatric patients (revised indication 10/21/2010).,Designated/Approved,,,Lialda (mesalamine) is indicated for the treatment of mildly to moderately active ulcerative colitis in pediatric patients weighing at least 24 kg.,06/26/2020,,,"Takeda Development Center Americas, Inc.",500 Kendall Street,,Cambridge,Massachusetts,' 02142 ' ,United States,253607.0
Mesna,Mesnex,11/14/1985,For use as a prophylactic agent in reducing the incidence of ifosfamide-induced hemorrhagic cystitis.,Designated/Approved,,,,12/30/1988,12/30/1995,,Degussa Corporation,65 Challenger Road,,Ridgefield Park,New Jersey,' 07660 ' ,United States,8685.0
methotrexate oral solution,Xatmep,08/27/2015,Management of pediatric patients with active polyarticular juvenile idiopathic arthritis (pJIA) who are intolerant of or had an inadequate response to first-line therapy.,Designated/Approved,,,"Management of pediatric patients with active polyarticular juvenile idiopathic arthritis (pJIA) who have had an insufficient therapeutic response to, or are intolerant of, an adequate trial of first-line therapy including full dose non-steroidal anti-inflammatory agents (NSAIDs).",04/25/2017,04/25/2024,Management of pediatric patients with active polyarticular juvenile idiopathic arthritis (pJIA) who are intolerant or of had an inadequate response to first-line therapy.,"Silvergate Pharmaeuticals, Inc.",6251 Greenwood Plaza Blvd,Suite 101,Greenwood Village,Colorado,' 80111 ' ,United States,479515.0
methotrexate oral solution,Xatmep,05/28/2015,Treatment of acute lymphoblastic leukemia in pediatric patients (0 through 16 years of age),Designated/Approved,,,Treatment of pediatric patients with acute lymphoblastic leukemia (ALL) as a component of a combination chemotherapy maintenance regimen,04/25/2017,04/25/2024,Treatment of pediatric patients with acute lymphoblastic leukemia (ALL) as a component of a combination chemotherapy maintenance regimen,"Silvergate Pharmaceuticals, Inc.",6251 Greenwood Plaza Blvd.,Suite 101,Greenwood Village,Colorado,' 80111 ' ,United States,479615.0
Methotrexate sodium,Methotrexate,10/21/1985,Treatment of osteogenic sarcoma.,Designated/Approved,,,For the use of high dose methotrexate with leucovorin rescue in patients with non-metastatic osteosarcoma who have undergone surgical resection or amputation for the primary tumor.,1988-07-04 00:00:00,1995-07-04 00:00:00,,Lederle Laboratories,Division of American Cyanamid Company,401 N. Middletown Road,Pearl River,New York,' 10965 ' ,United States,9985.0
methylene blue0.5%,ProvayBlue,12/18/2012,Treatment of hereditary and acquired methemoglobinemia,Designated/Approved,,,For treatment of pediatric and adult patients with acquired methemoglobinemia.,2016-08-04 00:00:00,2023-08-04 00:00:00,For treatment of pediatric and adult patients with acquired methemoglobinemia.,Provepharm SAS,Technopote de Chateau-Combert,,Marseille,,' ' ,France,385512.0
metreleptin,MYALEPT,08/22/2001,Treatment of metabolic disorders secondary to lipodystrophy,Designated/Approved,,,Adjunct to diet as replacement therapy to treat the complications of leptin deficiency in patients with congenital or acquired generalized lipodystrophy.,02/24/2014,02/24/2021,Adjunct to diet as replacement therapy to treat the complications of leptin deficiency in patients with congenital or acquired generalized lipodystrophy.,Chiesi Farmaceutici S.p.A.,Via Palermo 26/A,,Parma,Emilia Romagna,' 43122 ' ,Italy,146701.0
Metronidazole (topical),Metrogel,10/22/1987,Treatment of acne rosacea.,Designated/Approved,,,,11/22/1988,11/22/1995,,"Galderma Laboratories, Inc.",P.O. Box 331329,,Fort Worth,Texas,' 76163 ' ,United States,21687.0
midazolam,NAYZILAM,10/20/2009,"Rescue treatment of seizures in patients who require control of intermittent bouts of increased seizure activity (e.g. acute repetitive seizures, seizure clusters)",Designated/Approved,,,"NAYZILAM is indicated for the acute treatment of intermittent, stereotypic episodes of frequent seizure activity (i.e., seizure clusters, acute repetitive seizures) that are distinct from a patients usual seizure pattern in patients with epilepsy 12 years of age and older.",05/17/2019,05/17/2026,"NAYZILAM is indicated for the acute treatment of intermittent, stereotypic episodes of frequent seizure activity (i.e., seizure clusters, acute repetitive seizures) that are distinct from a patients usual seizure pattern in patients with epilepsy 12 years of age and older.","UCB, Inc.",1950 Lake Park Drive,Building 2100,Smyrna,Georgia,' 30080 ' ,United States,277809.0
midazolam,SEIZALAM,2016-04-02 00:00:00,Treatment of status epilepticus,Designated/Approved,,,SEIZALAM is indicated for the treatment of status epilepticus in adults.,09/14/2018,09/14/2025,SEIZALAM is indicated for the treatment of status epilepticus in adults.,Meridian Medical Technologies,6350 Stevens Forest Road,Suite 301,Columbia,Maryland,' 21046 ' ,United States,508215.0
midostaurin,Rydapt,04/30/2010,Treatment of mastocytosis,Designated/Approved,,,"Treatment of adult patients with aggressive systemic mastocytosis (ASM), systemic mastocytosis with associated hematological neoplasm (SM-AHN), or mast cell leukemia (MCL)",04/28/2017,04/28/2024,"Treatment of adult patients with aggressive systemic mastocytosis (ASM), systemic mastocytosis with associated hematological neoplasm (SM-AHN), or mast cell leukemia (MCL)",Novartis Pharmaceuticals Corporation,"One Health Plaza, 105/3W038",,East Hanover,New Jersey,' 07936 ' ,United States,306410.0
midostaurin,Rydapt,2009-07-07 00:00:00,Treatment of acute myeloid leukemia,Designated/Approved,,,"Treatment of adult patients with newly diagnosed acute myeloid leukemia (AML) that is FLT3 mutation-positive as detected by an FDA approved test, in combination with standard cytarabine and daunorubicin induction and cytarabine consolidation.",04/28/2017,04/28/2024,"Treatment of adult patients with newly diagnosed acute myeloid leukemia (AML) that is FLT3 mutation-positive as detected by an FDA approved test, in combination with standard cytarabine and daunorubicin induction and cytarabine consolidation.",Novartis Pharmaceuticals Corporation,"One Health Plaza, 105/3W038",,East Hanover,New Jersey,' 07936 ' ,United States,285909.0
mifepristone,Korlym,2007-05-07 00:00:00,Treatment of the clinical manifestations of endogenous Cushing's syndrone,Designated/Approved,,,for the control of hyperglycemia secondary to hypercortisolism in adult patients with endogenous Cushing's syndrome who have type 2 diabetes mellitus or glucose intolerance and have failed surgery or are not candidates for surgery.,02/17/2012,02/17/2019,,"Corcept Therapeutics, Inc.",149 Commonwealth Drive,,Menlo Park,California,' 94025 ' ,United States,239507.0
migalastat hydrochloride,GALAFOLD,02/25/2004,Treatment of Fabry Disease,Designated/Approved,,,GALAFOLD is indicated for the treatment of adults with a confirmed diagnosis of Fabry disease and an amenable galactosidase alpha gene (GLA) variant based on in vitro assay data,2018-10-08 00:00:00,2025-10-08 00:00:00,GALAFOLD is indicated for the treatment of adults with a confirmed diagnosis of Fabry disease and an amenable galactosidase alpha gene (GLA) variant based on in vitro assay data,"Amicus Therapeutics, Inc.",1 Cedarbrook Drive,,Cranbury,New Jersey,' 08512 ' ,United States,180003.0
miglustat,Zavesca,05/29/1998,Treatment of Gaucher disease.,Designated/Approved,,,"Treatment of mild to moderate Type I Gaucher disease in adults for whom enzyme replacement therapy is not a therapeutic option (e.g., due to constraints such as allergy, hypersensitivity, or poor venous access).",07/31/2003,07/31/2010,,IC-MedTech Corporation,9902 Indian Creek Lane,,San Diego,California,' 92021 ' ,United States,112598.0
miltefosine,IMPAVIDO,2006-10-10 00:00:00,Treatment of leishmaniasis.,Designated/Approved,,,"Treatment of visceral leishmaniasis due to Leishmania donovani; cutaneous leishmaniasis due to Leishmania braziliensis, Leishmania guyanensis, and Leishmania panamensis; and mucosal leishmaniasis due to Leishmania braziliensis.",03/19/2014,03/19/2021,"Treatment of visceral leishmaniasis due to Leishmania donovani; cutaneous leishmaniasis due to Leishmania braziliensis, Leishmania guyanensis, and Leishmania panamensis; and mucosal leishmaniasis due to Leishmania braziliensis.",Knight Therapeutics (USA),Corporation Trust Center,1209 Orange Street,Wilmington,Delaware,' 19801 ' ,United States,229406.0
mipomersen,KYNAMRO,05/23/2006,Treatment of homozygous familial hypercholesterolemia,Designated/Approved,,,"Adjunct to lipid-lowering medications and diet to reduce low density lipoprotein-cholesterol (LDL-C), apolipoprotein B (apo B), total cholesterol (TC), and non-high density lipoprotein-cholesterol (non-HDL-C) in patients with homozygous familial hypercholesterolemia (HoFH).",01/29/2013,01/29/2020,"Adjunct to lipid-lowering medications and diet to reduce low density lipoprotein-cholesterol (LDL-C), apolipoprotein B (apo B), total cholesterol (TC), and non-high density lipoprotein-cholesterol (non-HDL-C) in patients with homozygous familial hypercholesterolemia (HoFH).","Kastle Therapeutics, LLC",181 West Madison Street,Suite 3745,Chicago,Illinois,' 60602 ' ,United States,221406.0
mirdametinib,Gomekli,10/30/2018,Treatment of Neurofibromatosis type I,Designated/Approved,,,treatment of adult and pediatric patients 2 years of age and older with neurofibromatosis type 1 (NF1) who have symptomatic plexiform neurofibromas (PN) not amenable to complete resection,2025-11-02 00:00:00,2032-11-02 00:00:00,treatment of adult and pediatric patients 2 years of age and older with neurofibromatosis type 1 (NF1) who have symptomatic plexiform neurofibromas (PN) not amenable to complete resection,"SpringWorks Therapeutics, Inc.","575 5th Avenue, 16th Floor",,New York,New York,' 10017 ' ,United States,655618.0
mirvetuximab soravtansine-gynx,Elahere,07/14/2014,Treatment of ovarian cancer,Designated/Approved,,,"treatment of adult patients with folate receptor-alpha (FR?) positive, platinum-resistant epithelial ovarian, fallopian tube, or primary peritoneal cancer, who have received one to three prior systemic treatment regimens. Select patients for therapy based on an FDA-approved test.",11/14/2022,11/14/2029,"treatment of adult patients with folate receptor-alpha (FR?) positive, platinum-resistant epithelial ovarian cancer, as detected by an FDA-approved test, who have received one to three prior systemic treatment regimens","ImmunoGen, Inc.",830 Winter Street,,Waltham,Massachusetts,' 02451 ' ,United States,435214.0
mitapivat,Pyrukynd,03/24/2015,Treatment of pyruvate kinase deficiency,Designated/Approved,,,Treatment of hemolytic anemia in adults with pyruvate kinase (PK) deficiency,02/17/2022,02/17/2029,Treatment of hemolytic anemia in adults with pyruvate kinase (PK) deficiency,"Agios Pharmaceuticals, Inc.",88 Sidney Street,,Cambridge,Massachusetts,' 02139 ' ,United States,442814.0
mitomycin,Jelmyto,2014-08-09 00:00:00,Treatment of upper tract urothelial cell cancers (transitional cell carcinoma of the renal pelvis and ureter),Designated/Approved,,,JELMYTO is indicated for the treatment of adult patients with low-grade Upper Tract Urothelial Cancer (LG-UTUC),04/15/2020,04/15/2027,Indicated for the treatment of adult patients with low-grade Upper Tract Urothelial Cancer (LG-UTUC).,"UroGen Pharma, Ltd.","9 Ha'Ta'asiya St., POB 2397",,Ra'anana,,' ' ,Israel,445114.0
mitomycin-C,Mitosol,2008-08-01 00:00:00,Treatment of refractory glaucoma as an adjunct to surgery,Designated/Approved,,,An adjunct to ab externo glaucoma surgery.,2012-07-02 00:00:00,2019-07-02 00:00:00,,"Mobius Therapeutics, LLC",1141 South 7th Street,,St. Louis,Missouri,' 63104 ' ,United States,251407.0
Mitoxantrone,Novantrone,08/13/1999,Treatment of secondary-progressive multiple sclerosis.,Designated/Approved,,,"Reducing neurologic disability and/or the frequency of clinical relapses in patients with secondary (chronic) progressive, progressive relapsing, or worsening relapsing-remitting multiple sclerosis (i.e., patients whose neurologic status is significantly adnormal between relapses).",10/13/2000,10/13/2007,,"Serono, Inc.",One Technoloogy Place,,Rockland,Massachusetts,' 02370 ' ,United States,125199.0
Mitoxantrone,Novantrone,08/21/1996,Treatment of hormone refractory prostate cancer.,Designated/Approved,,,In combination with corticosteroids as initial chemotherapy for the treatment of patients with pain related to advanced hormone-refractory prostate cancer.,11/13/1996,11/13/2003,,Serono,One Technology Place,,Rockland,Massachusetts,' 02370 ' ,United States,96696.0
Mitoxantrone,Novantrone,08/13/1999,Treatment of progressive-relapsing multiple sclerosis.,Designated/Approved,,,"Reducing neurologic disability and/or the frequency of clinical relapses in patients with secondary (chronic) progressive, progressive relapsing, or worsening relapsing-remitting multiple sclerosis (i.e., patients whose neurologic status is significantly adnormal between relapses).",10/13/2000,10/13/2007,,"Serono, Inc.",One Technology Place,,Rockland,Massachusetts,' 02370 ' ,United States,128499.0
Mitoxantrone HCl,Novantrone,07/13/1987,"Treatment of acute myelogenous leukemia, also referred to as acute nonlymphocytic leukemia.",Designated/Approved,,,,12/23/1987,12/23/1994,,Lederle Laboratories,Division of American Cyanamid Company,401 N. Middletown Road,Pearl River,New York,' 10965 ' ,United States,19287.0
mobocertinib,Exkivity,12/17/2019,"Treatment of non-small cell lung cancer with genetic alterations in EGFR including EGFR mutations and/or EGFR gene amplifications, HER2 mutations, or BRAF G466V mutations",Designated/Approved,,,"Treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 20 insertion mutations, as detected by an FDA-approved test, whose disease has progressed on or after platinum-based chemotherapy (Indication withdrawn)",09/15/2021,07/15/2024,"Treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 20 insertion mutations, as detected by an FDA-approved test, whose disease has progressed on or after platinum-based chemotherapy (Indication withdrawn)","Takeda Development Center Americas, Inc.",500 Kendall Street,,Cambridge,Massachusetts,' 02142 ' ,United States,653018.0
Modafinil,Provigil,03/15/1993,Treatment of excessive daytime sleepiness in narcolepsy.,Designated/Approved,,,Improve wakefulness in patients with excessive daytime sleepiness associated with narcolepsy.,12/24/1998,12/24/2005,,"Cephalon, Inc.",145 Brandywine Parkway,,West Chester,Pennsylvania,' 19380 ' ,United States,73793.0
