Document_name,Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body
auspar-elexacaftor-tezacaftor-ivacaftor-ivacaftor-210618.pdf,330423,PM-2020-00642-1-5,Trikafta,Elexacaftor/tezacaftor/ivacaftor,Vertex Pharmaceuticals (Australia) Pty Ltd,Small molecule,"Tablet, film coated",Oral,approved,authorised (under additional monitoring),17.03.2021,2021,yes,no,Treatment of cystic fibrosis (CF) in patients aged 12 years and older who have at least one F508del mutation in the CFTR gene.,Treatment of cystic fibrosis (CF) in patients aged 12 years and older who have at least one F508del mutation in the CFTR gene.,Diseases of the respiratory system; Congenital malformations and chromosomal abnormalities,31.03.2020,2020,no,NA
auspar-trecondi-230629.pdf,369770 and 369771,PM-2021-02707-1-6,Trecondi,Treosulfan,Link Medical Products Pty Ltd,Small molecule,Powder for solution,Intravenous,approved,authorised (under additional monitoring),19.09.2022,2022,yes,no,Conditioning treatment prior to allogeneic hematopoietic stem cell transplantation (alloHSCT) in adult patients with AML or MDS at increased risk for standard conditioning therapies and in paediatric patients older than one month with malignant and non-malignant diseases.,Conditioning treatment prior to allogeneic hematopoietic stem cell transplantation (alloHSCT) in adult patients with AML or MDS at increased risk for standard conditioning therapies and in paediatric patients older than one month with malignant and non-malignant diseases.,Neoplasms; Diseases of the blood and blood-forming organs,02.08.2021,2021,yes,Not reported
auspar-semaglutide-201030.pdf,"308324, 315107",PM-2018-02748-1-5,Ozempic,Semaglutide,Novo Nordisk Pharmaceuticals Pty Ltd,Biologics,Solution for injection,Subcutaneous,approved,authorised (under additional monitoring),15.08.2019,2019,no,no,Treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise,Treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise,"Endocrine, nutritional, and metabolic diseases",03.10.2018,2018,no,NA
auspar-misoprostol-140423.pdf,205336 and 205341,PM-2012-03740-1-5,Misodel / Misopess,Misoprostol,Ferring Pharmaceuticals Pty Ltd,Small molecule,Modified release pessaries,Vaginal insert,approved,authorised,21.02.2014,2014,no,yes,"For induction of labour in women with an unfavourable cervix, from 36 weeks gestation: in whom induction is clinically indicated; in a hospital where continuous electronic foetal monitoring is available.","Induction of labour in women with an unfavourable cervix, from 36 weeks gestation: in whom induction is clinically indicated; in a hospital where continuous electronic foetal monitoring is available.",Pregnancy and childbirth,Not reported,Not reported,no,NA
auspar-kliovance.pdf,Not reported,PM-2010-00087-5-3,Kliovance Low,Oestradiol; Norethisterone acetate,Novo Nordisk Pharmaceuticals Pty Ltd,Peptides and proteins,Film coated tablet,Oral,rejected,NA,12.08.2011,2011,no,no,Short term treatment of menopausal symptoms related to oestrogen deficiency in women more than one year after menopause.,NA,"Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,yes,Not reported
auspar-meningococcal-group-b-vaccine-180827.pdf,276920,PM-2016-02079-1-2,Trumenba,Neisseria meningitidis serogroup B recombinant lipidated factor H binding subfamily A; Neisseria meningitidis serogroup B recombinant lipidated factor H binding subfamily B,Pfizer Australia Pty Ltd,Vaccine,Suspension for injection,Intramuscular,approved,authorised,12.09.2017,2017,no,no,Trumenba is indicated in individuals 10 years and older for active immunisation to prevent invasive meningococcal disease caused by Neisseria meningitidis serogroup B.,Trumenba is indicated in individuals 10 years and older for active immunisation to prevent invasive meningococcal disease caused by Neisseria meningitidis serogroup B.,Infectious and parasitic diseases,29.07.2016,2016,no,NA
auspar-ivig-130903.pdf,"184353, 182358, 182359",PM-2010-03276-3-2,Flebogamma 10% DIF,Human Normal Immunoglobulin,Grifols Australia Pty Ltd,Biologics,"Injection, solution",Intravenous,approved,authorised,11.01.2013,2013,no,no,Primary Immunodeficiency (PI) Diseases; Symptomatic hypogammaglobulinaemia secondary to underlying disease or treatment; Idiopathic Thrombocytopaenic Purpura (ITP); Guillain Barré syndrome; Kawasaki disease.,Primary Immunodeficiency (PI) Diseases; Symptomatic hypogammaglobulinaemia secondary to underlying disease or treatment; Idiopathic Thrombocytopaenic Purpura (ITP); Guillain Barré syndrome; Kawasaki disease.,Diseases of the blood and blood-forming organs; Diseases of the immune system,Not reported,Not reported,yes,Not reported
auspar-gavreto-231026.pdf,380812,PM-2021-05761-1-4 and PM-2021-05762-1-4,Gavreto,Pralsetinib,Roche Products Pty Ltd,Small molecule,Hard capsule,Oral,approved,authorised (under additional monitoring),05.04.2023,2023,no,no,RET-fusion positive thyroid cancer; advanced or metastatic RET-mutant medullary thyroid cancer,RET-fusion positive thyroid cancer that is refractory to (or unsuitable for) radioactive iodine and who have progressed on or are unable to tolerate lenvatinib or sorafenib,"Neoplasms; Endocrine, nutritional, and metabolic diseases",31.01.2022,2022,no,NA
auspar-atazanavir-131021.pdf,"99054, 99055, 99056 and 134967",PM-2012-01034-3-2,Reyataz,Atazanavir,Bristol-Myers Squibb Australian Pty Ltd,Small molecule,Capsules,Oral,approved,authorised,17.07.2013,2013,no,no,"Treatment of HIV 1 infection, in combination with other antiretroviral agents","Treatment of HIV 1 infection, in combination with other antiretroviral agents",Infectious and parasitic diseases,Not reported,Not reported,yes,Not reported
auspar-nuvaxovid-220726.pdf,351139,PM-2022-01431-1-2,Nuvaxovid,SARS-CoV-2 rS with Matrix M adjuvant,Biocelect Pty Ltd,Vaccine,Suspension for injection,Intramuscular,approved,authorised,22.07.2022,2022,no,yes,Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 12 years of age and older.,Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 12 years of age and older.,Infectious and parasitic diseases; Diseases of the respiratory system,27.04.2022,2022,no,NA
auspar-phleum-pratense-180403.pdf,267955,PM-2015-03979-1-2,Grazax,Phleum pratense,Seqirus Pty Ltd,Biologics,"Tablet, orally disintegrating",Oral,approved,authorised,24.02.2017,2017,no,no,Grazax is allergy immunotherapy indicated for the treatment of grass pollen-induced allergic rhinitis with or without conjunctivitis.,"Grazax is indicated for disease modifying treatment of grass pollen (Phleum pratense or allergens cross reacting with P. pratense) induced allergic rhinitis with or without conjunctivitis in adults, adolescents and children above the age 5 years.",Diseases of the respiratory system; Diseases of the eye and adnexa,29.01.2016,2016,yes,Not reported
auspar-morphine-sulfate-pentahydrate-190321.pdf,68439 and 48134,PM-2017-01592-1-5,Kapanol,Morphine sulfate pentahydrate,MaynePharma International Pty Ltd,Small molecule,Sustained release capsules,Oral,approved,authorised,27.06.2018,2018,no,yes,Symptomatic reduction of chronic breathlessness in patients with a modified Medical Research Council (mMRC) Scale rating of 3 or 4 and in which the approved treatments for the underlying cause(s) of the breathlessness are not effective.,"Symptomatic reduction of chronic breathlessness in the palliative care of patients with distressing breathlessness due to severe COPD, cardiac failure, malignancy or other cause.",Diseases of the respiratory system; Neoplasms; Diseases of the circulatory system,01.08.2018,2018,yes,Not reported
auspar-lenvatinib-mesilate-160830.pdf,"233425, 233426",PM-2014-04321-1-4,Lenvima,Lenvatinib mesilate,Eisai Australia Pty Ltd,Small molecule,Hard capsules,Oral,approved,authorised,21.01.2016,2016,yes,no,"treatment of patients with progressive, radioactive iodine refractory differentiated thyroid cancer","treatment of patients with progressive, locally advanced or metastatic, radioactive iodine refractory differentiated thyroid cancer","Neoplasms; Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,no,NA
auspar-zeposia-220920.pdf,318800 and 318801,PM-2021-00444-1-1,Zeposia,Ozanimod,Celgene Pty Limited,Small molecule,Capsule,Oral,approved,authorised (under additional monitoring),16.03.2022,2022,no,yes,For the treatment of adult patients with moderately to severely active ulcerative colitis.,"For the treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response, lost response, or were intolerant to either conventional therapy or a biological therapy.",Diseases of the digestive system,31.03.2021,2021,no,NA
auspar-cetuximab-131001.pdf,132393 and 132396,PM-2012-00340-3-4,Erbitux,Cetuximab,Merck Serono Australia Pty Ltd,Biologics,Injection solution,Intravenous infusion,approved,authorised,14.05.2013,2013,no,yes,"Treatment of patients with epidermal growth factor receptor (EGFR)-expressing, K-RAS wild-type metastatic colorectal cancer.","Treatment of patients with epidermal growth factor receptor (EGFR)-expressing, K-RAS wild-type metastatic colorectal cancer.",Neoplasms; Diseases of the digestive system,Not reported,Not reported,yes,Not reported
auspar-ibrutinib-160202.pdf,228499,PM-2014-02780-1-4,Imbruvica,Ibrutinib,Janssen-Cilag Pty Ltd,Small molecule,Capsule,Oral,approved,authorised,15.04.2015,2015,no,no,Imbruvica is indicated for the treatment of patients with chronic lymphocytic leukaemia (CLL)/small lymphocytic lymphoma (SLL) who have received at least one prior therapy or as first line in patients with CLL with 17p deletion; Patients with mantle cell lymphoma who have received at least one prior therapy.,Patients with chronic lymphocytic leukaemia (CLL)/small lymphocytic lymphoma (SLL) who have received at least one prior therapy or as first line in patients with CLL with 17p deletion; Patients with mantle cell lymphoma who have received at least one prior therapy.,Neoplasms; Diseases of the blood and blood-forming organs,Not reported,Not reported,no,NA
auspar-taliglucerase-alfa-rpc-141014.pdf,207695,PM-2013-00303-1-3,Elelyso,Taliglucerase alfa,Pfizer Australia Pty Ltd,Biologics,Powder for injection,Intravenous,approved,authorised,13.05.2014,2014,yes,no,Long-term enzyme replacement therapy for patients with a confirmed diagnosis of Gaucher disease.,Long-term enzyme replacement therapy for adult patients with a confirmed diagnosis of Type 1 Gaucher disease.,"Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,no,NA
auspar-neratinib-as-maleate-020512.pdf,301129,PM-2018-00968-1-4,Nerlynx,Neratinib,Specialised Therapeutics PM Pty Ltd,Small molecule,Film coated tablet,Oral,approved,authorised (under additional monitoring),14.03.2019,2019,no,no,The extended adjuvant treatment of adult patients with early-stage HER2-overexpressed/amplified breast cancer who have received prior adjuvant trastuzumab based therapy.,"Nerlynx is indicated for the extended adjuvant treatment of adult patients with early-stage HER2-overexpressed/amplified breast cancer, to follow adjuvant trastuzumab based therapy.",Neoplasms,30.04.2018,2018,no,NA
auspar-abilify.pdf,"90925, 90997, 90998, 90999, 91000, 91001, 128893, 128898, 128903, 128904",PM-2010-00571-3-1,Abilify,Aripiprazole,Bristol-Myers Squibb Pharmaceuticals Pty Ltd,Small molecule,tablet,oral,approved,authorised,03.03.2011,2011,no,yes,Acute and maintenance treatment of manic and mixed episodes with Bipolar I Disorder with or without psychotic features.,Acute treatment of manic or mixed episodes associated with Bipolar I Disorder in adults as monotherapy and in combination with lithium or valproate; Maintenance treatment of manic or mixed episodes in Bipolar I Disorder in adults as monotherapy.,Mental and behavioural disorders,Not reported,Not reported,yes,Not reported
auspar-bevacizumab-120806.pdf,99755 and 99757,PM-2010-3786-3-4,Avastin,Bevacizumab,Roche Products Pty Ltd,Biologics,Injection Vial,Intravenous,approved,authorised,23.02.2012,2012,no,yes,"First-line treatment of patients with epithelial ovarian, fallopian tube, or primary peritoneal cancer in combination with carboplatin and paclitaxel.","In combination with carboplatin and paclitaxel for the first line treatment of patients with advanced (FIGO stages IIIB, IIIC and IV) epithelial ovarian, fallopian tube or primary peritoneal cancer.",Neoplasms; Diseases of the genitourinary system,Not reported,Not reported,yes,Not reported
