Document_name,Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body
66792-cablivi-01-swisspar-20191108.pdf,66792,Not reported,Cablivi,caplacizumabum,Sanofi-Aventis (Suisse) SA,Biologics,Powder and solvent for solution for injection,Subcutaneous; Intravenous,approved,authorised (under additional monitoring),01.10.2019,2019,yes,no,"Treatment of adults suffering from an episode of acquired thrombotic thrombocytopenic purpura (aTTP), in combination with plasmapheresis and immunosuppression.","Treatment of adults suffering from an episode of acquired thrombotic thrombocytopenic purpura (aTTP), in combination with plasmapheresis and immunosuppression.",Diseases of the blood and blood-forming organs,03.01.2019,2019,yes,European Medicines Agency EMA
67304-onpattro-01-swisspar-20191113.pdf,67304,Not reported,ONPATTRO,Patisiran,Alnylam Switzerland GmbH,Small molecule,Concentrate for solution for infusion,Intravenous,approved,authorised (under additional monitoring),23.09.2019,2019,yes,no,Onpattro is indicated for the treatment of hereditary transthyretin-mediated amyloidosis (hATTR amyloidosis) in adult patients with stage 1 or stage 2 polyneuropathy.,Onpattro is indicated for the treatment of hereditary transthyretin-mediated amyloidosis (hATTR amyloidosis) in adult patients with stage 1 or stage 2 polyneuropathy.,"Endocrine, nutritional, and metabolic diseases; Diseases of the nervous system",03.01.2019,2019,yes,European Medicines Agency (EMA)
20200602_swisspar_tukysa.pdf,67798,Not reported,Tukysa,tucatinibum,SFL Regulatory Affairs & Scientific Communication GmbH,Small molecule,tablet,oral,approved,authorised,07.05.2020,2020,no,no,"Tukysa is indicated in combination with trastuzumab and capecitabine for the treatment of patients with locally advanced unresectable or metastatic HER2-positive breast cancer, including patients with brain metastases, who have received at least 2 prior anti-HER2 treatment regimens.","TUKYSA in combination with trastuzumab and capecitabine is indicated for the treatment of patients with metastatic HER2-positive breast cancer, who have previously received 2 or more anti-HER2 regimens in any setting, including trastuzumab, pertuzumab and trastuzumab-emtansine (T–DM1).",Neoplasms,06.01.2020,2020,no,NA
20200827_swisspar_enspryng_final.pdf,67617,Not reported,Enspryng,satralizumabum,Roche Pharma (Schweiz) AG,Biologics,Solution for injection,subcutaneous,approved,authorised (under additional monitoring),13.07.2020,2020,yes,no,Enspryng is indicated as monotherapy or in combination with immunosuppressive therapy (IST) for the treatment of adult and adolescent patients with neuromyelitis optica spectrum disorders (NMOSD).,Enspryng is used as a monotherapy or in combination with immunosuppressive therapy (IST) for the treatment of neuromyelitis optica spectrum disorders (NMOSD) in adult and adolescents in whom aquaporin-4 IgG antibodies are detected (i.e. who are AQP4 IgG seropositive).,Diseases of the nervous system,25.10.2019,2019,no,NA
20210430_swisspar_comirnaty.pdf,68225,Not reported,Comirnaty,tozinameranum,"Pfizer AG, Zurich",Vaccine,Concentrate for dispersion for injection,intramuscular,approved,authorised (under additional monitoring),19.12.2020,2020,no,no,"Active immunisation to prevent COVID-19 disease caused by SARS-CoV-2 virus, in individuals 16 years of age and older.","Comirnaty is indicated for active immunisation to prevent COVID-19 caused by SARS-CoV-2 virus, in individuals 16 years of age and older.",Infectious and parasitic diseases,16.10.2020,2020,yes,NA
20211203_swisspar-spikevax.pdf,68267,Not reported,Spikevax,CX-024414,Moderna Switzerland GmbH,Vaccine,Dispersion for injection,Intramuscular,approved,authorised,12.01.2021,2021,no,no,COVID-19 Vaccine Moderna is indicated for active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by the SARS-CoV-2 virus in individuals 18 years of age and older.,COVID-19 Vaccine Moderna is indicated for active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by the SARS-CoV-2 virus in individuals 18 years of age and older.,Infectious and parasitic diseases,12.11.2020,2020,yes,NA
assessment_report_swisspar_nuvaxovid_g102682544.pdf,68473,Not reported,Nuvaxovid,SARS CoV-2 recombinant spike protein (rS NVX-CoV2373),Future Health Pharma GmbH,Vaccine,dispersion for injection,intramuscular,temporary authorisation,authorised (under additional monitoring),02.09.2022,2022,no,yes,Nuvaxovid is indicated for active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 12 years of age and older.,Nuvaxovid is indicated for active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 12 years of age and older.,Infectious and parasitic diseases,01.07.2022,2022,yes,NA
swisspar_trodelvy_hr_her2-_brustkrebs.pdf,68179,Not reported,Trodelvy,sacituzumab govitecan,Gilead Sciences Switzerland Sàrl,Biologics,powder for concentrate for infusion,intravenous,approved,authorised (under additional monitoring),18.08.2023,2023,no,yes,"Trodelvy is indicated for the treatment of adult patients with unresectable locally advanced or metastatic hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative breast cancer who have received endocrine-based therapy and at least two additional systemic therapies in the metastatic setting.",HR+/HER2- breast cancer,Neoplasms,31.01.2023,2023,no,NA
assessment_report_swisspar_mictonorm_final.pdf,67514,Not reported,Mictonorm,"propiverinum, propiverini hydrochloridum",Labatec Pharma SA,Small molecule,modified-release capsule,oral,approved,authorised,13.08.2020,2020,no,no,Symptomatic treatment of aconuresis and/or higher frequency of micturition and imperative urge to urinate in patients with overactive bladder.,Symptomatic treatment of urinary incontinence and/or increased urinary frequency and urgency as may occur in patients with overactive bladder.,Diseases of the genitourinary system,08.04.2019,2019,yes,NA
assessment_report_swisspar_spravato_g102620850.pdf,67103,Not reported,Spravato,esketamine as esketamine hydrochloride,Janssen-Cilag AG,Small molecule,"nasal spray, solution",nasal,approved,authorised (under additional monitoring),27.08.2021,2021,no,yes,"Spravato is indicated, in conjunction with oral antidepressant therapy, for the rapid reduction of depressive symptoms in adult patients with severe Major Depressive Disorder for whom urgent symptom control is necessary.",Spravato in combination with an oral antidepressant therapy is indicated as acute short-term treatment for the rapid reduction of depressive symptoms in adult patients with a severe episode of major depression (without psychotic symptoms) when the symptoms are classified as a psychiatric emergency according to clinical evaluation.,Mental and behavioural disorders,03.07.2020,2020,yes,NA
assessment_report_swisspar_vaborem_final.pdf,67797,Not reported,Vaborem,"meropenem trihydrate, vaborbactam",A. Menarini AG,Small molecule,powder for concentrate for solution for infusion,intravenous,approved,authorised,01.07.2021,2021,no,no,"Complicated urinary tract infection (cUTI), including pyelonephritis; Complicated intra-abdominal infection (cIAI); Hospital-acquired pneumonia (HAP), including ventilator-associated pneumonia (VAP); Treatment of patients with bacteraemia associated with these infections; Infections due to aerobic Gram-negative organisms in adults with limited treatment options.","Complicated urinary tract infection (cUTI), including pyelonephritis; Complicated intra-abdominal infection (cIAI); Hospital-acquired pneumonia (HAP), including ventilator-associated pneumonia (VAP); Treatment of patients with bacteraemia associated with these infections.",Infectious and parasitic diseases,04.12.2019,2019,yes,European Medicines Agency (EMA)
swiss_public_assessment_report__milgamma.pdf,68695,Not reported,milgamma,benfotiamine,Maras AG,Small molecule,film-coated tablets,oral,approved,authorised,06.04.2023,2023,no,no,"Treatment of conditions that are responsive to vitamin B1 administration, such as treatment and prophylaxis of vitamin B1 deficiency conditions, if they cannot be solved by dietary means. Treatment of neurological disorders associated with vitamin B1 deficiency, such as alcoholic or diabetic polyneuropathy, which can manifest in sensory impairments (e.g. pain, tingling, numbness) in the extremities. Treatment of cardiovascular disorders associated with vitamin B1 deficiency in diabetic patients.","Treatment of disorders responding to administration of vitamin B1, such as: treatment and prophylaxis of vitamin B1 deficiency that cannot be corrected by dietary means; treatment of neurological disorders associated with vitamin B1 deficiency, such as alcoholic or diabetic polyneuropathy, which can manifest as sensory disturbances (e.g. pain, tingling, numbness) in the extremities; treatment of cardiovascular disease associated with vitamin B1 deficiency in people with diabetes mellitus.","Endocrine, nutritional, and metabolic diseases; Diseases of the nervous system; Diseases of the circulatory system",04.10.2021,2021,yes,NA
swisspar_-vyndaqel_-final.pdf,67083,EMEA/H/C/002294,Vyndaqel,tafamidis,Pfizer AG,Small molecule,soft capsules,oral,approved,authorised,05.03.2020,2020,yes,no,treatment of transthyretin amyloidosis in adult patients with wild-type or hereditary cardiomyopathy to reduce all-cause mortality and cardiovascular-related hospitalisation,treatment of transthyretin amyloidosis in adult patients with wild-type or hereditary cardiomyopathy to reduce all-cause mortality and cardiovascular-related hospitalisation,Diseases of the circulatory system,15.04.2019,2019,no,NA
swisspar_final.pdf,67244,Not reported,BEOVU,brolucizumab,Novartis Pharma Schweiz AG,Biologics,solution for injection,intravitreal,approved,authorised (under additional monitoring),02.06.2022,2022,no,yes,treatment of neovascular (wet) age-related macular degeneration (AMD) and diabetic macular oedema (DME),treatment of neovascular (wet) age-related macular degeneration (AMD) and diabetic macular oedema (DME),"Diseases of the eye and adnexa; Endocrine, nutritional, and metabolic diseases",30.08.2021,2021,yes,NA
swisspar_–_opdualag.pdf,68609,Not reported,Opdualag,"relatlimab, nivolumab",Bristol-Myers Squibb SA,Biologics,concentrate for solution for infusion,intravenous,approved,authorised,23.12.2022,2022,no,no,Opdualag is indicated for the treatment of adult and paediatric patients (12 years and older and with 40 kg minimum body weight) with unresectable or metastatic melanoma.,Opdualag is indicated for the first-line treatment of adults with unresectable or metastatic melanoma with a PD-L1 expression < 1%.,Neoplasms; Diseases of the skin,17.08.2021,2021,no,NA
swisspar_aklief.pdf,67632,Not reported,Aklief,trifarotene,Galderma SA,Small molecule,cream,cutaneous,approved,authorised (under additional monitoring),16.12.2020,2020,no,no,"Aklief is indicated for the cutaneous treatment of Acne Vulgaris of the face and/or trunk in patients from 9 years of age and older, when many comedones, papules and pustules are present.","Aklief is indicated for the topical treatment of moderate acne vulgaris on the face and/or torso in patients aged 12 and over, if more than half the surface is affected, in the presence of numerous comedones, papules and pustules.",Diseases of the skin,01.07.2019,2019,no,NA
swisspar_altuvoct.pdf,69436,Not reported,Altuvoct,efanesoctocog alfa,Swedish Orphan Biovitrum AG,Biologics,powder and solvent for solution for injection,intravenous,approved,authorised (under additional monitoring),02.09.2024,2024,yes,no,ALTUVOCT is indicated for the treatment and prophylaxis of bleeding in patients with haemophilia A (congenital factor VIII deficiency). ALTUVOCT can be used for all age groups.,ALTUVOCT is indicated for the treatment and prophylaxis of bleeding in patients with haemophilia A (congenital factor VIII deficiency). ALTUVOCT can be used for all age groups.,Diseases of the blood and blood-forming organs,16.06.2023,2023,yes,FDA
swisspar_aquipta.pdf,69128,Not reported,Aquipta,atogepant,AbbVie AG,Small molecule,tablets,oral,approved,authorised (under additional monitoring),06.03.2024,2024,no,no,Aquipta is indicated for the preventive treatment of migraine in adults who have at least 4 migraine attacks per month.,"Prophylactic treatment of migraine in adults, when indicated.",Diseases of the nervous system,16.09.2022,2022,yes,FDA; EMA
swisspar_awiqli.pdf,69389,Not reported,Awiqli FlexTouch,insulin icodec,Novo Nordisk Pharma AG,Peptides and proteins,solution for injection in prefilled pen,subcutaneous,approved,authorised (under additional monitoring),07.03.2024,2024,no,no,Treatment of diabetes mellitus in adults.,Treatment of diabetes mellitus in adults.,"Endocrine, nutritional, and metabolic diseases",14.04.2023,2023,no,NA
swisspar_ayvakyt.pdf,68294,Not reported,Ayvakyt,avapritinib,Blueprint Medicines (Switzerland),Small molecule,film-coated tablets,oral,approved,authorised,06.07.2023,2023,yes,no,Gastrointestinal Stromal Tumour (GIST) with PDGFRA exon 18 mutation; Advanced Systemic Mastocytosis (AdvSM),Gastrointestinal Stromal Tumour (GIST) with PDGFRA D842V mutation; Advanced Systemic Mastocytosis (AdvSM) after at least one previous systemic therapy,Neoplasms; Diseases of the blood and blood-forming organs,18.11.2021,2021,yes,FDA
swisspar_besremi.pdf,67488,Not reported,Besremi,ropeginterferon alfa-2b,OrPha Swiss GmbH,Biologics,solution for injection in pre-filled pen,subcutaneous,approved,authorised,01.07.2020,2020,yes,no,Besremi is indicated as monotherapy in adults for the treatment of polycythaemia vera without symptomatic splenomegaly.,Besremi is indicated as monotherapy for the treatment of adult patients with polycythaemia vera without symptomatic splenomegaly and with an indication for cytoreductive therapy.,Neoplasms; Diseases of the blood and blood-forming organs,22.03.2019,2019,yes,European Medicines Agency
swisspar_camzyos_mit_fi.pdf,68477,Not reported,Camzyos,mavacamten,Bristol-Myers Squibb SA,Small molecule,hard capsules,oral,approved,authorised (under additional monitoring),25.04.2023,2023,yes,no,"Treatment of symptomatic (New York Heart Association, NYHA, class II-III) obstructive hypertrophic cardiomyopathy (oHCM) in adult patients.","Camzyos is indicated for the treatment of adult patients with symptomatic (NYHA, class II-III) obstructive hypertrophic cardiomyopathy (oHCM) to improve functional capacity and associated symptoms.",Diseases of the circulatory system,18.10.2021,2021,no,NA
swisspar_columvi_mit_fi.pdf,68297,Not reported,Columvi,glofitamab,Roche Pharma (Schweiz) AG,Biologics,concentrate for solution for infusion,intravenous,temporary authorisation,authorised (under additional monitoring),07.11.2023,2023,yes,no,"Glofitamab is indicated for the treatment of adult patients with relapsed or refractory large B-cell lymphoma after 2 or more lines of systemic therapy, including diffuse large B-cell lymphoma (DLBCL) not otherwise specified, DLBCL arising from follicular lymphoma, high-grade B-cell lymphoma (HGBCL), and primary mediastinal B-cell lymphoma (PMBCL).","Columvi is indicated for the treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma (DLBCL) after 2 or more lines of systemic therapy, including an antibody that targets CD20 and an anthracycline. Furthermore, the patients must exhibit progression after prior anti-CD19-targeted CAR T-cell therapy or be ineligible for such treatment.",Neoplasms; Diseases of the blood and blood-forming organs,01.12.2022,2022,no,NA
2024-10-08_swisspar_tegsedi_art13_final_fi_engl.pdf,67451,Not reported,TEGSEDI®,inotersen,"SFL Pharma GmbH (now Swedish Orphan Biovitrum AG, Basel)",Other,solution for injection in pre-filled syringe,subcutaneous,approved,withdrawn,31.05.2021,2021,yes,no,Tegsedi is indicated for the treatment of stage 1 or stage 2 polyneuropathy in adult patients with hereditary transthyretin amyloidosis (hATTR).,Tegsedi is indicated for the treatment of stage 1 or stage 2 polyneuropathy in adult patients with hereditary transthyretin amyloidosis (hATTR).,Diseases of the nervous system,27.06.2019,2019,yes,EMA
assessment_report_swisspar_blenrep_final_mit_fi.pdf,67741,Not reported,Blenrep,belantamab mafodotin,GlaxoSmithKline AG,Biologics,powder for concentrate for solution for infusion,intravenous,temporary authorisation,withdrawn,20.06.2022,2022,yes,no,"treatment of patients with relapsed/refractory multiple myeloma who have received at least four prior therapies including an anti-CD38 antibody, a proteasome inhibitor, and an immunomodulatory agent","monotherapy for the treatment of multiple myeloma in adult patients who have already received at least four prior therapy lines and whose disease is refractory to at least one proteasome inhibitor, one immunomodulatory agent and an anti-CD38 monoclonal antibody, and who demonstrated disease progression during the most recent therapy",Neoplasms; Diseases of the blood and blood-forming organs,08.03.2021,2021,no,NA
swisspar_veklury_final.pdf,68026,Not reported,Veklury,remdesivir,Gilead Sciences Switzerland Sàrl,Small molecule,powder for concentrate for solution for infusion,intravenous,approved,authorised (under additional monitoring),05.04.2023,2023,no,yes,treatment of coronavirus disease 2019 (COVID-19) in adults and paediatric patients with pneumonia requiring supplemental oxygen and those at risk of developing severe COVID-19,treatment of coronavirus disease 2019 (COVID-19) in adults and paediatric patients with pneumonia requiring supplemental oxygen and those at increased risk of developing severe COVID-19,Infectious and parasitic diseases,02.08.2022,2022,no,NA
swisspar_evusheld-2.pdf,68704,Not reported,EVUSHELD,"tixagevimab, cilgavimab",AstraZeneca AG,Biologics,solution for injection,intramuscular,temporary authorisation,authorised (under additional monitoring),27.04.2023,2023,no,yes,treatment of COVID-19 in adults and paediatric individuals (12 years of age and older weighing at least 40 kg),treatment of mild-to-moderate COVID-19 in adults and adolescents (from 12 years of age with minimum body weight of 40 kg) who do not require supplemental oxygen or hospitalisation due to COVID-19 and who are at risk of progressing to severe COVID-19,Infectious and parasitic diseases; Diseases of the respiratory system,01.09.2022,2022,yes,NA
swisspar_brukinsa_g102680156.pdf,67998,Not reported,Brukinsa,zanubrutinib,BeiGene Switzerland GmbH,Small molecule,hard capsules,oral,approved,authorised (under additional monitoring),29.08.2023,2023,yes,yes,Brukinsa is indicated for the treatment of adult patients with chronic lymphocytic leukaemia (CLL) or small lymphocytic lymphoma (SLL).,BRUKINSA is indicated as monotherapy for the treatment of adult patients with chronic lymphocytic leukaemia (CLL) who have received one or more prior therapies.,Neoplasms; Diseases of the blood and blood-forming organs,25.05.2022,2022,yes,NA
swisspar_alunbrig-1.pdf,66738,Not reported,Alunbrig,brigatinib,Takeda Pharma AG,Small molecule,film coated tablet,oral,approved,authorised,04.05.2021,2021,yes,no,"Alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (ALK)-positive, advanced, non-small cell lung cancer (NSCLC), who have previously not been treated with an ALK-inhibitor. Alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (ALK)-positive, advanced, non-small cell lung cancer (NSCLC), who have previously been treated with crizotinib.",Alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (ALK)-positive locally advanced or metastatic non-small cell lung cancer (NSCLC) previously untreated with an ALK inhibitor. Alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) who have progressed on previous treatment with crizotinib.,Neoplasms; Diseases of the respiratory system,03.03.2020,2020,no,NA
swisspar_tevimbra.pdf,68960,Not reported,Tevimbra,tislelizumab,BeiGene Switzerland GmbH,Biologics,concentrate for solution for infusion,intravenous,approved,authorised (under additional monitoring),11.04.2024,2024,no,no,"Tevimbra, as monotherapy, is indicated for the treatment of adult patients with unresectable, recurrent, locally advanced or metastatic oesophageal squamous cell carcinoma after prior systemic therapy.","Tevimbra is indicated as monotherapy for the second-line treatment of adult patients with advanced or metastatic oesophageal squamous cell carcinoma who have progressed on or after platinum-based systemic therapy, who have not received prior immune checkpoint inhibitor therapy.",Neoplasms; Diseases of the digestive system,08.08.2022,2022,no,NA
swisspar_zepzelca.pdf,67729,Not reported,Zepzelca,lurbinectedin,PharmaMar AG,Small molecule,lyophilisate for concentrate for solution for infusion,intravenous,temporary authorisation,authorised (under additional monitoring),07.03.2023,2023,yes,no,Zepzelca is indicated for the treatment of patients with metastatic small cell lung cancer (SCLC) with disease progression on or after platinum-containing therapy and with no central nervous system (CNS) metastases.,Zepzelca is indicated for the treatment of adult patients with metastatic small cell lung cancer (SCLC) who have progressed after platinum-containing therapy with a subsequent chemotherapy-free interval (CTFI) ≥30 days and with no central nervous system (CNS) metastases.,Neoplasms; Diseases of the respiratory system,20.06.2022,2022,yes,US FDA
