Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,DRUG_CODE
subcutaneous,25.10.2017,2017.0,withdrawn,EMA,approved,31.01.2019,2019,diseases of the musculoskeletal system and connective tissue; diseases of the skin; diseases of the digestive system; diseases of the eye and adnexa,"<rheumatoid arthritis>; <arthritis, juvenile>; <arthritis, psoriatic>; <spondylitis, ankylosing>; <spondyloarthritis>; <psoriasis>; <crohn disease>; <colitis, ulcerative>; <uveitis>",kromeya-epar-public-assessment-report_en.pdf,biologics,kromeya,rheumatoid arthritis; juvenile idiopathic arthritis; enthesitis-related arthritis; ankylosing spondylitis; axial spondyloarthritis without radiographic evidence of as; psoriatic arthritis; psoriasis; paediatric plaque psoriasis; crohn’s disease; paediatric crohn's disease; ulcerative colitis; uveitis; paediatric uveitis,no,rheumatoid arthritis; juvenile idiopathic arthritis; enthesitis-related arthritis; ankylosing spondylitis; axial spondyloarthritis without radiographic evidence of as; psoriatic arthritis; psoriasis; paediatric plaque psoriasis; crohn’s disease; paediatric crohn's disease; ulcerative colitis; uveitis; paediatric uveitis,"<rheumatoid arthritis>; <arthritis, juvenile>; <arthritis, psoriatic>; <spondylitis, ankylosing>; <spondylarthritis>; <psoriasis>; <crohn disease>; <colitis, ulcerative>; <uveitis>",fresenius kabi deutschland gmbh,fresenius,ema/214726/2019,adalimumab,no,no,solution,emea/h/c/005158/0000,na,
subcutaneous,11.09.2020,2020.0,authorised,EMA,approved,16.09.2021,2021,diseases of the musculoskeletal system and connective tissue; diseases of the skin; diseases of the digestive system; diseases of the eye and adnexa,"<rheumatoid arthritis>; <arthritis, juvenile>; <spondylarthropathies>; <arthritis, psoriatic>; <psoriasis>; <hidradenitis suppurativa>; <crohn disease>; <colitis, ulcerative>; <uveitis>",libmyris-epar-public-assessment-report_en.pdf,biologics,libmyris,rheumatoid arthritis; juvenile idiopathic arthritis; axial spondyloarthritis; psoriatic arthritis; psoriasis; hidradenitis suppurativa; crohn’s disease; ulcerative colitis; uveitis,no,rheumatoid arthritis; juvenile idiopathic arthritis; axial spondyloarthritis; psoriatic arthritis; psoriasis; hidradenitis suppurativa; crohn’s disease; ulcerative colitis; uveitis,"<rheumatoid arthritis>; <arthritis, juvenile>; <spondylarthropathies>; <arthritis, psoriatic>; <psoriasis>; <hidradenitis suppurativa>; <crohn disease>; <colitis, ulcerative>; <uveitis>",stada arzneimittel ag,stada,ema/771818/2021,adalimumab,no,no,solution,emea/h/c/005947/0000,na,
subcutaneous,03.12.2015,2015.0,withdrawn,EMA,approved,26.01.2017,2017,diseases of the musculoskeletal system and connective tissue; diseases of the skin; diseases of the digestive system; diseases of the eye and adnexa,"<rheumatoid arthritis>; <spondylarthropathies>; <psoriatic arthritis>; <psoriasis>; <hidradenitis suppurativa>; <crohn disease>; <colitis, ulcerative>; <uveitis>",solymbic-epar-public-assessment-report_en.pdf,biologics,solymbic,rheumatoid arthritis; axial spondyloarthritis; psoriatic arthritis; psoriasis; hidradenitis suppurativa; crohn’s disease; ulcerative colitis; uveitis,no,rheumatoid arthritis; axial spondyloarthritis; psoriatic arthritis; psoriasis; hidradenitis suppurativa; crohn’s disease; ulcerative colitis; uveitis,"<rheumatoid arthritis>; <spondylarthropathies>; <psoriatic arthritis>; <psoriasis>; <hidradenitis suppurativa>; <crohn disease>; <colitis, ulcerative>; <uveitis>",amgen europe b.v.,amgen,ema/106921/2017,adalimumab,no,no,solution,emea/h/c/004373/0000,na,
subcutaneous,06.03.2020,2020.0,authorised,EMA,approved,10.12.2020,2020,diseases of the musculoskeletal system and connective tissue; diseases of the skin; diseases of the digestive system; diseases of the eye and adnexa,"<rheumatoid arthritis>; <arthritis, juvenile>; <spondylarthropathies>; <spondylarthropathies>; <arthritis, psoriatic>; <psoriasis>; <psoriasis>; <hidradenitis suppurativa>; <crohn disease>; <crohn disease>; <colitis, ulcerative>; <uveitis>; <uveitis>",yuflyma-epar-public-assessment-report_en.pdf,biologics,yuflyma,rheumatoid arthritis; juvenile idiopathic arthritis; enthesitis-related arthritis; axial spondyloarthritis; psoriatic arthritis; psoriasis; paediatric plaque psoriasis; hidradenitis suppurativa; crohn’s disease; paediatric crohn's disease; ulcerative colitis; uveitis; paediatric uveitis,no,rheumatoid arthritis; juvenile idiopathic arthritis; enthesitis-related arthritis; axial spondyloarthritis; psoriatic arthritis; psoriasis; paediatric plaque psoriasis; hidradenitis suppurativa; crohn’s disease; paediatric crohn's disease; ulcerative colitis; uveitis; paediatric uveitis,"<rheumatoid arthritis>; <arthritis, juvenile>; <spondylarthritis>; <spondylarthritis, ankylosing>; <arthritis, psoriatic>; <psoriasis>; <hidradenitis suppurativa>; <crohn disease>; <colitis, ulcerative>; <uveitis>",celltrion healthcare hungary kft.,celltrion,ema/47907/2021,adalimumab,no,no,solution,emea/h/c/005188/0000,na,
subcutaneous,29.10.2015,2015.0,authorised,PMDA,approved,09.09.2016,2016,diseases of the eye and adnexa,<uveitis>,000224547.pdf,biologics,humira,"non-infectious intermediate uveitis, posterior uveitis, or panuveitis",yes,"non-infectious intermediate uveitis, posterior uveitis, or panuveitis",<uveitis>,abbvie gk,abbvie,000224547,adalimumab,yes,no,solution,,,
subcutaneous,,,authorised,TGA,approved,16.07.2013,2013,diseases of the digestive system,<ulcerative colitis>,auspar-adalimumab-131025.pdf,biologics,humira,treatment of moderate to severe ulcerative colitis in adult patients who have had an inadequate response to conventional therapy or who are intolerant to or have medical contraindications for such therapies.,yes,treatment of moderate to severe ulcerative colitis in patients who have had an inadequate response to conventional therapy or who are intolerant to or have medical contraindications for such therapies.,<ulcerative colitis>,abbvie pty ltd,abbvie,"95779, 95780, 127116, 155315, 199410, 199411, 199412",adalimumab,yes,no,solution,pm-2012-01954-3-1,,
subcutaneous,20.05.2013,2013.0,authorised,TGA,approved,02.06.2014,2014,diseases of the digestive system,<crohn disease>,auspar-adalimumab-140805.pdf,biologics,humira,crohn’s disease in adults and children (greater than or equal to 6 years),yes,crohn’s disease in adults and children (greater than or equal to 6 years),<crohn disease>,abbvie pty ltd,abbvie,"216038, 127116, 155315, 199410, 199411, 199412, 95779, 95780",adalimumab,yes,yes,solution,pm-2013-01154-1-1,,
subcutaneous,,,authorised,TGA,approved,07.07.2016,2016,diseases of the musculoskeletal system and connective tissue; diseases of the skin,"<arthritis, juvenile>; <psoriasis>",auspar-adalimumab-170320.pdf,biologics,humira,enthesitis-related arthritis; psoriasis in adults and children,yes,enthesitis-related arthritis; psoriasis in adults and children,"<arthritis, juvenile>; <psoriasis>",abbvie pty ltd,abbvie,"199410, 199411, 199412, 216038, 238700, 95779",adalimumab,yes,no,solution,pm-2015-01149-1-3,,
subcutaneous,03.05.2016,2016.0,authorised,TGA,approved,18.10.2017,2017,diseases of the musculoskeletal system and connective tissue; diseases of the digestive system; diseases of the skin; diseases of the eye and adnexa,"<rheumatoid arthritis>; <arthritis, juvenile>; <arthritis, psoriatic>; <spondylitis, ankylosing>; <crohn disease>; <colitis, ulcerative>; <psoriasis>; <hidradenitis suppurativa>; <uveitis>",auspar-adalimumab-180625.pdf,biologics,amgevita,"rheumatoid arthritis, polyarticular juvenile idiopathic arthritis, psoriatic arthritis, ankylosing spondylitis, crohn’s disease in adults and children (≥6 years), ulcerative colitis, psoriasis, hidradenitis suppurativa, uveitis",no,"rheumatoid arthritis, polyarticular juvenile idiopathic arthritis, psoriatic arthritis, ankylosing spondylitis, crohn’s disease in adults and children (≥6 years), ulcerative colitis, psoriasis, hidradenitis suppurativa, uveitis","<rheumatoid arthritis>; <arthritis, juvenile>; <arthritis, psoriatic>; <spondylitis, ankylosing>; <crohn disease>; <colitis, ulcerative>; <psoriasis>; <hidradenitis suppurativa>; <uveitis>",amgen australia pty ltd,amgen,"273536, 278701, 278702",adalimumab,no,no,pre-filled syringe,pm-2016-00845-1-1,na,
subcutaneous,03.01.2017,2017.0,authorised,TGA,approved,18.01.2018,2018,diseases of the musculoskeletal system and connective tissue,<rheumatoid arthritis>,auspar-adalimumab-190313.pdf,biologics,hadlima,rheumatoid arthritis,no,rheumatoid arthritis,<rheumatoid arthritis>,samsung bioepis au pty ltd,samsung,"284248, 284249",adalimumab,no,no,solution,pm-2016-03547-1-3,na,
subcutaneous,02.09.2019,2019.0,authorised,TGA,approved,15.06.2020,2020,diseases of the musculoskeletal system and connective tissue; diseases of the digestive system; diseases of the skin; diseases of the eye and adnexa,"<rheumatoid arthritis>; <arthritis, juvenile>; <arthritis>; <psoriatic arthritis>; <spondylitis, ankylosing>; <crohn disease>; <colitis, ulcerative>; <psoriasis>; <hidradenitis suppurativa>; <uveitis>",auspar-adalimumab-200917.pdf,biologics,idacio,rheumatoid arthritis; juvenile idiopathic arthritis; enthesitis-related arthritis; psoriatic arthritis; ankylosing spondylitis; crohn’s disease in adults and children (≥ 6 years); ulcerative colitis; psoriasis in adults and children; hidradenitis suppurativa in adults and adolescents (from 12 years of age); uveitis,no,rheumatoid arthritis; juvenile idiopathic arthritis; enthesitis-related arthritis; psoriatic arthritis; ankylosing spondylitis; crohn’s disease in adults and children (≥ 6 years); ulcerative colitis; psoriasis in adults and children; hidradenitis suppurativa in adults and adolescents (from 12 years of age); uveitis,"<rheumatoid arthritis>; <arthritis, juvenile>; <arthritis, psoriatic>; <spondylitis, ankylosing>; <crohn disease>; <colitis, ulcerative>; <psoriasis>; <hidradenitis suppurativa>; <uveitis>",fresenius kabi australia pty ltd,fresenius,"320241, 320242, 320243",adalimumab,no,no,solution,pm-2019-03192-1-1,na,
subcutaneous,02.06.2020,2020.0,authorised,TGA,approved,08.02.2021,2021,diseases of the musculoskeletal system and connective tissue; diseases of the digestive system; diseases of the skin; diseases of the eye and adnexa,"<rheumatoid arthritis>; <arthritis, juvenile>; <arthritis, psoriatic>; <spondylitis, ankylosing>; <crohn disease>; <colitis, ulcerative>; <psoriasis>; <hidradenitis suppurativa>; <uveitis>",auspar-adalimumab-210412.pdf,biologics,abrilada,rheumatoid arthritis; juvenile idiopathic arthritis; enthesitis-related arthritis; psoriatic arthritis; ankylosing spondylitis; crohn's disease; ulcerative colitis; psoriasis; hidradenitis suppurativa; uveitis,no,rheumatoid arthritis; juvenile idiopathic arthritis; enthesitis-related arthritis; psoriatic arthritis; ankylosing spondylitis; crohn's disease; ulcerative colitis; psoriasis; hidradenitis suppurativa; uveitis,"<rheumatoid arthritis>; <arthritis, juvenile>; <arthritis, psoriatic>; <spondylitis, ankylosing>; <crohn disease>; <colitis, ulcerative>; <psoriasis>; <hidradenitis suppurativa>; <uveitis>",pfizer australia pty ltd,pfizer,"334496, 334497, 334498 and 334499",adalimumab,no,no,solution,pm-2020-01818-1-3,na,
subcutaneous,02.06.2020,2020.0,authorised,TGA,approved,07.04.2021,2021,diseases of the musculoskeletal system and connective tissue; diseases of the digestive system; diseases of the skin; diseases of the eye and adnexa,"<rheumatoid arthritis>; <arthritis, juvenile>; <arthritis, psoriatic>; <spondylitis, ankylosing>; <crohn disease>; <colitis, ulcerative>; <psoriasis>; <hidradenitis suppurativa>; <uveitis>",auspar-adalimumab-211122.pdf,biologics,hulio,rheumatoid arthritis; juvenile idiopathic arthritis; enthesitis-related arthritis; psoriatic arthritis; ankylosing spondylitis; crohn’s disease; ulcerative colitis; psoriasis; hidradenitis suppurativa; uveitis,no,rheumatoid arthritis; juvenile idiopathic arthritis; enthesitis-related arthritis; psoriatic arthritis; ankylosing spondylitis; crohn’s disease; ulcerative colitis; psoriasis; hidradenitis suppurativa; uveitis,"<rheumatoid arthritis>; <arthritis, juvenile>; <arthritis, psoriatic>; <spondylitis, ankylosing>; <crohn disease>; <colitis, ulcerative>; <psoriasis>; <hidradenitis suppurativa>; <uveitis>",alphapharm pty ltd,alphapharm,"334800, 334801, 334802",adalimumab,no,no,solution,pm-2020-01807-1-3,na,
subcutaneous,,,authorised,TGA,approved,14.05.2015,2015,diseases of the musculoskeletal system and connective tissue,"<arthritis, juvenile>",auspar-adalimumab-rch-151210.pdf,biologics,humira,polyarticular juvenile idiopathic arthritis in patients aged 2 years and older,yes,polyarticular juvenile idiopathic arthritis in patients aged 2 years and older,"<arthritis, juvenile>",abbvie pty ltd,abbvie,"95779, 95780, 127116, 155315, 199410, 199411, 199412 and 216038",adalimumab,yes,no,solution,pm-2014-01048-1-3,,
subcutaneous,,,authorised,TGA,approved,06.04.2016,2016,diseases of the skin,<hidradenitis suppurativa>,auspar-adalimumab-rch-160712.pdf,biologics,humira,treatment of active moderate to severe hidradenitis suppurativa (acne inversa) in adult patients with an inadequate response to conventional systemic hidradenitis suppurativa therapy.,yes,"treatment of active moderate to severe hidradenitis suppurativa (acne inversa) in adult patients, including treatment of inflammatory lesions and prevention of worsening of abscesses and draining fistulas.",<hidradenitis suppurativa>,abbvie pty ltd,abbvie,"238700, 216038, 199412, 199411, 199410, 95779",adalimumab,yes,no,solution,pm–2014-04326-1-4,,
subcutaneous,31.08.2021,2021.0,authorised,TGA,approved,23.08.2022,2022,diseases of the musculoskeletal system and connective tissue; diseases of the skin; diseases of the digestive system; diseases of the eye and adnexa,"<rheumatoid arthritis>; <arthritis, juvenile>; <arthritis, psoriatic>; <spondylitis, ankylosing>; <crohn disease>; <colitis, ulcerative>; <psoriasis>; <hidradenitis suppurativa>; <uveitis>",auspar-ardalicip-ciptunec-230427_0.pdf,biologics,ardalicip/ciptunec,rheumatoid arthritis; juvenile idiopathic arthritis; enthesitis-related arthritis; psoriatic arthritis; ankylosing spondylitis; crohn’s disease; ulcerative colitis; psoriasis; hidradenitis suppurativa; uveitis,no,rheumatoid arthritis; juvenile idiopathic arthritis; enthesitis-related arthritis; psoriatic arthritis; ankylosing spondylitis; crohn’s disease; ulcerative colitis; psoriasis; hidradenitis suppurativa; uveitis,"<rheumatoid arthritis>; <arthritis, juvenile>; <arthritis, psoriatic>; <spondylitis, ankylosing>; <crohn disease>; <colitis, ulcerative>; <psoriasis>; <hidradenitis suppurativa>; <uveitis>",cipla australia pty ltd,cipla,"373065, 374373, 374374, 374375, 374376, 374377",adalimumab,yes,no,solution,pm-2021-02447-1-3,,
